#           k/h    P           
    0.41829E-04    0.11293E+00
    0.42674E-04    0.11512E+00
    0.43536E-04    0.11736E+00
    0.44416E-04    0.11964E+00
    0.45313E-04    0.12197E+00
    0.46228E-04    0.12434E+00
    0.47162E-04    0.12675E+00
    0.48115E-04    0.12922E+00
    0.49087E-04    0.13173E+00
    0.50078E-04    0.13429E+00
    0.51090E-04    0.13690E+00
    0.52122E-04    0.13956E+00
    0.53175E-04    0.14227E+00
    0.54249E-04    0.14504E+00
    0.55345E-04    0.14785E+00
    0.56463E-04    0.15073E+00
    0.57604E-04    0.15366E+00
    0.58767E-04    0.15664E+00
    0.59955E-04    0.15969E+00
    0.61166E-04    0.16279E+00
    0.62401E-04    0.16595E+00
    0.63662E-04    0.16918E+00
    0.64948E-04    0.17247E+00
    0.66260E-04    0.17582E+00
    0.67599E-04    0.17924E+00
    0.68964E-04    0.18272E+00
    0.70357E-04    0.18627E+00
    0.71779E-04    0.18989E+00
    0.73229E-04    0.19358E+00
    0.74708E-04    0.19734E+00
    0.76217E-04    0.20118E+00
    0.77757E-04    0.20509E+00
    0.79328E-04    0.20907E+00
    0.80930E-04    0.21313E+00
    0.82565E-04    0.21728E+00
    0.84233E-04    0.22150E+00
    0.85935E-04    0.22580E+00
    0.87671E-04    0.23019E+00
    0.89442E-04    0.23466E+00
    0.91249E-04    0.23922E+00
    0.93092E-04    0.24387E+00
    0.94973E-04    0.24861E+00
    0.96891E-04    0.25344E+00
    0.98849E-04    0.25837E+00
    0.10085E-03    0.26339E+00
    0.10288E-03    0.26850E+00
    0.10496E-03    0.27372E+00
    0.10708E-03    0.27904E+00
    0.10924E-03    0.28446E+00
    0.11145E-03    0.28999E+00
    0.11370E-03    0.29562E+00
    0.11600E-03    0.30137E+00
    0.11834E-03    0.30722E+00
    0.12073E-03    0.31319E+00
    0.12317E-03    0.31928E+00
    0.12566E-03    0.32548E+00
    0.12820E-03    0.33181E+00
    0.13079E-03    0.33825E+00
    0.13343E-03    0.34483E+00
    0.13613E-03    0.35153E+00
    0.13888E-03    0.35836E+00
    0.14168E-03    0.36532E+00
    0.14454E-03    0.37241E+00
    0.14746E-03    0.37965E+00
    0.15044E-03    0.38703E+00
    0.15348E-03    0.39455E+00
    0.15658E-03    0.40221E+00
    0.15975E-03    0.41002E+00
    0.16297E-03    0.41799E+00
    0.16627E-03    0.42611E+00
    0.16962E-03    0.43439E+00
    0.17305E-03    0.44283E+00
    0.17655E-03    0.45143E+00
    0.18011E-03    0.46020E+00
    0.18375E-03    0.46914E+00
    0.18746E-03    0.47825E+00
    0.19125E-03    0.48754E+00
    0.19511E-03    0.49701E+00
    0.19906E-03    0.50666E+00
    0.20308E-03    0.51650E+00
    0.20718E-03    0.52653E+00
    0.21137E-03    0.53676E+00
    0.21564E-03    0.54718E+00
    0.21999E-03    0.55781E+00
    0.22444E-03    0.56864E+00
    0.22897E-03    0.57969E+00
    0.23359E-03    0.59094E+00
    0.23831E-03    0.60242E+00
    0.24313E-03    0.61412E+00
    0.24804E-03    0.62604E+00
    0.25305E-03    0.63820E+00
    0.25816E-03    0.65059E+00
    0.26338E-03    0.66322E+00
    0.26870E-03    0.67609E+00
    0.27413E-03    0.68922E+00
    0.27966E-03    0.70260E+00
    0.28531E-03    0.71624E+00
    0.29108E-03    0.73014E+00
    0.29696E-03    0.74431E+00
    0.30296E-03    0.75876E+00
    0.30908E-03    0.77348E+00
    0.31532E-03    0.78849E+00
    0.32169E-03    0.80379E+00
    0.32819E-03    0.81939E+00
    0.33482E-03    0.83529E+00
    0.34158E-03    0.85149E+00
    0.34848E-03    0.86801E+00
    0.35552E-03    0.88485E+00
    0.36270E-03    0.90201E+00
    0.37003E-03    0.91951E+00
    0.37751E-03    0.93734E+00
    0.38513E-03    0.95552E+00
    0.39291E-03    0.97405E+00
    0.40085E-03    0.99293E+00
    0.40895E-03    0.10122E+01
    0.41721E-03    0.10318E+01
    0.42564E-03    0.10518E+01
    0.43424E-03    0.10722E+01
    0.44301E-03    0.10930E+01
    0.45196E-03    0.11141E+01
    0.46109E-03    0.11357E+01
    0.47040E-03    0.11577E+01
    0.47991E-03    0.11802E+01
    0.48960E-03    0.12030E+01
    0.49949E-03    0.12263E+01
    0.50958E-03    0.12500E+01
    0.51988E-03    0.12742E+01
    0.53038E-03    0.12989E+01
    0.54109E-03    0.13240E+01
    0.55202E-03    0.13497E+01
    0.56317E-03    0.13758E+01
    0.57455E-03    0.14024E+01
    0.58616E-03    0.14295E+01
    0.59800E-03    0.14571E+01
    0.61008E-03    0.14853E+01
    0.62240E-03    0.15140E+01
    0.63498E-03    0.15433E+01
    0.64780E-03    0.15731E+01
    0.66089E-03    0.16034E+01
    0.67424E-03    0.16344E+01
    0.68786E-03    0.16659E+01
    0.70176E-03    0.16981E+01
    0.71593E-03    0.17308E+01
    0.73040E-03    0.17642E+01
    0.74515E-03    0.17982E+01
    0.76021E-03    0.18329E+01
    0.77556E-03    0.18682E+01
    0.79123E-03    0.19042E+01
    0.80721E-03    0.19408E+01
    0.82352E-03    0.19782E+01
    0.84016E-03    0.20162E+01
    0.85713E-03    0.20550E+01
    0.87444E-03    0.20945E+01
    0.89211E-03    0.21347E+01
    0.91013E-03    0.21757E+01
    0.92852E-03    0.22175E+01
    0.94727E-03    0.22600E+01
    0.96641E-03    0.23034E+01
    0.98593E-03    0.23475E+01
    0.10059E-02    0.23925E+01
    0.10262E-02    0.24383E+01
    0.10469E-02    0.24849E+01
    0.10680E-02    0.25324E+01
    0.10896E-02    0.25808E+01
    0.11116E-02    0.26300E+01
    0.11341E-02    0.26802E+01
    0.11570E-02    0.27313E+01
    0.11804E-02    0.27833E+01
    0.12042E-02    0.28363E+01
    0.12285E-02    0.28902E+01
    0.12534E-02    0.29452E+01
    0.12787E-02    0.30011E+01
    0.13045E-02    0.30580E+01
    0.13309E-02    0.31159E+01
    0.13578E-02    0.31749E+01
    0.13852E-02    0.32349E+01
    0.14132E-02    0.32960E+01
    0.14417E-02    0.33582E+01
    0.14708E-02    0.34215E+01
    0.15006E-02    0.34859E+01
    0.15309E-02    0.35514E+01
    0.15618E-02    0.36180E+01
    0.15933E-02    0.36858E+01
    0.16255E-02    0.37548E+01
    0.16584E-02    0.38250E+01
    0.16919E-02    0.38964E+01
    0.17260E-02    0.39690E+01
    0.17609E-02    0.40428E+01
    0.17965E-02    0.41178E+01
    0.18328E-02    0.41941E+01
    0.18698E-02    0.42717E+01
    0.19076E-02    0.43506E+01
    0.19461E-02    0.44307E+01
    0.19854E-02    0.45122E+01
    0.20255E-02    0.45950E+01
    0.20665E-02    0.46791E+01
    0.21082E-02    0.47646E+01
    0.21508E-02    0.48514E+01
    0.21942E-02    0.49395E+01
    0.22386E-02    0.50290E+01
    0.22838E-02    0.51200E+01
    0.23299E-02    0.52122E+01
    0.23770E-02    0.53059E+01
    0.24250E-02    0.54010E+01
    0.24740E-02    0.54975E+01
    0.25240E-02    0.55954E+01
    0.25750E-02    0.56947E+01
    0.26270E-02    0.57954E+01
    0.26800E-02    0.58975E+01
    0.27342E-02    0.60011E+01
    0.27894E-02    0.61060E+01
    0.28458E-02    0.62124E+01
    0.29033E-02    0.63202E+01
    0.29619E-02    0.64294E+01
    0.30217E-02    0.65400E+01
    0.30828E-02    0.66520E+01
    0.31451E-02    0.67653E+01
    0.32086E-02    0.68801E+01
    0.32734E-02    0.69962E+01
    0.33395E-02    0.71136E+01
    0.34070E-02    0.72324E+01
    0.34758E-02    0.73526E+01
    0.35460E-02    0.74740E+01
    0.36177E-02    0.75967E+01
    0.36908E-02    0.77207E+01
    0.37653E-02    0.78459E+01
    0.38414E-02    0.79724E+01
    0.39190E-02    0.81000E+01
    0.39982E-02    0.82289E+01
    0.40789E-02    0.83588E+01
    0.41613E-02    0.84899E+01
    0.42454E-02    0.86220E+01
    0.43312E-02    0.87552E+01
    0.44186E-02    0.88894E+01
    0.45079E-02    0.90246E+01
    0.45990E-02    0.91607E+01
    0.46919E-02    0.92977E+01
    0.47867E-02    0.94356E+01
    0.48834E-02    0.95742E+01
    0.49820E-02    0.97137E+01
    0.50827E-02    0.98538E+01
    0.51853E-02    0.99946E+01
    0.52901E-02    0.10136E+02
    0.53969E-02    0.10278E+02
    0.55060E-02    0.10421E+02
    0.56172E-02    0.10563E+02
    0.57307E-02    0.10707E+02
    0.58464E-02    0.10851E+02
    0.59645E-02    0.10995E+02
    0.60850E-02    0.11139E+02
    0.62080E-02    0.11283E+02
    0.63334E-02    0.11427E+02
    0.64613E-02    0.11572E+02
    0.65918E-02    0.11716E+02
    0.67250E-02    0.11861E+02
    0.68609E-02    0.12005E+02
    0.69995E-02    0.12148E+02
    0.71409E-02    0.12292E+02
    0.72851E-02    0.12435E+02
    0.74323E-02    0.12577E+02
    0.75824E-02    0.12719E+02
    0.77356E-02    0.12860E+02
    0.78919E-02    0.13000E+02
    0.80513E-02    0.13139E+02
    0.82139E-02    0.13277E+02
    0.83799E-02    0.13414E+02
    0.85492E-02    0.13550E+02
    0.87219E-02    0.13684E+02
    0.88981E-02    0.13817E+02
    0.90778E-02    0.13948E+02
    0.92612E-02    0.14078E+02
    0.94483E-02    0.14205E+02
    0.96392E-02    0.14330E+02
    0.98339E-02    0.14453E+02
    0.10033E-01    0.14574E+02
    0.10235E-01    0.14693E+02
    0.10442E-01    0.14808E+02
    0.10653E-01    0.14921E+02
    0.10868E-01    0.15031E+02
    0.11088E-01    0.15138E+02
    0.11312E-01    0.15242E+02
    0.11540E-01    0.15342E+02
    0.11773E-01    0.15438E+02
    0.12011E-01    0.15531E+02
    0.12254E-01    0.15620E+02
    0.12501E-01    0.15704E+02
    0.12754E-01    0.15785E+02
    0.13011E-01    0.15861E+02
    0.13274E-01    0.15932E+02
    0.13543E-01    0.15999E+02
    0.13816E-01    0.16060E+02
    0.14095E-01    0.16116E+02
    0.14380E-01    0.16167E+02
    0.14670E-01    0.16213E+02
    0.14967E-01    0.16253E+02
    0.15269E-01    0.16286E+02
    0.15578E-01    0.16314E+02
    0.15892E-01    0.16336E+02
    0.16213E-01    0.16351E+02
    0.16541E-01    0.16360E+02
    0.16875E-01    0.16362E+02
    0.17216E-01    0.16357E+02
    0.17564E-01    0.16345E+02
    0.17918E-01    0.16326E+02
    0.18280E-01    0.16300E+02
    0.18650E-01    0.16266E+02
    0.19027E-01    0.16225E+02
    0.19411E-01    0.16176E+02
    0.19803E-01    0.16120E+02
    0.20203E-01    0.16056E+02
    0.20611E-01    0.15985E+02
    0.21028E-01    0.15905E+02
    0.21452E-01    0.15818E+02
    0.21886E-01    0.15723E+02
    0.22328E-01    0.15620E+02
    0.22779E-01    0.15510E+02
    0.23239E-01    0.15391E+02
    0.23708E-01    0.15266E+02
    0.24187E-01    0.15133E+02
    0.24676E-01    0.14992E+02
    0.25175E-01    0.14845E+02
    0.25683E-01    0.14690E+02
    0.26202E-01    0.14529E+02
    0.26731E-01    0.14362E+02
    0.27271E-01    0.14188E+02
    0.27822E-01    0.14009E+02
    0.28384E-01    0.13824E+02
    0.28958E-01    0.13634E+02
    0.29543E-01    0.13440E+02
    0.30139E-01    0.13241E+02
    0.30748E-01    0.13038E+02
    0.31369E-01    0.12832E+02
    0.32003E-01    0.12624E+02
    0.32650E-01    0.12413E+02
    0.33309E-01    0.12200E+02
    0.33982E-01    0.11987E+02
    0.34669E-01    0.11773E+02
    0.35369E-01    0.11559E+02
    0.36083E-01    0.11345E+02
    0.36812E-01    0.11133E+02
    0.37556E-01    0.10923E+02
    0.38315E-01    0.10712E+02
    0.39089E-01    0.10504E+02
    0.39878E-01    0.10299E+02
    0.40684E-01    0.10099E+02
    0.41506E-01    0.99031E+01
    0.42344E-01    0.97127E+01
    0.43200E-01    0.95280E+01
    0.44072E-01    0.93495E+01
    0.44963E-01    0.91774E+01
    0.45871E-01    0.90120E+01
    0.46798E-01    0.88532E+01
    0.47743E-01    0.87012E+01
    0.48708E-01    0.85557E+01
    0.49691E-01    0.84166E+01
    0.50695E-01    0.82835E+01
    0.51719E-01    0.81560E+01
    0.52764E-01    0.80336E+01
    0.53830E-01    0.79160E+01
    0.54918E-01    0.78027E+01
    0.56027E-01    0.76929E+01
    0.57159E-01    0.75868E+01
    0.58313E-01    0.74845E+01
    0.59491E-01    0.73842E+01
    0.60693E-01    0.72972E+01
    0.61919E-01    0.71996E+01
    0.63170E-01    0.71011E+01
    0.64446E-01    0.70006E+01
    0.65748E-01    0.68973E+01
    0.67077E-01    0.67901E+01
    0.68432E-01    0.66781E+01
    0.69814E-01    0.65605E+01
    0.71224E-01    0.64365E+01
    0.72663E-01    0.63056E+01
    0.74131E-01    0.61677E+01
    0.75629E-01    0.60225E+01
    0.77156E-01    0.58705E+01
    0.78715E-01    0.57122E+01
    0.80305E-01    0.55483E+01
    0.81927E-01    0.53799E+01
    0.83582E-01    0.52082E+01
    0.85271E-01    0.50346E+01
    0.86993E-01    0.48606E+01
    0.88751E-01    0.46876E+01
    0.90544E-01    0.45173E+01
    0.92373E-01    0.43512E+01
    0.94239E-01    0.41910E+01
    0.96143E-01    0.40380E+01
    0.98085E-01    0.38936E+01
    0.10007E+00    0.37591E+01
    0.10209E+00    0.36352E+01
    0.10415E+00    0.35226E+01
    0.10625E+00    0.34212E+01
    0.10840E+00    0.33307E+01
    0.11059E+00    0.32502E+01
    0.11282E+00    0.31788E+01
    0.11510E+00    0.31148E+01
    0.11743E+00    0.30566E+01
    0.11980E+00    0.30023E+01
    0.12222E+00    0.29499E+01
    0.12469E+00    0.28971E+01
    0.12721E+00    0.28418E+01
    0.12978E+00    0.27817E+01
    0.13240E+00    0.27151E+01
    0.13508E+00    0.26411E+01
    0.13780E+00    0.25593E+01
    0.14059E+00    0.24708E+01
    0.14343E+00    0.23769E+01
    0.14633E+00    0.22801E+01
    0.14928E+00    0.21824E+01
    0.15230E+00    0.20861E+01
    0.15537E+00    0.19934E+01
    0.15851E+00    0.19061E+01
    0.16171E+00    0.18261E+01
    0.16498E+00    0.17547E+01
    0.16831E+00    0.16928E+01
    0.17171E+00    0.16402E+01
    0.17518E+00    0.15956E+01
    0.17872E+00    0.15572E+01
    0.18233E+00    0.15224E+01
    0.18602E+00    0.14888E+01
    0.18977E+00    0.14543E+01
    0.19361E+00    0.14170E+01
    0.19752E+00    0.13755E+01
    0.20151E+00    0.13293E+01
    0.20558E+00    0.12787E+01
    0.20973E+00    0.12248E+01
    0.21397E+00    0.11699E+01
    0.21829E+00    0.11161E+01
    0.22270E+00    0.10654E+01
    0.22720E+00    0.10195E+01
    0.23179E+00    0.97944E+00
    0.23647E+00    0.94517E+00
    0.24125E+00    0.91586E+00
    0.24612E+00    0.88990E+00
    0.25110E+00    0.86531E+00
    0.25617E+00    0.84025E+00
    0.26134E+00    0.81342E+00
    0.26662E+00    0.78424E+00
    0.27201E+00    0.75293E+00
    0.27750E+00    0.72045E+00
    0.28311E+00    0.68823E+00
    0.28883E+00    0.65782E+00
    0.29466E+00    0.63033E+00
    0.30062E+00    0.60606E+00
    0.30669E+00    0.58460E+00
    0.31288E+00    0.56507E+00
    0.31920E+00    0.54639E+00
    0.32565E+00    0.52747E+00
    0.33223E+00    0.50762E+00
    0.33894E+00    0.48697E+00
    0.34579E+00    0.46616E+00
    0.35278E+00    0.44602E+00
    0.35990E+00    0.42726E+00
    0.36717E+00    0.41023E+00
    0.37459E+00    0.39472E+00
    0.38216E+00    0.38017E+00
    0.38988E+00    0.36598E+00
    0.39775E+00    0.35169E+00
    0.40579E+00    0.33728E+00
    0.41399E+00    0.32303E+00
    0.42235E+00    0.30936E+00
    0.43088E+00    0.29656E+00
    0.43959E+00    0.28467E+00
    0.44847E+00    0.27346E+00
    0.45753E+00    0.26260E+00
    0.46677E+00    0.25192E+00
    0.47620E+00    0.24139E+00
    0.48582E+00    0.23119E+00
    0.49563E+00    0.22149E+00
    0.50564E+00    0.21232E+00
    0.51586E+00    0.20362E+00
    0.52628E+00    0.19522E+00
    0.53691E+00    0.18706E+00
    0.54776E+00    0.17914E+00
    0.55882E+00    0.17154E+00
    0.57011E+00    0.16429E+00
    0.58163E+00    0.15738E+00
    0.59338E+00    0.15074E+00
    0.60537E+00    0.14433E+00
    0.61760E+00    0.13816E+00
    0.63007E+00    0.13224E+00
    0.64280E+00    0.12657E+00
    0.65579E+00    0.12115E+00
    0.66903E+00    0.11594E+00
    0.68255E+00    0.11094E+00
    0.69634E+00    0.10613E+00
    0.71040E+00    0.10153E+00
    0.72475E+00    0.97127E-01
    0.73940E+00    0.92899E-01
    0.75433E+00    0.88846E-01
    0.76957E+00    0.84959E-01
    0.78512E+00    0.81238E-01
    0.80098E+00    0.77671E-01
    0.81716E+00    0.74251E-01
    0.83367E+00    0.70976E-01
    0.85051E+00    0.67840E-01
    0.86769E+00    0.64836E-01
    0.88522E+00    0.61958E-01
    0.90310E+00    0.59204E-01
    0.92134E+00    0.56566E-01
    0.93996E+00    0.54041E-01
    0.95894E+00    0.51624E-01
    0.97832E+00    0.49312E-01
    0.99808E+00    0.47098E-01
    0.10182E+01    0.44981E-01
    0.10388E+01    0.42954E-01
    0.10598E+01    0.41015E-01
    0.10812E+01    0.39160E-01
    0.11030E+01    0.37386E-01
    0.11253E+01    0.35689E-01
    0.11481E+01    0.34066E-01
    0.11713E+01    0.32515E-01
    0.11949E+01    0.31032E-01
    0.12191E+01    0.29614E-01
    0.12437E+01    0.28259E-01
    0.12688E+01    0.26964E-01
    0.12944E+01    0.25726E-01
    0.13206E+01    0.24543E-01
    0.13473E+01    0.23412E-01
    0.13745E+01    0.22332E-01
    0.14023E+01    0.21300E-01
    0.14306E+01    0.20314E-01
    0.14595E+01    0.19372E-01
    0.14890E+01    0.18473E-01
    0.15190E+01    0.17614E-01
    0.15497E+01    0.16794E-01
    0.15810E+01    0.16011E-01
    0.16130E+01    0.15264E-01
    0.16456E+01    0.14550E-01
    0.16788E+01    0.13869E-01
    0.17127E+01    0.13218E-01
    0.17473E+01    0.12598E-01
    0.17826E+01    0.12005E-01
    0.18186E+01    0.11440E-01
    0.18554E+01    0.10901E-01
    0.18928E+01    0.10386E-01
    0.19311E+01    0.98949E-02
    0.19701E+01    0.94266E-02
    0.20099E+01    0.89797E-02
    0.20505E+01    0.85536E-02
    0.20919E+01    0.81472E-02
    0.21342E+01    0.77596E-02
    0.21773E+01    0.73899E-02
    0.22213E+01    0.70375E-02
    0.22661E+01    0.67014E-02
    0.23119E+01    0.63810E-02
    0.23586E+01    0.60756E-02
    0.24063E+01    0.57844E-02
    0.24549E+01    0.55069E-02
    0.25045E+01    0.52424E-02
    0.25551E+01    0.49903E-02
    0.26067E+01    0.47500E-02
    0.26593E+01    0.45211E-02
    0.27131E+01    0.43029E-02
    0.27679E+01    0.40951E-02
    0.28238E+01    0.38971E-02
    0.28808E+01    0.37084E-02
    0.29390E+01    0.35287E-02
    0.29984E+01    0.33575E-02
    0.30590E+01    0.31945E-02
    0.31208E+01    0.30392E-02
    0.31838E+01    0.28913E-02
    0.32481E+01    0.27504E-02
    0.33137E+01    0.26163E-02
    0.33807E+01    0.24886E-02
    0.34490E+01    0.23670E-02
    0.35187E+01    0.22512E-02
    0.35897E+01    0.21410E-02
    0.36623E+01    0.20361E-02
    0.37362E+01    0.19362E-02
    0.38117E+01    0.18412E-02
    0.38887E+01    0.17507E-02
    0.39673E+01    0.16646E-02
    0.40474E+01    0.15826E-02
    0.41292E+01    0.15046E-02
    0.42126E+01    0.14304E-02
    0.42977E+01    0.13598E-02
    0.43845E+01    0.12926E-02
    0.44731E+01    0.12287E-02
    0.45634E+01    0.11679E-02
    0.46556E+01    0.11100E-02
    0.47497E+01    0.10550E-02
    0.48456E+01    0.10026E-02
    0.49435E+01    0.95283E-03
    0.50434E+01    0.90546E-03
    0.51453E+01    0.86041E-03
    0.52492E+01    0.81757E-03
    0.53553E+01    0.77683E-03
    0.54634E+01    0.73809E-03
    0.55738E+01    0.70125E-03
    0.56864E+01    0.66622E-03
    0.58013E+01    0.63292E-03
    0.59185E+01    0.60125E-03
    0.60380E+01    0.57115E-03
    0.61600E+01    0.54253E-03
    0.62844E+01    0.51532E-03
    0.64114E+01    0.48946E-03
    0.65409E+01    0.46488E-03
    0.66731E+01    0.44152E-03
    0.68079E+01    0.41931E-03
    0.69454E+01    0.39821E-03
    0.70857E+01    0.37815E-03
    0.72288E+01    0.35909E-03
    0.73749E+01    0.34098E-03
    0.75238E+01    0.32377E-03
    0.76758E+01    0.30741E-03
    0.78309E+01    0.29187E-03
    0.79891E+01    0.27711E-03
    0.81505E+01    0.26308E-03
    0.83151E+01    0.24976E-03
    0.84831E+01    0.23710E-03
    0.86545E+01    0.22507E-03
    0.88293E+01    0.21365E-03
    0.90077E+01    0.20280E-03
    0.91896E+01    0.19250E-03
    0.93753E+01    0.18271E-03
    0.95647E+01    0.17341E-03
    0.97579E+01    0.16458E-03
    0.99550E+01    0.15620E-03
    0.10156E+02    0.14823E-03
    0.10361E+02    0.14067E-03
    0.10571E+02    0.13349E-03
    0.10784E+02    0.12667E-03
    0.11002E+02    0.12020E-03
    0.11224E+02    0.11405E-03
    0.11451E+02    0.10822E-03
    0.11682E+02    0.10268E-03
    0.11918E+02    0.97416E-04
    0.12159E+02    0.92422E-04
    0.12405E+02    0.87682E-04
    0.12655E+02    0.83182E-04
    0.12911E+02    0.78911E-04
    0.13172E+02    0.74857E-04
    0.13438E+02    0.71009E-04
    0.13709E+02    0.67357E-04
    0.13986E+02    0.63890E-04
    0.14269E+02    0.60600E-04
    0.14557E+02    0.57478E-04
    0.14851E+02    0.54515E-04
    0.15151E+02    0.51704E-04
    0.15457E+02    0.49036E-04
    0.15769E+02    0.46504E-04
    0.16088E+02    0.44101E-04
    0.16413E+02    0.41822E-04
    0.16745E+02    0.39659E-04
    0.17083E+02    0.37607E-04
    0.17428E+02    0.35661E-04
    0.17780E+02    0.33814E-04
    0.18139E+02    0.32061E-04
    0.18506E+02    0.30399E-04
    0.18880E+02    0.28822E-04
    0.19261E+02    0.27326E-04
    0.19650E+02    0.25908E-04
    0.20047E+02    0.24562E-04
    0.20452E+02    0.23285E-04
    0.20865E+02    0.22074E-04
    0.21287E+02    0.20926E-04
    0.21717E+02    0.19837E-04
    0.22155E+02    0.18804E-04
    0.22603E+02    0.17824E-04
    0.23059E+02    0.16895E-04
    0.23525E+02    0.16014E-04
    0.24001E+02    0.15178E-04
    0.24485E+02    0.14386E-04
    0.24980E+02    0.13635E-04
    0.25485E+02    0.12922E-04
    0.26000E+02    0.12247E-04
    0.26525E+02    0.11607E-04
    0.27061E+02    0.10999E-04
    0.27607E+02    0.10424E-04
    0.28165E+02    0.98778E-05
    0.28734E+02    0.93603E-05
    0.29314E+02    0.88697E-05
    0.29907E+02    0.84046E-05
    0.30511E+02    0.79637E-05
    0.31127E+02    0.75458E-05
    0.31756E+02    0.71496E-05
    0.32397E+02    0.67741E-05
    0.33052E+02    0.64181E-05
    0.33720E+02    0.60807E-05
    0.34401E+02    0.57609E-05
    0.35096E+02    0.54578E-05
    0.35805E+02    0.51705E-05
    0.36528E+02    0.48982E-05
    0.37266E+02    0.46401E-05
    0.38019E+02    0.43956E-05
    0.38787E+02    0.41638E-05
    0.39570E+02    0.39442E-05
    0.40370E+02    0.37360E-05
    0.41185E+02    0.35388E-05
    0.42017E+02    0.33519E-05
    0.42866E+02    0.31748E-05
    0.43732E+02    0.30070E-05
    0.44615E+02    0.28479E-05
    0.45517E+02    0.26973E-05
    0.46436E+02    0.25545E-05
    0.47374E+02    0.24193E-05
    0.48331E+02    0.22911E-05
    0.49308E+02    0.21697E-05
    0.50304E+02    0.20547E-05
    0.51320E+02    0.19457E-05
    0.52357E+02    0.18425E-05
    0.53414E+02    0.17447E-05
    0.54493E+02    0.16520E-05
    0.55594E+02    0.15643E-05
    0.56717E+02    0.14811E-05
    0.57863E+02    0.14024E-05
    0.59032E+02    0.13278E-05
    0.60224E+02    0.12571E-05
    0.61441E+02    0.11902E-05
    0.62682E+02    0.11268E-05
    0.63949E+02    0.10668E-05
    0.65240E+02    0.10099E-05
    0.66558E+02    0.95608E-06
    0.67903E+02    0.90508E-06
    0.69275E+02    0.85677E-06
    0.70674E+02    0.81103E-06
    0.72102E+02    0.76770E-06
    0.73558E+02    0.72668E-06
    0.75044E+02    0.68783E-06
    0.76560E+02    0.65104E-06
    0.78107E+02    0.61620E-06
    0.79685E+02    0.58321E-06
    0.81294E+02    0.55198E-06
    0.82937E+02    0.52240E-06
    0.84612E+02    0.49440E-06
    0.86321E+02    0.46788E-06
    0.88065E+02    0.44277E-06
    0.89844E+02    0.41900E-06
    0.91659E+02    0.39650E-06
    0.93511E+02    0.37519E-06
    0.95400E+02    0.35502E-06
    0.97327E+02    0.33593E-06
    0.99293E+02    0.31785E-06
    0.10130E+03    0.30073E-06
    0.10335E+03    0.28453E-06
    0.10543E+03    0.26920E-06
    0.10756E+03    0.25468E-06
    0.10974E+03    0.24094E-06
    0.11195E+03    0.22793E-06
    0.11421E+03    0.21562E-06
    0.11652E+03    0.20397E-06
    0.11888E+03    0.19294E-06
    0.12128E+03    0.18250E-06
    0.12373E+03    0.17262E-06
    0.12623E+03    0.16326E-06
    0.12878E+03    0.15441E-06
    0.13138E+03    0.14604E-06
    0.13403E+03    0.13811E-06
    0.13674E+03    0.13061E-06
    0.13950E+03    0.12351E-06
    0.14232E+03    0.11679E-06
    0.14520E+03    0.11044E-06
