#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.717788E-04   0.152288E+08   0.152288E+08   0.199413E+08   0.199406E+08   0.000000E+00   0.152288E+08   0.152288E+08   0.152375E+08  -0.545817E+00   0.116180E+08   0.116180E+08   0.592837E-01
   0.732288E-04   0.152287E+08   0.152287E+08   0.199266E+08   0.199258E+08   0.000000E+00   0.152287E+08   0.152287E+08   0.152375E+08  -0.545815E+00   0.116180E+08   0.116180E+08   0.604789E-01
   0.747081E-04   0.152287E+08   0.152287E+08   0.199112E+08   0.199104E+08   0.000000E+00   0.152287E+08   0.152287E+08   0.152374E+08  -0.545814E+00   0.116180E+08   0.116180E+08   0.616982E-01
   0.762173E-04   0.152286E+08   0.152286E+08   0.198952E+08   0.198944E+08   0.000000E+00   0.152286E+08   0.152286E+08   0.152374E+08  -0.545812E+00   0.116180E+08   0.116180E+08   0.629419E-01
   0.777570E-04   0.152286E+08   0.152286E+08   0.198786E+08   0.198778E+08   0.000000E+00   0.152286E+08   0.152286E+08   0.152373E+08  -0.545810E+00   0.116179E+08   0.116179E+08   0.642106E-01
   0.793278E-04   0.152286E+08   0.152286E+08   0.198614E+08   0.198605E+08   0.000000E+00   0.152286E+08   0.152286E+08   0.152373E+08  -0.545808E+00   0.116179E+08   0.116179E+08   0.655047E-01
   0.809303E-04   0.152285E+08   0.152285E+08   0.198434E+08   0.198425E+08   0.000000E+00   0.152285E+08   0.152285E+08   0.152372E+08  -0.545806E+00   0.116179E+08   0.116179E+08   0.668248E-01
   0.825652E-04   0.152285E+08   0.152285E+08   0.198247E+08   0.198238E+08   0.000000E+00   0.152285E+08   0.152285E+08   0.152372E+08  -0.545804E+00   0.116178E+08   0.116178E+08   0.681714E-01
   0.842332E-04   0.152284E+08   0.152284E+08   0.198053E+08   0.198043E+08   0.000000E+00   0.152284E+08   0.152284E+08   0.152371E+08  -0.545802E+00   0.116178E+08   0.116178E+08   0.695450E-01
   0.859348E-04   0.152284E+08   0.152284E+08   0.197851E+08   0.197841E+08   0.000000E+00   0.152284E+08   0.152284E+08   0.152370E+08  -0.545799E+00   0.116177E+08   0.116177E+08   0.709461E-01
   0.876708E-04   0.152283E+08   0.152283E+08   0.197641E+08   0.197630E+08   0.000000E+00   0.152283E+08   0.152283E+08   0.152370E+08  -0.545797E+00   0.116177E+08   0.116177E+08   0.723753E-01
