#           k/h    P           
    0.14813E+03    0.41146E-06
    0.15112E+03    0.38895E-06
    0.15417E+03    0.36766E-06
    0.15729E+03    0.34751E-06
    0.16047E+03    0.32846E-06
    0.16371E+03    0.31042E-06
    0.16701E+03    0.29337E-06
    0.17039E+03    0.27723E-06
    0.17383E+03    0.26197E-06
    0.17734E+03    0.24753E-06
    0.18092E+03    0.23388E-06
    0.18458E+03    0.22096E-06
    0.18831E+03    0.20875E-06
    0.19211E+03    0.19719E-06
    0.19599E+03    0.18626E-06
    0.19995E+03    0.17593E-06
    0.20399E+03    0.16616E-06
    0.20811E+03    0.15692E-06
    0.21232E+03    0.14818E-06
    0.21661E+03    0.13992E-06
    0.22098E+03    0.13211E-06
    0.22545E+03    0.12472E-06
    0.23000E+03    0.11774E-06
    0.23465E+03    0.11114E-06
    0.23939E+03    0.10490E-06
    0.24422E+03    0.99002E-07
    0.24916E+03    0.93428E-07
    0.25419E+03    0.88159E-07
    0.25932E+03    0.83179E-07
    0.26456E+03    0.78473E-07
    0.26991E+03    0.74027E-07
    0.27536E+03    0.69825E-07
    0.28092E+03    0.65854E-07
    0.28660E+03    0.62104E-07
    0.29239E+03    0.58561E-07
    0.29829E+03    0.55213E-07
    0.30432E+03    0.52052E-07
    0.31047E+03    0.49066E-07
    0.31674E+03    0.46246E-07
    0.32314E+03    0.43583E-07
    0.32967E+03    0.41069E-07
    0.33632E+03    0.38695E-07
    0.34312E+03    0.36454E-07
    0.35005E+03    0.34339E-07
    0.35712E+03    0.32342E-07
    0.36434E+03    0.30458E-07
    0.37170E+03    0.28680E-07
    0.37921E+03    0.27003E-07
    0.38687E+03    0.25420E-07
    0.39468E+03    0.23927E-07
    0.40265E+03    0.22520E-07
    0.41079E+03    0.21192E-07
    0.41909E+03    0.19940E-07
    0.42755E+03    0.18760E-07
    0.43619E+03    0.17648E-07
    0.44500E+03    0.16599E-07
    0.45399E+03    0.15611E-07
    0.46316E+03    0.14680E-07
    0.47252E+03    0.13804E-07
    0.48206E+03    0.12978E-07
    0.49180E+03    0.12200E-07
    0.50174E+03    0.11468E-07
