#           k/h    P           
    0.27966E-03    0.28890E+01
    0.28531E-03    0.29451E+01
    0.29108E-03    0.30022E+01
    0.29696E-03    0.30605E+01
    0.30296E-03    0.31198E+01
    0.30908E-03    0.31803E+01
    0.31532E-03    0.32420E+01
    0.32169E-03    0.33049E+01
    0.32819E-03    0.33690E+01
    0.33482E-03    0.34343E+01
    0.34158E-03    0.35009E+01
    0.34848E-03    0.35688E+01
    0.35552E-03    0.36379E+01
    0.36270E-03    0.37085E+01
    0.37003E-03    0.37803E+01
    0.37751E-03    0.38536E+01
    0.38513E-03    0.39282E+01
    0.39291E-03    0.40044E+01
    0.40085E-03    0.40819E+01
    0.40895E-03    0.41610E+01
    0.41721E-03    0.42416E+01
    0.42564E-03    0.43237E+01
    0.43424E-03    0.44074E+01
    0.44301E-03    0.44927E+01
    0.45196E-03    0.45797E+01
    0.46109E-03    0.46683E+01
    0.47040E-03    0.47586E+01
    0.47991E-03    0.48507E+01
    0.48960E-03    0.49445E+01
    0.49949E-03    0.50401E+01
    0.50958E-03    0.51375E+01
    0.51988E-03    0.52368E+01
    0.53038E-03    0.53380E+01
    0.54109E-03    0.54411E+01
    0.55202E-03    0.55462E+01
    0.56317E-03    0.56533E+01
    0.57455E-03    0.57625E+01
    0.58616E-03    0.58737E+01
    0.59800E-03    0.59870E+01
    0.61008E-03    0.61025E+01
    0.62240E-03    0.62202E+01
    0.63498E-03    0.63401E+01
    0.64780E-03    0.64622E+01
    0.66089E-03    0.65867E+01
    0.67424E-03    0.67136E+01
    0.68786E-03    0.68428E+01
    0.70176E-03    0.69745E+01
    0.71593E-03    0.71086E+01
    0.73040E-03    0.72453E+01
    0.74515E-03    0.73846E+01
    0.76021E-03    0.75264E+01
    0.77556E-03    0.76709E+01
    0.79123E-03    0.78181E+01
    0.80721E-03    0.79681E+01
    0.82352E-03    0.81209E+01
    0.84016E-03    0.82765E+01
    0.85713E-03    0.84350E+01
    0.87444E-03    0.85964E+01
    0.89211E-03    0.87609E+01
    0.91013E-03    0.89283E+01
    0.92852E-03    0.90989E+01
    0.94727E-03    0.92726E+01
    0.96641E-03    0.94495E+01
    0.98593E-03    0.96296E+01
    0.10059E-02    0.98130E+01
    0.10262E-02    0.99998E+01
    0.10469E-02    0.10190E+02
    0.10680E-02    0.10384E+02
    0.10896E-02    0.10581E+02
    0.11116E-02    0.10781E+02
    0.11341E-02    0.10986E+02
    0.11570E-02    0.11194E+02
    0.11804E-02    0.11405E+02
    0.12042E-02    0.11621E+02
    0.12285E-02    0.11840E+02
    0.12534E-02    0.12063E+02
    0.12787E-02    0.12290E+02
    0.13045E-02    0.12521E+02
    0.13309E-02    0.12756E+02
    0.13578E-02    0.12995E+02
    0.13852E-02    0.13239E+02
    0.14132E-02    0.13486E+02
    0.14417E-02    0.13738E+02
    0.14708E-02    0.13994E+02
    0.15006E-02    0.14255E+02
    0.15309E-02    0.14519E+02
    0.15618E-02    0.14789E+02
    0.15933E-02    0.15062E+02
    0.16255E-02    0.15341E+02
    0.16584E-02    0.15624E+02
    0.16919E-02    0.15911E+02
    0.17260E-02    0.16204E+02
    0.17609E-02    0.16501E+02
    0.17965E-02    0.16802E+02
    0.18328E-02    0.17109E+02
    0.18698E-02    0.17421E+02
    0.19076E-02    0.17737E+02
    0.19461E-02    0.18058E+02
    0.19854E-02    0.18385E+02
    0.20255E-02    0.18716E+02
    0.20665E-02    0.19052E+02
    0.21082E-02    0.19394E+02
    0.21508E-02    0.19740E+02
    0.21942E-02    0.20092E+02
    0.22386E-02    0.20449E+02
    0.22838E-02    0.20811E+02
    0.23299E-02    0.21178E+02
    0.23770E-02    0.21550E+02
    0.24250E-02    0.21928E+02
    0.24740E-02    0.22311E+02
    0.25240E-02    0.22699E+02
    0.25750E-02    0.23092E+02
    0.26270E-02    0.23491E+02
    0.26800E-02    0.23894E+02
    0.27342E-02    0.24303E+02
    0.27894E-02    0.24718E+02
    0.28458E-02    0.25137E+02
    0.29033E-02    0.25562E+02
    0.29619E-02    0.25992E+02
    0.30217E-02    0.26426E+02
    0.30828E-02    0.26867E+02
    0.31451E-02    0.27312E+02
    0.32086E-02    0.27762E+02
    0.32734E-02    0.28217E+02
    0.33395E-02    0.28677E+02
    0.34070E-02    0.29143E+02
    0.34758E-02    0.29613E+02
    0.35460E-02    0.30088E+02
    0.36177E-02    0.30567E+02
    0.36908E-02    0.31052E+02
    0.37653E-02    0.31541E+02
    0.38414E-02    0.32035E+02
    0.39190E-02    0.32533E+02
    0.39982E-02    0.33035E+02
    0.40789E-02    0.33542E+02
    0.41613E-02    0.34054E+02
    0.42454E-02    0.34569E+02
    0.43312E-02    0.35088E+02
    0.44186E-02    0.35612E+02
    0.45079E-02    0.36139E+02
    0.45990E-02    0.36670E+02
    0.46919E-02    0.37204E+02
    0.47867E-02    0.37742E+02
    0.48834E-02    0.38284E+02
    0.49820E-02    0.38828E+02
    0.50827E-02    0.39375E+02
    0.51853E-02    0.39925E+02
    0.52901E-02    0.40478E+02
    0.53969E-02    0.41033E+02
    0.55060E-02    0.41590E+02
    0.56172E-02    0.42150E+02
    0.57307E-02    0.42711E+02
    0.58464E-02    0.43274E+02
    0.59645E-02    0.43838E+02
    0.60850E-02    0.44403E+02
    0.62080E-02    0.44968E+02
    0.63334E-02    0.45535E+02
    0.64613E-02    0.46101E+02
    0.65918E-02    0.46668E+02
    0.67250E-02    0.47234E+02
    0.68609E-02    0.47799E+02
    0.69995E-02    0.48363E+02
    0.71409E-02    0.48926E+02
    0.72851E-02    0.49487E+02
    0.74323E-02    0.50046E+02
    0.75824E-02    0.50602E+02
    0.77356E-02    0.51156E+02
    0.78919E-02    0.51706E+02
    0.80513E-02    0.52253E+02
    0.82139E-02    0.52795E+02
    0.83799E-02    0.53333E+02
    0.85492E-02    0.53865E+02
    0.87219E-02    0.54393E+02
    0.88981E-02    0.54914E+02
    0.90778E-02    0.55428E+02
    0.92612E-02    0.55936E+02
    0.94483E-02    0.56436E+02
    0.96392E-02    0.56928E+02
    0.98339E-02    0.57411E+02
    0.10033E-01    0.57885E+02
    0.10235E-01    0.58350E+02
    0.10442E-01    0.58804E+02
    0.10653E-01    0.59247E+02
    0.10868E-01    0.59678E+02
    0.11088E-01    0.60097E+02
    0.11312E-01    0.60504E+02
    0.11540E-01    0.60896E+02
    0.11773E-01    0.61275E+02
    0.12011E-01    0.61639E+02
    0.12254E-01    0.61987E+02
    0.12501E-01    0.62319E+02
    0.12754E-01    0.62634E+02
    0.13011E-01    0.62932E+02
    0.13274E-01    0.63211E+02
    0.13543E-01    0.63472E+02
    0.13816E-01    0.63712E+02
    0.14095E-01    0.63932E+02
    0.14380E-01    0.64131E+02
    0.14670E-01    0.64308E+02
    0.14967E-01    0.64463E+02
    0.15269E-01    0.64595E+02
    0.15578E-01    0.64702E+02
    0.15892E-01    0.64785E+02
    0.16213E-01    0.64843E+02
    0.16541E-01    0.64875E+02
    0.16875E-01    0.64880E+02
    0.17216E-01    0.64858E+02
    0.17564E-01    0.64809E+02
    0.17918E-01    0.64731E+02
    0.18280E-01    0.64625E+02
    0.18650E-01    0.64490E+02
    0.19027E-01    0.64325E+02
    0.19411E-01    0.64131E+02
    0.19803E-01    0.63906E+02
    0.20203E-01    0.63650E+02
    0.20611E-01    0.63365E+02
    0.21028E-01    0.63048E+02
    0.21452E-01    0.62700E+02
    0.21886E-01    0.62322E+02
    0.22328E-01    0.61913E+02
    0.22779E-01    0.61474E+02
    0.23239E-01    0.61004E+02
    0.23708E-01    0.60505E+02
    0.24187E-01    0.59976E+02
    0.24676E-01    0.59418E+02
    0.25175E-01    0.58832E+02
    0.25683E-01    0.58219E+02
    0.26202E-01    0.57580E+02
    0.26731E-01    0.56915E+02
    0.27271E-01    0.56227E+02
    0.27822E-01    0.55515E+02
    0.28384E-01    0.54781E+02
    0.28958E-01    0.54028E+02
    0.29543E-01    0.53256E+02
    0.30139E-01    0.52467E+02
    0.30748E-01    0.51664E+02
    0.31369E-01    0.50847E+02
    0.32003E-01    0.50020E+02
    0.32650E-01    0.49184E+02
    0.33309E-01    0.48341E+02
    0.33982E-01    0.47494E+02
    0.34669E-01    0.46645E+02
    0.35369E-01    0.45797E+02
    0.36083E-01    0.44951E+02
    0.36812E-01    0.44110E+02
    0.37556E-01    0.43276E+02
    0.38315E-01    0.42440E+02
    0.39089E-01    0.41615E+02
    0.39878E-01    0.40804E+02
    0.40684E-01    0.40009E+02
    0.41506E-01    0.39234E+02
    0.42344E-01    0.38479E+02
    0.43200E-01    0.37747E+02
    0.44072E-01    0.37040E+02
    0.44963E-01    0.36358E+02
    0.45871E-01    0.35702E+02
    0.46798E-01    0.35073E+02
    0.47743E-01    0.34471E+02
    0.48708E-01    0.33894E+02
    0.49691E-01    0.33343E+02
    0.50695E-01    0.32816E+02
    0.51719E-01    0.32311E+02
    0.52764E-01    0.31826E+02
    0.53830E-01    0.31360E+02
    0.54918E-01    0.30911E+02
    0.56027E-01    0.30476E+02
    0.57159E-01    0.30056E+02
    0.58313E-01    0.29650E+02
    0.59491E-01    0.29253E+02
    0.60693E-01    0.28909E+02
    0.61919E-01    0.28522E+02
    0.63170E-01    0.28131E+02
    0.64446E-01    0.27734E+02
    0.65748E-01    0.27324E+02
    0.67077E-01    0.26900E+02
    0.68432E-01    0.26456E+02
    0.69814E-01    0.25990E+02
    0.71224E-01    0.25498E+02
    0.72663E-01    0.24980E+02
    0.74131E-01    0.24433E+02
    0.75629E-01    0.23858E+02
    0.77156E-01    0.23256E+02
    0.78715E-01    0.22628E+02
    0.80305E-01    0.21979E+02
    0.81927E-01    0.21312E+02
    0.83582E-01    0.20632E+02
    0.85271E-01    0.19944E+02
    0.86993E-01    0.19254E+02
    0.88751E-01    0.18569E+02
    0.90544E-01    0.17894E+02
    0.92373E-01    0.17236E+02
    0.94239E-01    0.16601E+02
    0.96143E-01    0.15995E+02
    0.98085E-01    0.15423E+02
    0.10007E+00    0.14890E+02
    0.10209E+00    0.14400E+02
    0.10415E+00    0.13953E+02
    0.10625E+00    0.13552E+02
    0.10840E+00    0.13193E+02
    0.11059E+00    0.12875E+02
    0.11282E+00    0.12592E+02
    0.11510E+00    0.12338E+02
    0.11743E+00    0.12108E+02
    0.11980E+00    0.11893E+02
    0.12222E+00    0.11685E+02
    0.12469E+00    0.11476E+02
    0.12721E+00    0.11257E+02
    0.12978E+00    0.11019E+02
    0.13240E+00    0.10756E+02
    0.13508E+00    0.10462E+02
    0.13780E+00    0.10138E+02
    0.14059E+00    0.97873E+01
    0.14343E+00    0.94157E+01
    0.14633E+00    0.90318E+01
    0.14928E+00    0.86448E+01
    0.15230E+00    0.82635E+01
    0.15537E+00    0.78961E+01
    0.15851E+00    0.75504E+01
    0.16171E+00    0.72333E+01
    0.16498E+00    0.69506E+01
    0.16831E+00    0.67054E+01
    0.17171E+00    0.64969E+01
    0.17518E+00    0.63205E+01
    0.17872E+00    0.61682E+01
    0.18233E+00    0.60304E+01
    0.18602E+00    0.58975E+01
    0.18977E+00    0.57608E+01
    0.19361E+00    0.56131E+01
    0.19752E+00    0.54489E+01
    0.20151E+00    0.52657E+01
    0.20558E+00    0.50650E+01
    0.20973E+00    0.48518E+01
    0.21397E+00    0.46341E+01
    0.21829E+00    0.44209E+01
    0.22270E+00    0.42202E+01
    0.22720E+00    0.40385E+01
    0.23179E+00    0.38797E+01
    0.23647E+00    0.37439E+01
    0.24125E+00    0.36278E+01
    0.24612E+00    0.35250E+01
    0.25110E+00    0.34276E+01
    0.25617E+00    0.33284E+01
    0.26134E+00    0.32221E+01
    0.26662E+00    0.31065E+01
    0.27201E+00    0.29825E+01
    0.27750E+00    0.28538E+01
    0.28311E+00    0.27262E+01
    0.28883E+00    0.26057E+01
    0.29466E+00    0.24968E+01
    0.30062E+00    0.24007E+01
    0.30669E+00    0.23157E+01
    0.31288E+00    0.22383E+01
    0.31920E+00    0.21643E+01
    0.32565E+00    0.20894E+01
    0.33223E+00    0.20108E+01
    0.33894E+00    0.19289E+01
    0.34579E+00    0.18465E+01
    0.35278E+00    0.17667E+01
    0.35990E+00    0.16924E+01
    0.36717E+00    0.16250E+01
    0.37459E+00    0.15635E+01
    0.38216E+00    0.15059E+01
    0.38988E+00    0.14497E+01
    0.39775E+00    0.13931E+01
    0.40579E+00    0.13360E+01
    0.41399E+00    0.12796E+01
    0.42235E+00    0.12254E+01
    0.43088E+00    0.11747E+01
    0.43959E+00    0.11276E+01
    0.44847E+00    0.10832E+01
    0.45753E+00    0.10402E+01
    0.46677E+00    0.99787E+00
    0.47620E+00    0.95617E+00
    0.48582E+00    0.91576E+00
    0.49563E+00    0.87734E+00
    0.50564E+00    0.84102E+00
    0.51586E+00    0.80655E+00
    0.52628E+00    0.77329E+00
    0.53691E+00    0.74097E+00
    0.54776E+00    0.70959E+00
    0.55882E+00    0.67947E+00
    0.57011E+00    0.65077E+00
    0.58163E+00    0.62339E+00
    0.59338E+00    0.59710E+00
    0.60537E+00    0.57172E+00
    0.61760E+00    0.54726E+00
    0.63007E+00    0.52380E+00
    0.64280E+00    0.50138E+00
    0.65579E+00    0.47990E+00
    0.66903E+00    0.45926E+00
    0.68255E+00    0.43943E+00
    0.69634E+00    0.42040E+00
    0.71040E+00    0.40219E+00
    0.72475E+00    0.38473E+00
    0.73940E+00    0.36798E+00
    0.75433E+00    0.35193E+00
    0.76957E+00    0.33653E+00
    0.78512E+00    0.32179E+00
    0.80098E+00    0.30766E+00
    0.81716E+00    0.29412E+00
    0.83367E+00    0.28115E+00
    0.85051E+00    0.26872E+00
    0.86769E+00    0.25682E+00
    0.88522E+00    0.24542E+00
    0.90310E+00    0.23451E+00
    0.92134E+00    0.22407E+00
    0.93996E+00    0.21406E+00
    0.95894E+00    0.20449E+00
    0.97832E+00    0.19533E+00
    0.99808E+00    0.18656E+00
    0.10182E+01    0.17817E+00
    0.10388E+01    0.17015E+00
    0.10598E+01    0.16246E+00
    0.10812E+01    0.15512E+00
    0.11030E+01    0.14809E+00
    0.11253E+01    0.14137E+00
    0.11481E+01    0.13494E+00
    0.11713E+01    0.12880E+00
    0.11949E+01    0.12292E+00
    0.12191E+01    0.11730E+00
    0.12437E+01    0.11194E+00
    0.12688E+01    0.10681E+00
    0.12944E+01    0.10190E+00
    0.13206E+01    0.97215E-01
    0.13473E+01    0.92737E-01
    0.13745E+01    0.88459E-01
    0.14023E+01    0.84371E-01
    0.14306E+01    0.80466E-01
    0.14595E+01    0.76736E-01
    0.14890E+01    0.73174E-01
    0.15190E+01    0.69773E-01
    0.15497E+01    0.66524E-01
    0.15810E+01    0.63422E-01
    0.16130E+01    0.60461E-01
    0.16456E+01    0.57633E-01
    0.16788E+01    0.54935E-01
    0.17127E+01    0.52359E-01
    0.17473E+01    0.49900E-01
    0.17826E+01    0.47554E-01
    0.18186E+01    0.45315E-01
    0.18554E+01    0.43178E-01
    0.18928E+01    0.41139E-01
    0.19311E+01    0.39195E-01
    0.19701E+01    0.37339E-01
    0.20099E+01    0.35570E-01
    0.20505E+01    0.33882E-01
    0.20919E+01    0.32272E-01
    0.21342E+01    0.30736E-01
    0.21773E+01    0.29272E-01
    0.22213E+01    0.27876E-01
    0.22661E+01    0.26545E-01
    0.23119E+01    0.25276E-01
    0.23586E+01    0.24066E-01
    0.24063E+01    0.22913E-01
    0.24549E+01    0.21813E-01
    0.25045E+01    0.20765E-01
    0.25551E+01    0.19767E-01
    0.26067E+01    0.18815E-01
    0.26593E+01    0.17909E-01
    0.27131E+01    0.17044E-01
    0.27679E+01    0.16221E-01
    0.28238E+01    0.15437E-01
    0.28808E+01    0.14689E-01
    0.29390E+01    0.13977E-01
    0.29984E+01    0.13299E-01
    0.30590E+01    0.12654E-01
    0.31208E+01    0.12038E-01
    0.31838E+01    0.11453E-01
    0.32481E+01    0.10895E-01
    0.33137E+01    0.10363E-01
    0.33807E+01    0.98576E-02
    0.34490E+01    0.93759E-02
    0.35187E+01    0.89174E-02
    0.35897E+01    0.84808E-02
    0.36623E+01    0.80652E-02
    0.37362E+01    0.76696E-02
    0.38117E+01    0.72931E-02
    0.38887E+01    0.69347E-02
    0.39673E+01    0.65936E-02
    0.40474E+01    0.62689E-02
    0.41292E+01    0.59600E-02
    0.42126E+01    0.56660E-02
    0.42977E+01    0.53863E-02
    0.43845E+01    0.51202E-02
    0.44731E+01    0.48669E-02
    0.45634E+01    0.46261E-02
    0.46556E+01    0.43969E-02
    0.47497E+01    0.41789E-02
    0.48456E+01    0.39715E-02
    0.49435E+01    0.37742E-02
    0.50434E+01    0.35866E-02
    0.51453E+01    0.34082E-02
    0.52492E+01    0.32385E-02
    0.53553E+01    0.30771E-02
    0.54634E+01    0.29236E-02
    0.55738E+01    0.27777E-02
    0.56864E+01    0.26389E-02
    0.58013E+01    0.25070E-02
    0.59185E+01    0.23816E-02
    0.60380E+01    0.22624E-02
    0.61600E+01    0.21490E-02
    0.62844E+01    0.20412E-02
    0.64114E+01    0.19388E-02
    0.65409E+01    0.18414E-02
    0.66731E+01    0.17489E-02
    0.68079E+01    0.16609E-02
    0.69454E+01    0.15773E-02
    0.70857E+01    0.14979E-02
    0.72288E+01    0.14224E-02
    0.73749E+01    0.13506E-02
    0.75238E+01    0.12824E-02
    0.76758E+01    0.12177E-02
    0.78309E+01    0.11561E-02
    0.79891E+01    0.10976E-02
    0.81505E+01    0.10421E-02
    0.83151E+01    0.98930E-03
    0.84831E+01    0.93916E-03
    0.86545E+01    0.89152E-03
    0.88293E+01    0.84628E-03
    0.90077E+01    0.80330E-03
    0.91896E+01    0.76247E-03
    0.93753E+01    0.72370E-03
    0.95647E+01    0.68688E-03
    0.97579E+01    0.65190E-03
    0.99550E+01    0.61869E-03
    0.10156E+02    0.58715E-03
    0.10361E+02    0.55719E-03
    0.10571E+02    0.52875E-03
    0.10784E+02    0.50174E-03
    0.11002E+02    0.47610E-03
    0.11224E+02    0.45176E-03
    0.11451E+02    0.42864E-03
    0.11682E+02    0.40669E-03
    0.11918E+02    0.38586E-03
    0.12159E+02    0.36608E-03
    0.12405E+02    0.34730E-03
    0.12655E+02    0.32948E-03
    0.12911E+02    0.31256E-03
    0.13172E+02    0.29650E-03
    0.13438E+02    0.28126E-03
    0.13709E+02    0.26679E-03
    0.13986E+02    0.25306E-03
    0.14269E+02    0.24003E-03
    0.14557E+02    0.22766E-03
    0.14851E+02    0.21593E-03
    0.15151E+02    0.20479E-03
    0.15457E+02    0.19422E-03
    0.15769E+02    0.18419E-03
    0.16088E+02    0.17468E-03
    0.16413E+02    0.16565E-03
    0.16745E+02    0.15708E-03
    0.17083E+02    0.14896E-03
    0.17428E+02    0.14124E-03
    0.17780E+02    0.13393E-03
    0.18139E+02    0.12699E-03
    0.18506E+02    0.12040E-03
    0.18880E+02    0.11416E-03
    0.19261E+02    0.10823E-03
    0.19650E+02    0.10261E-03
    0.20047E+02    0.97281E-04
    0.20452E+02    0.92225E-04
    0.20865E+02    0.87429E-04
    0.21287E+02    0.82880E-04
    0.21717E+02    0.78566E-04
    0.22155E+02    0.74474E-04
    0.22603E+02    0.70593E-04
    0.23059E+02    0.66913E-04
    0.23525E+02    0.63424E-04
    0.24001E+02    0.60114E-04
    0.24485E+02    0.56976E-04
    0.24980E+02    0.54000E-04
    0.25485E+02    0.51179E-04
    0.26000E+02    0.48503E-04
    0.26525E+02    0.45967E-04
    0.27061E+02    0.43561E-04
    0.27607E+02    0.41281E-04
    0.28165E+02    0.39119E-04
    0.28734E+02    0.37069E-04
    0.29314E+02    0.35126E-04
    0.29907E+02    0.33284E-04
    0.30511E+02    0.31538E-04
    0.31127E+02    0.29882E-04
    0.31756E+02    0.28313E-04
    0.32397E+02    0.26826E-04
    0.33052E+02    0.25416E-04
    0.33720E+02    0.24079E-04
    0.34401E+02    0.22813E-04
    0.35096E+02    0.21612E-04
    0.35805E+02    0.20474E-04
    0.36528E+02    0.19396E-04
    0.37266E+02    0.18374E-04
    0.38019E+02    0.17405E-04
    0.38787E+02    0.16487E-04
    0.39570E+02    0.15617E-04
    0.40370E+02    0.14793E-04
    0.41185E+02    0.14012E-04
    0.42017E+02    0.13271E-04
    0.42866E+02    0.12570E-04
    0.43732E+02    0.11905E-04
    0.44615E+02    0.11275E-04
    0.45517E+02    0.10679E-04
    0.46436E+02    0.10113E-04
    0.47374E+02    0.95776E-05
    0.48331E+02    0.90700E-05
    0.49308E+02    0.85892E-05
    0.50304E+02    0.81336E-05
    0.51320E+02    0.77021E-05
    0.52357E+02    0.72932E-05
    0.53414E+02    0.69059E-05
    0.54493E+02    0.65390E-05
    0.55594E+02    0.61915E-05
    0.56717E+02    0.58622E-05
    0.57863E+02    0.55504E-05
    0.59032E+02    0.52550E-05
    0.60224E+02    0.49752E-05
    0.61441E+02    0.47101E-05
    0.62682E+02    0.44591E-05
    0.63949E+02    0.42214E-05
    0.65240E+02    0.39962E-05
    0.66558E+02    0.37830E-05
    0.67903E+02    0.35810E-05
    0.69275E+02    0.33897E-05
    0.70674E+02    0.32086E-05
    0.72102E+02    0.30370E-05
    0.73558E+02    0.28746E-05
    0.75044E+02    0.27208E-05
    0.76560E+02    0.25751E-05
    0.78107E+02    0.24371E-05
    0.79685E+02    0.23065E-05
    0.81294E+02    0.21829E-05
    0.82937E+02    0.20658E-05
    0.84612E+02    0.19549E-05
    0.86321E+02    0.18499E-05
    0.88065E+02    0.17505E-05
    0.89844E+02    0.16564E-05
    0.91659E+02    0.15673E-05
    0.93511E+02    0.14830E-05
    0.95400E+02    0.14031E-05
    0.97327E+02    0.13275E-05
    0.99293E+02    0.12560E-05
    0.10130E+03    0.11882E-05
    0.10335E+03    0.11241E-05
    0.10543E+03    0.10634E-05
    0.10756E+03    0.10060E-05
    0.10974E+03    0.95157E-06
    0.11195E+03    0.90009E-06
    0.11421E+03    0.85137E-06
    0.11652E+03    0.80525E-06
    0.11888E+03    0.76161E-06
    0.12128E+03    0.72030E-06
    0.12373E+03    0.68120E-06
    0.12623E+03    0.64420E-06
    0.12878E+03    0.60919E-06
    0.13138E+03    0.57605E-06
    0.13403E+03    0.54470E-06
    0.13674E+03    0.51503E-06
    0.13950E+03    0.48695E-06
    0.14232E+03    0.46038E-06
    0.14520E+03    0.43524E-06
