1.073600000000000021e-05 1.843591265999998541e+01
1.095299999999999999e-05 1.879433867999995300e+01
1.117400000000000008e-05 1.915977302999999665e+01
1.139999999999999927e-05 1.953121451999993496e+01
1.163000000000000046e-05 1.991166671999985738e+01
1.186500000000000075e-05 2.029812605999984498e+01
1.210500000000000015e-05 2.069259491999991951e+01
1.234899999999999984e-05 2.109507329999996728e+01
1.259900000000000084e-05 2.150456000999997741e+01
1.285300000000000044e-05 2.192305742999997165e+01
1.311299999999999964e-05 2.234856318000004194e+01
1.337799999999999965e-05 2.278307963999986896e+01
1.364800000000000045e-05 2.322560562000001028e+01
1.392399999999999916e-05 2.367714231000002201e+01
1.420500000000000037e-05 2.413768970999990415e+01
1.449199999999999948e-05 2.460624662999987322e+01
1.478499999999999990e-05 2.508481544999995094e+01
1.508299999999999942e-05 2.557239497999989908e+01
1.538799999999999904e-05 2.606898521999994500e+01
1.569899999999999996e-05 2.657558735999987221e+01
1.601600000000000048e-05 2.709220140000002175e+01
1.633999999999999941e-05 2.761882733999993889e+01
1.667000000000000133e-05 2.815546517999985099e+01
1.700599999999999947e-05 2.870311610999999630e+01
1.735000000000000160e-05 2.926077894000002289e+01
1.769999999999999994e-05 2.982945485999982793e+01
1.805799999999999888e-05 3.040914386999997987e+01
1.842299999999999962e-05 3.099984596999991027e+01
1.879499999999999877e-05 3.160256234999997105e+01
1.917499999999999852e-05 3.221629182000003766e+01
1.956200000000000007e-05 3.284303675999990446e+01
1.995699999999999883e-05 3.348079479000000447e+01
2.036000000000000158e-05 3.413156828999990466e+01
2.077200000000000034e-05 3.479535725999994611e+01
2.119100000000000091e-05 3.547116050999989056e+01
2.161900000000000087e-05 3.615997922999986258e+01
2.205600000000000025e-05 3.686281460999998671e+01
2.250199999999999903e-05 3.757966664999992190e+01
2.295599999999999841e-05 3.830953415999988465e+01
2.341999999999999938e-05 3.905441951999978301e+01
2.389299999999999977e-05 3.981332153999983348e+01
2.437599999999999836e-05 4.058724140999993324e+01
2.486799999999999975e-05 4.137617912999985492e+01
2.537100000000000154e-05 4.218013469999982590e+01
2.588299999999999935e-05 4.300010930999997072e+01
2.640600000000000095e-05 4.383510176999971009e+01
2.693900000000000076e-05 4.468711445999974785e+01
2.748399999999999978e-05 4.555614738000008401e+01
2.803900000000000039e-05 4.644119934000013927e+01
2.860500000000000141e-05 4.734327153000003818e+01
2.918300000000000164e-05 4.826336513999990530e+01
2.977300000000000107e-05 4.920148016999996798e+01
3.037400000000000091e-05 5.015761661999999887e+01
3.098800000000000214e-05 5.113277568000012252e+01
3.161399999999999920e-05 5.212595615999998699e+01
3.225200000000000224e-05 5.313916043999984140e+01
3.290400000000000209e-05 5.417138733000001594e+01
3.356900000000000335e-05 5.522463920999985021e+01
3.424699999999999923e-05 5.629791488999990179e+01
3.493800000000000329e-05 5.739221556000006785e+01
3.564399999999999958e-05 5.850754121999989366e+01
3.636399999999999946e-05 5.964389186999983394e+01
3.709899999999999835e-05 6.080326989000013782e+01
3.784800000000000084e-05 6.198467408999999861e+01
3.861299999999999775e-05 6.318910565999999562e+01
3.939300000000000044e-05 6.441756578999979865e+01
4.018899999999999757e-05 6.566905328999996527e+01
4.100100000000000267e-05 6.694557053999983509e+01
4.182900000000000219e-05 6.824611634999996568e+01
4.267399999999999834e-05 6.957269309999992402e+01
4.353599999999999788e-05 7.092429959999981293e+01
4.441600000000000300e-05 7.230293822999988151e+01
4.531299999999999797e-05 7.370760780000000523e+01
4.622799999999999853e-05 7.514031068999997842e+01
4.716200000000000009e-05 7.660004570999990392e+01
4.811500000000000266e-05 7.808881523999980345e+01
4.908699999999999945e-05 7.960561809000000721e+01
5.007799999999999724e-05 8.115345782999975199e+01
5.109000000000000043e-05 8.273033207999969818e+01
5.212200000000000004e-05 8.433724202999974295e+01
5.317499999999999826e-05 8.597619005999968067e+01
5.424900000000000186e-05 8.764717616999951133e+01
5.534499999999999950e-05 8.935020036000014443e+01
5.646299999999999795e-05 9.108626382000011290e+01
5.760399999999999939e-05 9.285636773999976867e+01
5.876700000000000164e-05 9.466051212000002124e+01
5.995499999999999772e-05 9.649969814999985829e+01
6.116600000000000357e-05 9.837492702000008649e+01
6.240100000000000106e-05 1.002892022999994879e+02
6.366200000000000136e-05 1.022315108999996482e+02
6.494800000000000226e-05 1.042238789999996698e+02
6.626000000000000596e-05 1.062462827999993351e+02
6.759900000000000110e-05 1.083087341999994351e+02
6.896399999999999904e-05 1.104112331999995149e+02
7.035700000000000417e-05 1.125637916999999106e+02
7.177900000000000513e-05 1.147463858999999502e+02
7.322899999999999971e-05 1.169790395999998509e+02
7.470800000000000368e-05 1.192517408999997315e+02
7.621700000000000566e-05 1.215644897999995919e+02
7.775699999999999431e-05 1.239272981999997683e+02
7.932799999999999672e-05 1.263401660999998057e+02
8.092999999999999933e-05 1.287930815999998231e+02
8.256500000000000655e-05 1.312960565999997016e+02
8.423300000000000481e-05 1.338490910999994412e+02
8.593499999999999631e-05 1.364421731999996155e+02
8.767099999999999459e-05 1.390953266999999869e+02
8.944200000000000186e-05 1.417985396999993100e+02
9.124900000000000675e-05 1.445518121999994037e+02
9.309199999999999572e-05 1.473651560999992398e+02
9.497300000000000024e-05 1.502285594999993918e+02
9.689100000000000457e-05 1.531420223999994050e+02
9.884900000000000175e-05 1.561155566999996154e+02
1.008499999999999983e-04 1.591491624000000229e+02
1.028800000000000043e-04 1.622428394999997181e+02
1.049599999999999980e-04 1.653965879999996105e+02
1.070799999999999980e-04 1.686104078999987905e+02
1.092400000000000044e-04 1.718842991999990772e+02
1.114499999999999985e-04 1.752182619000004706e+02
1.136999999999999990e-04 1.786223079000001235e+02
1.160000000000000007e-04 1.820964371999989453e+02
1.183399999999999952e-04 1.856306378999997833e+02
1.207300000000000045e-04 1.892349218999997902e+02
1.231700000000000015e-04 1.929092891999989661e+02
1.256600000000000132e-04 1.966537398000000394e+02
1.281999999999999991e-04 2.004782855999992535e+02
1.307900000000000132e-04 2.043629028000004837e+02
1.334300000000000015e-04 2.083376270999997359e+02
1.361300000000000129e-04 2.123824346999999761e+02
1.388799999999999985e-04 2.165073374999992666e+02
1.416800000000000123e-04 2.207123354999994262e+02
1.445399999999999951e-04 2.249974286999995456e+02
1.474600000000000010e-04 2.293626170999996248e+02
1.504400000000000030e-04 2.338179125999995449e+02
1.534800000000000010e-04 2.383533032999994248e+02
1.565799999999999950e-04 2.429788010999991457e+02
1.597500000000000070e-04 2.477044178999985888e+02
1.629699999999999931e-04 2.525101298999989012e+02
1.662699999999999920e-04 2.574059489999999641e+02
1.696199999999999921e-04 2.624018870999998398e+02
1.730500000000000050e-04 2.674979441999994378e+02
1.765500000000000088e-04 2.726941202999987581e+02
1.801100000000000086e-04 2.779804034999997384e+02
1.837499999999999941e-04 2.833768175999994128e+02
1.874599999999999975e-04 2.888733506999997189e+02
1.912499999999999866e-04 2.944800146999987192e+02
1.951099999999999937e-04 3.001968095999982324e+02
1.990600000000000084e-04 3.060137234999983775e+02
2.030799999999999869e-04 3.119507801999989169e+02
2.071800000000000052e-04 3.180079796999998507e+02
2.113700000000000041e-04 3.241753100999994786e+02
2.156399999999999886e-04 3.304627832999976818e+02
2.199900000000000130e-04 3.368703992999980983e+02
2.244400000000000128e-04 3.433981581000007282e+02
2.289699999999999982e-04 3.500560715999999957e+02
2.335899999999999912e-04 3.568441397999995388e+02
2.383099999999999867e-04 3.637623626999975386e+02
2.431300000000000117e-04 3.708107402999976330e+02
2.480399999999999901e-04 3.779992844999997033e+02
2.530499999999999980e-04 3.853279952999982925e+02
2.581600000000000084e-04 3.927968726999988576e+02
2.633800000000000160e-04 4.004059166999977606e+02
2.687000000000000261e-04 4.081651392000003398e+02
2.741299999999999792e-04 4.160645282999976189e+02
2.796599999999999889e-04 4.241241078000002744e+02
2.853099999999999907e-04 4.323438776999992115e+02
2.910799999999999846e-04 4.407138260999981867e+02
2.969599999999999757e-04 4.492439648999989004e+02
3.029600000000000131e-04 4.579342940999995335e+02
3.090799999999999884e-04 4.668048374999998487e+02
3.153200000000000100e-04 4.758355713000000833e+02
3.216900000000000185e-04 4.850365073999982997e+02
3.281900000000000138e-04 4.944176576999980171e+02
3.348199999999999961e-04 5.039890340999991167e+02
3.415800000000000195e-04 5.137306128000000172e+02
3.484800000000000245e-04 5.236624175999986619e+02
3.555200000000000114e-04 5.337844484999986889e+02
3.626999999999999799e-04 5.440967054999982793e+02
3.700299999999999792e-04 5.546092004999991332e+02
3.775100000000000092e-04 5.653219334999976127e+02
3.851300000000000209e-04 5.762449163999990560e+02
3.929100000000000040e-04 5.873681372999999439e+02
4.008500000000000127e-04 5.987016080999983387e+02
4.089499999999999928e-04 6.102553406999977597e+02
4.172099999999999984e-04 6.220293350999963877e+02
4.256400000000000244e-04 6.340235912999960419e+02
4.342400000000000166e-04 6.462481211999984225e+02
4.430099999999999750e-04 6.587029247999998915e+02
4.519600000000000028e-04 6.713980139999985113e+02
4.610899999999999916e-04 6.843233768999962194e+02
4.703999999999999957e-04 6.975090492000017548e+02
4.799100000000000046e-04 7.109350070999971649e+02
4.895999999999999745e-04 7.246112625000023399e+02
4.994900000000000034e-04 7.385478272999971523e+02
5.095800000000000373e-04 7.527447014999997918e+02
5.198800000000000166e-04 7.672118969999974070e+02
5.303800000000000008e-04 7.819494137999972736e+02
5.410900000000000388e-04 7.969672637999974540e+02
5.520199999999999630e-04 8.122654469999979483e+02
5.631699999999999900e-04 8.278439633999987564e+02
5.745499999999999522e-04 8.437228367999960028e+02
5.861599999999999580e-04 8.598920552999952633e+02
5.980000000000000072e-04 8.763716426999963005e+02
6.100800000000000407e-04 8.931415751999993518e+02
6.223999999999999498e-04 9.102419003999966662e+02
