#           k/h    P           
    0.66260E-04    0.24702E-01
    0.67599E-04    0.25182E-01
    0.68964E-04    0.25671E-01
    0.70357E-04    0.26170E-01
    0.71779E-04    0.26679E-01
    0.73229E-04    0.27197E-01
    0.74708E-04    0.27726E-01
    0.76217E-04    0.28264E-01
    0.77757E-04    0.28814E-01
    0.79328E-04    0.29374E-01
    0.80930E-04    0.29945E-01
    0.82565E-04    0.30526E-01
    0.84233E-04    0.31120E-01
    0.85935E-04    0.31724E-01
    0.87671E-04    0.32341E-01
    0.89442E-04    0.32969E-01
    0.91249E-04    0.33610E-01
    0.93092E-04    0.34263E-01
    0.94973E-04    0.34929E-01
    0.96891E-04    0.35608E-01
    0.98849E-04    0.36300E-01
    0.10085E-03    0.37005E-01
    0.10288E-03    0.37724E-01
    0.10496E-03    0.38457E-01
    0.10708E-03    0.39205E-01
    0.10924E-03    0.39967E-01
    0.11145E-03    0.40743E-01
    0.11370E-03    0.41535E-01
    0.11600E-03    0.42342E-01
    0.11834E-03    0.43165E-01
    0.12073E-03    0.44004E-01
    0.12317E-03    0.44859E-01
    0.12566E-03    0.45731E-01
    0.12820E-03    0.46619E-01
    0.13079E-03    0.47525E-01
    0.13343E-03    0.48449E-01
    0.13613E-03    0.49390E-01
    0.13888E-03    0.50350E-01
    0.14168E-03    0.51328E-01
    0.14454E-03    0.52325E-01
    0.14746E-03    0.53342E-01
    0.15044E-03    0.54379E-01
    0.15348E-03    0.55435E-01
    0.15658E-03    0.56512E-01
    0.15975E-03    0.57610E-01
    0.16297E-03    0.58730E-01
    0.16627E-03    0.59871E-01
    0.16962E-03    0.61034E-01
    0.17305E-03    0.62220E-01
    0.17655E-03    0.63429E-01
    0.18011E-03    0.64661E-01
    0.18375E-03    0.65918E-01
    0.18746E-03    0.67198E-01
    0.19125E-03    0.68504E-01
    0.19511E-03    0.69835E-01
    0.19906E-03    0.71192E-01
    0.20308E-03    0.72575E-01
    0.20718E-03    0.73985E-01
    0.21137E-03    0.75422E-01
    0.21564E-03    0.76887E-01
    0.21999E-03    0.78381E-01
    0.22444E-03    0.79903E-01
    0.22897E-03    0.81456E-01
    0.23359E-03    0.83038E-01
    0.23831E-03    0.84651E-01
    0.24313E-03    0.86295E-01
    0.24804E-03    0.87972E-01
    0.25305E-03    0.89680E-01
    0.25816E-03    0.91422E-01
    0.26338E-03    0.93198E-01
    0.26870E-03    0.95008E-01
    0.27413E-03    0.96853E-01
    0.27966E-03    0.98734E-01
    0.28531E-03    0.10065E+00
    0.29108E-03    0.10261E+00
    0.29696E-03    0.10460E+00
    0.30296E-03    0.10663E+00
    0.30908E-03    0.10870E+00
    0.31532E-03    0.11081E+00
    0.32169E-03    0.11296E+00
    0.32819E-03    0.11516E+00
    0.33482E-03    0.11739E+00
    0.34158E-03    0.11967E+00
    0.34848E-03    0.12200E+00
    0.35552E-03    0.12436E+00
    0.36270E-03    0.12678E+00
    0.37003E-03    0.12924E+00
    0.37751E-03    0.13175E+00
    0.38513E-03    0.13431E+00
    0.39291E-03    0.13691E+00
    0.40085E-03    0.13957E+00
    0.40895E-03    0.14228E+00
    0.41721E-03    0.14504E+00
    0.42564E-03    0.14785E+00
    0.43424E-03    0.15072E+00
    0.44301E-03    0.15365E+00
    0.45196E-03    0.15663E+00
    0.46109E-03    0.15967E+00
    0.47040E-03    0.16276E+00
    0.47991E-03    0.16592E+00
    0.48960E-03    0.16914E+00
    0.49949E-03    0.17242E+00
    0.50958E-03    0.17576E+00
    0.51988E-03    0.17917E+00
    0.53038E-03    0.18265E+00
    0.54109E-03    0.18619E+00
    0.55202E-03    0.18980E+00
    0.56317E-03    0.19348E+00
    0.57455E-03    0.19723E+00
    0.58616E-03    0.20105E+00
    0.59800E-03    0.20494E+00
    0.61008E-03    0.20891E+00
    0.62240E-03    0.21296E+00
    0.63498E-03    0.21709E+00
    0.64780E-03    0.22129E+00
    0.66089E-03    0.22558E+00
    0.67424E-03    0.22994E+00
    0.68786E-03    0.23439E+00
    0.70176E-03    0.23893E+00
    0.71593E-03    0.24355E+00
    0.73040E-03    0.24827E+00
    0.74515E-03    0.25307E+00
    0.76021E-03    0.25796E+00
    0.77556E-03    0.26295E+00
    0.79123E-03    0.26804E+00
    0.80721E-03    0.27322E+00
    0.82352E-03    0.27850E+00
    0.84016E-03    0.28388E+00
    0.85713E-03    0.28936E+00
    0.87444E-03    0.29495E+00
    0.89211E-03    0.30064E+00
    0.91013E-03    0.30645E+00
    0.92852E-03    0.31236E+00
    0.94727E-03    0.31839E+00
    0.96641E-03    0.32453E+00
    0.98593E-03    0.33078E+00
    0.10059E-02    0.33716E+00
    0.10262E-02    0.34365E+00
    0.10469E-02    0.35027E+00
    0.10680E-02    0.35701E+00
    0.10896E-02    0.36389E+00
    0.11116E-02    0.37088E+00
    0.11341E-02    0.37802E+00
    0.11570E-02    0.38528E+00
    0.11804E-02    0.39268E+00
    0.12042E-02    0.40022E+00
    0.12285E-02    0.40791E+00
    0.12534E-02    0.41573E+00
    0.12787E-02    0.42370E+00
    0.13045E-02    0.43182E+00
    0.13309E-02    0.44009E+00
    0.13578E-02    0.44851E+00
    0.13852E-02    0.45709E+00
    0.14132E-02    0.46583E+00
    0.14417E-02    0.47473E+00
    0.14708E-02    0.48379E+00
    0.15006E-02    0.49302E+00
    0.15309E-02    0.50242E+00
    0.15618E-02    0.51199E+00
    0.15933E-02    0.52173E+00
    0.16255E-02    0.53165E+00
    0.16584E-02    0.54175E+00
    0.16919E-02    0.55203E+00
    0.17260E-02    0.56250E+00
    0.17609E-02    0.57316E+00
    0.17965E-02    0.58400E+00
    0.18328E-02    0.59504E+00
    0.18698E-02    0.60628E+00
    0.19076E-02    0.61771E+00
    0.19461E-02    0.62934E+00
    0.19854E-02    0.64118E+00
    0.20255E-02    0.65323E+00
    0.20665E-02    0.66548E+00
    0.21082E-02    0.67795E+00
    0.21508E-02    0.69063E+00
    0.21942E-02    0.70353E+00
    0.22386E-02    0.71665E+00
    0.22838E-02    0.72999E+00
    0.23299E-02    0.74356E+00
    0.23770E-02    0.75735E+00
    0.24250E-02    0.77138E+00
    0.24740E-02    0.78563E+00
    0.25240E-02    0.80012E+00
    0.25750E-02    0.81484E+00
    0.26270E-02    0.82980E+00
    0.26800E-02    0.84501E+00
    0.27342E-02    0.86045E+00
    0.27894E-02    0.87613E+00
    0.28458E-02    0.89207E+00
    0.29033E-02    0.90824E+00
    0.29619E-02    0.92467E+00
    0.30217E-02    0.94134E+00
    0.30828E-02    0.95826E+00
    0.31451E-02    0.97544E+00
    0.32086E-02    0.99286E+00
    0.32734E-02    0.10105E+01
    0.33395E-02    0.10285E+01
    0.34070E-02    0.10466E+01
    0.34758E-02    0.10651E+01
    0.35460E-02    0.10837E+01
    0.36177E-02    0.11027E+01
    0.36908E-02    0.11218E+01
    0.37653E-02    0.11413E+01
    0.38414E-02    0.11609E+01
    0.39190E-02    0.11808E+01
    0.39982E-02    0.12010E+01
    0.40789E-02    0.12214E+01
    0.41613E-02    0.12420E+01
    0.42454E-02    0.12629E+01
    0.43312E-02    0.12839E+01
    0.44186E-02    0.13052E+01
    0.45079E-02    0.13267E+01
    0.45990E-02    0.13485E+01
    0.46919E-02    0.13704E+01
    0.47867E-02    0.13926E+01
    0.48834E-02    0.14149E+01
    0.49820E-02    0.14374E+01
    0.50827E-02    0.14601E+01
    0.51853E-02    0.14830E+01
    0.52901E-02    0.15060E+01
    0.53969E-02    0.15292E+01
    0.55060E-02    0.15525E+01
    0.56172E-02    0.15759E+01
    0.57307E-02    0.15995E+01
    0.58464E-02    0.16232E+01
    0.59645E-02    0.16469E+01
    0.60850E-02    0.16708E+01
    0.62080E-02    0.16947E+01
    0.63334E-02    0.17187E+01
    0.64613E-02    0.17427E+01
    0.65918E-02    0.17668E+01
    0.67250E-02    0.17908E+01
    0.68609E-02    0.18148E+01
    0.69995E-02    0.18389E+01
    0.71409E-02    0.18628E+01
    0.72851E-02    0.18868E+01
    0.74323E-02    0.19106E+01
    0.75824E-02    0.19344E+01
    0.77356E-02    0.19580E+01
    0.78919E-02    0.19815E+01
    0.80513E-02    0.20048E+01
    0.82139E-02    0.20280E+01
    0.83799E-02    0.20509E+01
    0.85492E-02    0.20737E+01
    0.87219E-02    0.20962E+01
    0.88981E-02    0.21184E+01
    0.90778E-02    0.21404E+01
    0.92612E-02    0.21620E+01
    0.94483E-02    0.21834E+01
    0.96392E-02    0.22043E+01
    0.98339E-02    0.22249E+01
    0.10033E-01    0.22451E+01
    0.10235E-01    0.22649E+01
    0.10442E-01    0.22843E+01
    0.10653E-01    0.23031E+01
    0.10868E-01    0.23215E+01
    0.11088E-01    0.23394E+01
    0.11312E-01    0.23567E+01
    0.11540E-01    0.23735E+01
    0.11773E-01    0.23897E+01
    0.12011E-01    0.24052E+01
    0.12254E-01    0.24202E+01
    0.12501E-01    0.24344E+01
    0.12754E-01    0.24480E+01
    0.13011E-01    0.24609E+01
    0.13274E-01    0.24730E+01
    0.13543E-01    0.24844E+01
    0.13816E-01    0.24949E+01
    0.14095E-01    0.25047E+01
    0.14380E-01    0.25136E+01
    0.14670E-01    0.25216E+01
    0.14967E-01    0.25287E+01
    0.15269E-01    0.25348E+01
    0.15578E-01    0.25401E+01
    0.15892E-01    0.25443E+01
    0.16213E-01    0.25475E+01
    0.16541E-01    0.25497E+01
    0.16875E-01    0.25508E+01
    0.17216E-01    0.25508E+01
    0.17564E-01    0.25497E+01
    0.17918E-01    0.25475E+01
    0.18280E-01    0.25441E+01
    0.18650E-01    0.25395E+01
    0.19027E-01    0.25337E+01
    0.19411E-01    0.25268E+01
    0.19803E-01    0.25186E+01
    0.20203E-01    0.25092E+01
    0.20611E-01    0.24985E+01
    0.21028E-01    0.24866E+01
    0.21452E-01    0.24735E+01
    0.21886E-01    0.24592E+01
    0.22328E-01    0.24436E+01
    0.22779E-01    0.24268E+01
    0.23239E-01    0.24087E+01
    0.23708E-01    0.23895E+01
    0.24187E-01    0.23691E+01
    0.24676E-01    0.23475E+01
    0.25175E-01    0.23249E+01
    0.25683E-01    0.23011E+01
    0.26202E-01    0.22762E+01
    0.26731E-01    0.22504E+01
    0.27271E-01    0.22235E+01
    0.27822E-01    0.21957E+01
    0.28384E-01    0.21671E+01
    0.28958E-01    0.21376E+01
    0.29543E-01    0.21074E+01
    0.30139E-01    0.20765E+01
    0.30748E-01    0.20451E+01
    0.31369E-01    0.20130E+01
    0.32003E-01    0.19806E+01
    0.32650E-01    0.19477E+01
    0.33309E-01    0.19146E+01
    0.33982E-01    0.18813E+01
    0.34669E-01    0.18479E+01
    0.35369E-01    0.18145E+01
    0.36083E-01    0.17812E+01
    0.36812E-01    0.17481E+01
    0.37556E-01    0.17152E+01
    0.38315E-01    0.16822E+01
    0.39089E-01    0.16497E+01
    0.39878E-01    0.16177E+01
    0.40684E-01    0.15864E+01
    0.41506E-01    0.15558E+01
    0.42344E-01    0.15259E+01
    0.43200E-01    0.14970E+01
    0.44072E-01    0.14690E+01
    0.44963E-01    0.14421E+01
    0.45871E-01    0.14161E+01
    0.46798E-01    0.13912E+01
    0.47743E-01    0.13673E+01
    0.48708E-01    0.13445E+01
    0.49691E-01    0.13226E+01
    0.50695E-01    0.13017E+01
    0.51719E-01    0.12817E+01
    0.52764E-01    0.12624E+01
    0.53830E-01    0.12440E+01
    0.54918E-01    0.12262E+01
    0.56027E-01    0.12089E+01
    0.57159E-01    0.11923E+01
    0.58313E-01    0.11762E+01
    0.59491E-01    0.11604E+01
    0.60693E-01    0.11467E+01
    0.61919E-01    0.11313E+01
    0.63170E-01    0.11158E+01
    0.64446E-01    0.11001E+01
    0.65748E-01    0.10838E+01
    0.67077E-01    0.10670E+01
    0.68432E-01    0.10494E+01
    0.69814E-01    0.10309E+01
    0.71224E-01    0.10115E+01
    0.72663E-01    0.99094E+00
    0.74131E-01    0.96930E+00
    0.75629E-01    0.94654E+00
    0.77156E-01    0.92272E+00
    0.78715E-01    0.89790E+00
    0.80305E-01    0.87221E+00
    0.81927E-01    0.84581E+00
    0.83582E-01    0.81889E+00
    0.85271E-01    0.79166E+00
    0.86993E-01    0.76435E+00
    0.88751E-01    0.73720E+00
    0.90544E-01    0.71047E+00
    0.92373E-01    0.68438E+00
    0.94239E-01    0.65921E+00
    0.96143E-01    0.63517E+00
    0.98085E-01    0.61249E+00
    0.10007E+00    0.59134E+00
    0.10209E+00    0.57186E+00
    0.10415E+00    0.55414E+00
    0.10625E+00    0.53818E+00
    0.10840E+00    0.52393E+00
    0.11059E+00    0.51125E+00
    0.11282E+00    0.49998E+00
    0.11510E+00    0.48988E+00
    0.11743E+00    0.48069E+00
    0.11980E+00    0.47212E+00
    0.12222E+00    0.46384E+00
    0.12469E+00    0.45551E+00
    0.12721E+00    0.44678E+00
    0.12978E+00    0.43732E+00
    0.13240E+00    0.42686E+00
    0.13508E+00    0.41523E+00
    0.13780E+00    0.40240E+00
    0.14059E+00    0.38851E+00
    0.14343E+00    0.37380E+00
    0.14633E+00    0.35859E+00
    0.14928E+00    0.34326E+00
    0.15230E+00    0.32815E+00
    0.15537E+00    0.31358E+00
    0.15851E+00    0.29987E+00
    0.16171E+00    0.28730E+00
    0.16498E+00    0.27608E+00
    0.16831E+00    0.26633E+00
    0.17171E+00    0.25803E+00
    0.17518E+00    0.25100E+00
    0.17872E+00    0.24493E+00
    0.18233E+00    0.23944E+00
    0.18602E+00    0.23415E+00
    0.18977E+00    0.22871E+00
    0.19361E+00    0.22284E+00
    0.19752E+00    0.21632E+00
    0.20151E+00    0.20905E+00
    0.20558E+00    0.20110E+00
    0.20973E+00    0.19265E+00
    0.21397E+00    0.18402E+00
    0.21829E+00    0.17556E+00
    0.22270E+00    0.16760E+00
    0.22720E+00    0.16040E+00
    0.23179E+00    0.15409E+00
    0.23647E+00    0.14869E+00
    0.24125E+00    0.14407E+00
    0.24612E+00    0.13998E+00
    0.25110E+00    0.13610E+00
    0.25617E+00    0.13216E+00
    0.26134E+00    0.12793E+00
    0.26662E+00    0.12335E+00
    0.27201E+00    0.11843E+00
    0.27750E+00    0.11332E+00
    0.28311E+00    0.10826E+00
    0.28883E+00    0.10348E+00
    0.29466E+00    0.99158E-01
    0.30062E+00    0.95340E-01
    0.30669E+00    0.91961E-01
    0.31288E+00    0.88886E-01
    0.31920E+00    0.85945E-01
    0.32565E+00    0.82967E-01
    0.33223E+00    0.79846E-01
    0.33894E+00    0.76599E-01
    0.34579E+00    0.73328E-01
    0.35278E+00    0.70162E-01
    0.35990E+00    0.67212E-01
    0.36717E+00    0.64533E-01
    0.37459E+00    0.62091E-01
    0.38216E+00    0.59802E-01
    0.38988E+00    0.57568E-01
    0.39775E+00    0.55322E-01
    0.40579E+00    0.53055E-01
    0.41399E+00    0.50815E-01
    0.42235E+00    0.48665E-01
    0.43088E+00    0.46651E-01
    0.43959E+00    0.44781E-01
    0.44847E+00    0.43017E-01
    0.45753E+00    0.41308E-01
    0.46677E+00    0.39627E-01
    0.47620E+00    0.37972E-01
    0.48582E+00    0.36367E-01
    0.49563E+00    0.34842E-01
    0.50564E+00    0.33399E-01
    0.51586E+00    0.32030E-01
    0.52628E+00    0.30710E-01
    0.53691E+00    0.29426E-01
    0.54776E+00    0.28180E-01
    0.55882E+00    0.26984E-01
    0.57011E+00    0.25844E-01
    0.58163E+00    0.24757E-01
    0.59338E+00    0.23713E-01
    0.60537E+00    0.22705E-01
    0.61760E+00    0.21733E-01
    0.63007E+00    0.20802E-01
    0.64280E+00    0.19911E-01
    0.65579E+00    0.19058E-01
    0.66903E+00    0.18239E-01
    0.68255E+00    0.17451E-01
    0.69634E+00    0.16695E-01
    0.71040E+00    0.15972E-01
    0.72475E+00    0.15279E-01
    0.73940E+00    0.14614E-01
    0.75433E+00    0.13976E-01
    0.76957E+00    0.13365E-01
    0.78512E+00    0.12779E-01
    0.80098E+00    0.12218E-01
    0.81716E+00    0.11680E-01
    0.83367E+00    0.11165E-01
    0.85051E+00    0.10672E-01
    0.86769E+00    0.10199E-01
    0.88522E+00    0.97466E-02
    0.90310E+00    0.93133E-02
    0.92134E+00    0.88985E-02
    0.93996E+00    0.85013E-02
    0.95894E+00    0.81211E-02
    0.97832E+00    0.77572E-02
    0.99808E+00    0.74091E-02
    0.10182E+01    0.70759E-02
    0.10388E+01    0.67571E-02
    0.10598E+01    0.64521E-02
    0.10812E+01    0.61603E-02
    0.11030E+01    0.58812E-02
    0.11253E+01    0.56143E-02
    0.11481E+01    0.53590E-02
    0.11713E+01    0.51150E-02
    0.11949E+01    0.48817E-02
    0.12191E+01    0.46587E-02
    0.12437E+01    0.44455E-02
    0.12688E+01    0.42417E-02
    0.12944E+01    0.40470E-02
    0.13206E+01    0.38608E-02
    0.13473E+01    0.36830E-02
    0.13745E+01    0.35131E-02
    0.14023E+01    0.33507E-02
    0.14306E+01    0.31956E-02
    0.14595E+01    0.30475E-02
    0.14890E+01    0.29061E-02
    0.15190E+01    0.27710E-02
    0.15497E+01    0.26419E-02
    0.15810E+01    0.25188E-02
    0.16130E+01    0.24012E-02
    0.16456E+01    0.22889E-02
    0.16788E+01    0.21817E-02
    0.17127E+01    0.20794E-02
    0.17473E+01    0.19818E-02
    0.17826E+01    0.18886E-02
    0.18186E+01    0.17996E-02
    0.18554E+01    0.17148E-02
    0.18928E+01    0.16338E-02
    0.19311E+01    0.15566E-02
    0.19701E+01    0.14829E-02
    0.20099E+01    0.14126E-02
    0.20505E+01    0.13456E-02
    0.20919E+01    0.12817E-02
    0.21342E+01    0.12207E-02
    0.21773E+01    0.11625E-02
    0.22213E+01    0.11071E-02
    0.22661E+01    0.10542E-02
    0.23119E+01    0.10038E-02
    0.23586E+01    0.95577E-03
    0.24063E+01    0.90997E-03
    0.24549E+01    0.86631E-03
    0.25045E+01    0.82470E-03
    0.25551E+01    0.78504E-03
    0.26067E+01    0.74725E-03
    0.26593E+01    0.71123E-03
    0.27131E+01    0.67691E-03
    0.27679E+01    0.64422E-03
    0.28238E+01    0.61307E-03
    0.28808E+01    0.58339E-03
    0.29390E+01    0.55511E-03
    0.29984E+01    0.52818E-03
    0.30590E+01    0.50253E-03
    0.31208E+01    0.47810E-03
    0.31838E+01    0.45484E-03
    0.32481E+01    0.43268E-03
    0.33137E+01    0.41158E-03
    0.33807E+01    0.39149E-03
    0.34490E+01    0.37237E-03
    0.35187E+01    0.35415E-03
    0.35897E+01    0.33682E-03
    0.36623E+01    0.32031E-03
    0.37362E+01    0.30460E-03
    0.38117E+01    0.28965E-03
    0.38887E+01    0.27541E-03
    0.39673E+01    0.26187E-03
    0.40474E+01    0.24897E-03
    0.41292E+01    0.23670E-03
    0.42126E+01    0.22503E-03
    0.42977E+01    0.21392E-03
    0.43845E+01    0.20335E-03
    0.44731E+01    0.19329E-03
    0.45634E+01    0.18373E-03
    0.46556E+01    0.17462E-03
    0.47497E+01    0.16597E-03
    0.48456E+01    0.15773E-03
    0.49435E+01    0.14990E-03
    0.50434E+01    0.14244E-03
    0.51453E+01    0.13536E-03
    0.52492E+01    0.12862E-03
    0.53553E+01    0.12221E-03
    0.54634E+01    0.11611E-03
    0.55738E+01    0.11032E-03
    0.56864E+01    0.10481E-03
    0.58013E+01    0.99569E-04
    0.59185E+01    0.94587E-04
    0.60380E+01    0.89852E-04
    0.61600E+01    0.85349E-04
    0.62844E+01    0.81070E-04
    0.64114E+01    0.77001E-04
    0.65409E+01    0.73134E-04
    0.66731E+01    0.69459E-04
    0.68079E+01    0.65965E-04
    0.69454E+01    0.62645E-04
    0.70857E+01    0.59490E-04
    0.72288E+01    0.56492E-04
    0.73749E+01    0.53642E-04
    0.75238E+01    0.50934E-04
    0.76758E+01    0.48362E-04
    0.78309E+01    0.45917E-04
    0.79891E+01    0.43595E-04
    0.81505E+01    0.41388E-04
    0.83151E+01    0.39292E-04
    0.84831E+01    0.37301E-04
    0.86545E+01    0.35409E-04
    0.88293E+01    0.33612E-04
    0.90077E+01    0.31905E-04
    0.91896E+01    0.30284E-04
    0.93753E+01    0.28744E-04
    0.95647E+01    0.27281E-04
    0.97579E+01    0.25892E-04
    0.99550E+01    0.24573E-04
    0.10156E+02    0.23320E-04
    0.10361E+02    0.22131E-04
    0.10571E+02    0.21001E-04
    0.10784E+02    0.19928E-04
    0.11002E+02    0.18910E-04
    0.11224E+02    0.17943E-04
    0.11451E+02    0.17025E-04
    0.11682E+02    0.16153E-04
    0.11918E+02    0.15326E-04
    0.12159E+02    0.14540E-04
    0.12405E+02    0.13795E-04
    0.12655E+02    0.13087E-04
    0.12911E+02    0.12415E-04
    0.13172E+02    0.11777E-04
    0.13438E+02    0.11172E-04
    0.13709E+02    0.10597E-04
    0.13986E+02    0.10052E-04
    0.14269E+02    0.95342E-05
    0.14557E+02    0.90431E-05
    0.14851E+02    0.85770E-05
    0.15151E+02    0.81346E-05
    0.15457E+02    0.77149E-05
    0.15769E+02    0.73166E-05
    0.16088E+02    0.69387E-05
    0.16413E+02    0.65801E-05
    0.16745E+02    0.62398E-05
    0.17083E+02    0.59170E-05
    0.17428E+02    0.56107E-05
    0.17780E+02    0.53202E-05
    0.18139E+02    0.50445E-05
    0.18506E+02    0.47830E-05
    0.18880E+02    0.45349E-05
    0.19261E+02    0.42996E-05
    0.19650E+02    0.40764E-05
    0.20047E+02    0.38646E-05
    0.20452E+02    0.36638E-05
    0.20865E+02    0.34733E-05
    0.21287E+02    0.32926E-05
    0.21717E+02    0.31213E-05
    0.22155E+02    0.29588E-05
    0.22603E+02    0.28046E-05
    0.23059E+02    0.26585E-05
    0.23525E+02    0.25199E-05
    0.24001E+02    0.23884E-05
    0.24485E+02    0.22638E-05
    0.24980E+02    0.21456E-05
    0.25485E+02    0.20335E-05
    0.26000E+02    0.19272E-05
    0.26525E+02    0.18265E-05
    0.27061E+02    0.17309E-05
    0.27607E+02    0.16404E-05
    0.28165E+02    0.15545E-05
    0.28734E+02    0.14731E-05
    0.29314E+02    0.13959E-05
    0.29907E+02    0.13227E-05
    0.30511E+02    0.12533E-05
    0.31127E+02    0.11876E-05
    0.31756E+02    0.11253E-05
    0.32397E+02    0.10662E-05
    0.33052E+02    0.10102E-05
    0.33720E+02    0.95707E-06
    0.34401E+02    0.90676E-06
    0.35096E+02    0.85906E-06
    0.35805E+02    0.81386E-06
    0.36528E+02    0.77102E-06
    0.37266E+02    0.73042E-06
    0.38019E+02    0.69194E-06
    0.38787E+02    0.65547E-06
    0.39570E+02    0.62091E-06
    0.40370E+02    0.58816E-06
    0.41185E+02    0.55713E-06
    0.42017E+02    0.52772E-06
    0.42866E+02    0.49985E-06
    0.43732E+02    0.47344E-06
    0.44615E+02    0.44842E-06
    0.45517E+02    0.42471E-06
    0.46436E+02    0.40225E-06
    0.47374E+02    0.38097E-06
    0.48331E+02    0.36080E-06
    0.49308E+02    0.34170E-06
    0.50304E+02    0.32359E-06
    0.51320E+02    0.30645E-06
    0.52357E+02    0.29020E-06
    0.53414E+02    0.27481E-06
    0.54493E+02    0.26023E-06
    0.55594E+02    0.24642E-06
    0.56717E+02    0.23334E-06
    0.57863E+02    0.22094E-06
    0.59032E+02    0.20920E-06
    0.60224E+02    0.19808E-06
    0.61441E+02    0.18755E-06
    0.62682E+02    0.17758E-06
    0.63949E+02    0.16813E-06
    0.65240E+02    0.15918E-06
    0.66558E+02    0.15070E-06
    0.67903E+02    0.14267E-06
    0.69275E+02    0.13507E-06
    0.70674E+02    0.12787E-06
    0.72102E+02    0.12105E-06
    0.73558E+02    0.11459E-06
    0.75044E+02    0.10847E-06
    0.76560E+02    0.10268E-06
    0.78107E+02    0.97198E-07
    0.79685E+02    0.92004E-07
    0.81294E+02    0.87086E-07
    0.82937E+02    0.82430E-07
    0.84612E+02    0.78020E-07
    0.86321E+02    0.73845E-07
    0.88065E+02    0.69892E-07
    0.89844E+02    0.66149E-07
    0.91659E+02    0.62605E-07
    0.93511E+02    0.59250E-07
    0.95400E+02    0.56073E-07
    0.97327E+02    0.53065E-07
    0.99293E+02    0.50218E-07
    0.10130E+03    0.47522E-07
    0.10335E+03    0.44970E-07
    0.10543E+03    0.42554E-07
    0.10756E+03    0.40267E-07
    0.10974E+03    0.38102E-07
    0.11195E+03    0.36053E-07
    0.11421E+03    0.34113E-07
    0.11652E+03    0.32276E-07
    0.11888E+03    0.30538E-07
    0.12128E+03    0.28893E-07
    0.12373E+03    0.27335E-07
    0.12623E+03    0.25861E-07
    0.12878E+03    0.24466E-07
    0.13138E+03    0.23146E-07
    0.13403E+03    0.21896E-07
    0.13674E+03    0.20713E-07
    0.13950E+03    0.19594E-07
    0.14232E+03    0.18534E-07
    0.14520E+03    0.17531E-07
