  0.107359E-04  0.120090E+08  0.120090E+08  0.160070E+08  0.160070E+08  0.000000E+00  0.120090E+08
  0.109527E-04  0.120090E+08  0.120090E+08  0.160068E+08  0.160068E+08  0.000000E+00  0.120090E+08
  0.111740E-04  0.120090E+08  0.120090E+08  0.160066E+08  0.160066E+08  0.000000E+00  0.120090E+08
  0.113997E-04  0.120090E+08  0.120090E+08  0.160064E+08  0.160064E+08  0.000000E+00  0.120090E+08
  0.116300E-04  0.120090E+08  0.120090E+08  0.160062E+08  0.160062E+08  0.000000E+00  0.120090E+08
  0.118650E-04  0.120090E+08  0.120090E+08  0.160059E+08  0.160059E+08  0.000000E+00  0.120090E+08
  0.121046E-04  0.120090E+08  0.120090E+08  0.160057E+08  0.160057E+08  0.000000E+00  0.120090E+08
  0.123492E-04  0.120090E+08  0.120090E+08  0.160054E+08  0.160054E+08  0.000000E+00  0.120090E+08
  0.125986E-04  0.120090E+08  0.120090E+08  0.160052E+08  0.160051E+08  0.000000E+00  0.120090E+08
  0.128531E-04  0.120090E+08  0.120090E+08  0.160049E+08  0.160049E+08  0.000000E+00  0.120090E+08
  0.131128E-04  0.120090E+08  0.120090E+08  0.160046E+08  0.160046E+08  0.000000E+00  0.120090E+08
  0.133777E-04  0.120090E+08  0.120090E+08  0.160043E+08  0.160043E+08  0.000000E+00  0.120090E+08
  0.136479E-04  0.120090E+08  0.120090E+08  0.160040E+08  0.160039E+08  0.000000E+00  0.120090E+08
  0.139236E-04  0.120090E+08  0.120090E+08  0.160036E+08  0.160036E+08  0.000000E+00  0.120090E+08
  0.142049E-04  0.120090E+08  0.120090E+08  0.160033E+08  0.160033E+08  0.000000E+00  0.120090E+08
  0.144919E-04  0.120090E+08  0.120090E+08  0.160029E+08  0.160029E+08  0.000000E+00  0.120090E+08
  0.147846E-04  0.120090E+08  0.120090E+08  0.160026E+08  0.160025E+08  0.000000E+00  0.120090E+08
  0.150833E-04  0.120090E+08  0.120090E+08  0.160022E+08  0.160021E+08  0.000000E+00  0.120090E+08
  0.153880E-04  0.120090E+08  0.120090E+08  0.160018E+08  0.160017E+08  0.000000E+00  0.120090E+08
  0.156989E-04  0.120090E+08  0.120090E+08  0.160013E+08  0.160013E+08  0.000000E+00  0.120090E+08
  0.160160E-04  0.120090E+08  0.120090E+08  0.160009E+08  0.160009E+08  0.000000E+00  0.120090E+08
  0.163396E-04  0.120090E+08  0.120090E+08  0.160005E+08  0.160004E+08  0.000000E+00  0.120090E+08
  0.166696E-04  0.120090E+08  0.120090E+08  0.160000E+08  0.160000E+08  0.000000E+00  0.120090E+08
  0.170064E-04  0.120090E+08  0.120090E+08  0.159995E+08  0.159995E+08  0.000000E+00  0.120090E+08
  0.173499E-04  0.120090E+08  0.120090E+08  0.159990E+08  0.159989E+08  0.000000E+00  0.120090E+08
  0.177004E-04  0.120090E+08  0.120090E+08  0.159984E+08  0.159984E+08  0.000000E+00  0.120090E+08
  0.180580E-04  0.120090E+08  0.120090E+08  0.159979E+08  0.159979E+08  0.000000E+00  0.120090E+08
  0.184228E-04  0.120090E+08  0.120090E+08  0.159973E+08  0.159973E+08  0.000000E+00  0.120090E+08
  0.187950E-04  0.120090E+08  0.120090E+08  0.159967E+08  0.159967E+08  0.000000E+00  0.120090E+08
  0.191746E-04  0.120090E+08  0.120090E+08  0.159961E+08  0.159960E+08  0.000000E+00  0.120090E+08
  0.195620E-04  0.120090E+08  0.120090E+08  0.159954E+08  0.159954E+08  0.000000E+00  0.120090E+08
  0.199572E-04  0.120090E+08  0.120090E+08  0.159948E+08  0.159947E+08  0.000000E+00  0.120090E+08
  0.203603E-04  0.120090E+08  0.120090E+08  0.159941E+08  0.159940E+08  0.000000E+00  0.120090E+08
  0.207716E-04  0.120090E+08  0.120090E+08  0.159933E+08  0.159933E+08  0.000000E+00  0.120090E+08
  0.211913E-04  0.120090E+08  0.120090E+08  0.159926E+08  0.159925E+08  0.000000E+00  0.120090E+08
  0.216194E-04  0.120090E+08  0.120090E+08  0.159918E+08  0.159917E+08  0.000000E+00  0.120090E+08
  0.220561E-04  0.120090E+08  0.120090E+08  0.159909E+08  0.159909E+08  0.000000E+00  0.120090E+08
  0.225017E-04  0.120090E+08  0.120090E+08  0.159901E+08  0.159900E+08  0.000000E+00  0.120090E+08
  0.229562E-04  0.120090E+08  0.120090E+08  0.159892E+08  0.159891E+08  0.000000E+00  0.120090E+08
  0.234200E-04  0.120090E+08  0.120090E+08  0.159882E+08  0.159882E+08  0.000000E+00  0.120090E+08
  0.238931E-04  0.120090E+08  0.120090E+08  0.159873E+08  0.159872E+08  0.000000E+00  0.120090E+08
  0.243758E-04  0.120090E+08  0.120090E+08  0.159863E+08  0.159862E+08  0.000000E+00  0.120090E+08
  0.248682E-04  0.120090E+08  0.120090E+08  0.159852E+08  0.159851E+08  0.000000E+00  0.120090E+08
  0.253705E-04  0.120090E+08  0.120090E+08  0.159841E+08  0.159840E+08  0.000000E+00  0.120090E+08
  0.258831E-04  0.120089E+08  0.120089E+08  0.159830E+08  0.159829E+08  0.000000E+00  0.120089E+08
  0.264059E-04  0.120089E+08  0.120089E+08  0.159818E+08  0.159817E+08  0.000000E+00  0.120089E+08
  0.269394E-04  0.120089E+08  0.120089E+08  0.159806E+08  0.159805E+08  0.000000E+00  0.120089E+08
  0.274836E-04  0.120089E+08  0.120089E+08  0.159793E+08  0.159792E+08  0.000000E+00  0.120089E+08
  0.280388E-04  0.120089E+08  0.120089E+08  0.159779E+08  0.159778E+08  0.000000E+00  0.120089E+08
  0.286052E-04  0.120089E+08  0.120089E+08  0.159765E+08  0.159765E+08  0.000000E+00  0.120089E+08
  0.291831E-04  0.120089E+08  0.120089E+08  0.159751E+08  0.159750E+08  0.000000E+00  0.120089E+08
  0.297726E-04  0.120089E+08  0.120089E+08  0.159736E+08  0.159735E+08  0.000000E+00  0.120089E+08
  0.303741E-04  0.120089E+08  0.120089E+08  0.159720E+08  0.159719E+08  0.000000E+00  0.120089E+08
  0.309876E-04  0.120089E+08  0.120089E+08  0.159704E+08  0.159703E+08  0.000000E+00  0.120089E+08
  0.316136E-04  0.120089E+08  0.120089E+08  0.159687E+08  0.159686E+08  0.000000E+00  0.120089E+08
  0.322523E-04  0.120089E+08  0.120089E+08  0.159669E+08  0.159668E+08  0.000000E+00  0.120089E+08
  0.329038E-04  0.120089E+08  0.120089E+08  0.159651E+08  0.159650E+08  0.000000E+00  0.120089E+08
  0.335685E-04  0.120089E+08  0.120089E+08  0.159632E+08  0.159630E+08  0.000000E+00  0.120089E+08
  0.342467E-04  0.120089E+08  0.120089E+08  0.159612E+08  0.159610E+08  0.000000E+00  0.120089E+08
  0.349385E-04  0.120089E+08  0.120089E+08  0.159591E+08  0.159590E+08  0.000000E+00  0.120089E+08
  0.356443E-04  0.120089E+08  0.120089E+08  0.159569E+08  0.159568E+08  0.000000E+00  0.120089E+08
  0.363643E-04  0.120089E+08  0.120089E+08  0.159547E+08  0.159546E+08  0.000000E+00  0.120089E+08
  0.370990E-04  0.120089E+08  0.120089E+08  0.159524E+08  0.159522E+08  0.000000E+00  0.120089E+08
  0.378484E-04  0.120088E+08  0.120088E+08  0.159499E+08  0.159498E+08  0.000000E+00  0.120088E+08
  0.386130E-04  0.120088E+08  0.120088E+08  0.159474E+08  0.159472E+08  0.000000E+00  0.120088E+08
  0.393930E-04  0.120088E+08  0.120088E+08  0.159448E+08  0.159446E+08  0.000000E+00  0.120088E+08
  0.401888E-04  0.120088E+08  0.120088E+08  0.159420E+08  0.159419E+08  0.000000E+00  0.120088E+08
  0.410007E-04  0.120088E+08  0.120088E+08  0.159392E+08  0.159390E+08  0.000000E+00  0.120088E+08
  0.418290E-04  0.120088E+08  0.120088E+08  0.159362E+08  0.159360E+08  0.000000E+00  0.120088E+08
  0.426740E-04  0.120088E+08  0.120088E+08  0.159331E+08  0.159329E+08  0.000000E+00  0.120088E+08
  0.435360E-04  0.120088E+08  0.120088E+08  0.159299E+08  0.159297E+08  0.000000E+00  0.120088E+08
  0.444155E-04  0.120088E+08  0.120088E+08  0.159266E+08  0.159264E+08  0.000000E+00  0.120088E+08
