#           k/h    P           
    0.34938E-04    0.57324E+02
    0.35644E-04    0.58438E+02
    0.36364E-04    0.59573E+02
    0.37099E-04    0.60731E+02
    0.37848E-04    0.61911E+02
    0.38613E-04    0.63114E+02
    0.39393E-04    0.64341E+02
    0.40189E-04    0.65591E+02
    0.41001E-04    0.66866E+02
    0.41829E-04    0.68165E+02
    0.42674E-04    0.69490E+02
    0.43536E-04    0.70840E+02
    0.44416E-04    0.72217E+02
    0.45313E-04    0.73620E+02
    0.46228E-04    0.75051E+02
    0.47162E-04    0.76509E+02
    0.48115E-04    0.77996E+02
    0.49087E-04    0.79511E+02
    0.50078E-04    0.81057E+02
    0.51090E-04    0.82632E+02
    0.52122E-04    0.84237E+02
    0.53175E-04    0.85874E+02
    0.54249E-04    0.87543E+02
    0.55345E-04    0.89244E+02
    0.56463E-04    0.90978E+02
    0.57604E-04    0.92746E+02
    0.58767E-04    0.94548E+02
    0.59955E-04    0.96385E+02
    0.61166E-04    0.98258E+02
    0.62401E-04    0.10017E+03
    0.63662E-04    0.10211E+03
    0.64948E-04    0.10410E+03
    0.66260E-04    0.10612E+03
    0.67599E-04    0.10818E+03
    0.68964E-04    0.11028E+03
    0.70357E-04    0.11243E+03
    0.71779E-04    0.11461E+03
    0.73229E-04    0.11684E+03
    0.74708E-04    0.11911E+03
    0.76217E-04    0.12142E+03
    0.77757E-04    0.12378E+03
    0.79328E-04    0.12619E+03
    0.80930E-04    0.12864E+03
    0.82565E-04    0.13114E+03
    0.84233E-04    0.13369E+03
    0.85935E-04    0.13628E+03
    0.87671E-04    0.13893E+03
    0.89442E-04    0.14163E+03
    0.91249E-04    0.14438E+03
    0.93092E-04    0.14719E+03
    0.94973E-04    0.15005E+03
    0.96891E-04    0.15296E+03
    0.98849E-04    0.15593E+03
    0.10085E-03    0.15896E+03
    0.10288E-03    0.16205E+03
    0.10496E-03    0.16520E+03
    0.10708E-03    0.16841E+03
    0.10924E-03    0.17168E+03
    0.11145E-03    0.17501E+03
    0.11370E-03    0.17841E+03
    0.11600E-03    0.18188E+03
    0.11834E-03    0.18541E+03
    0.12073E-03    0.18901E+03
    0.12317E-03    0.19268E+03
    0.12566E-03    0.19642E+03
    0.12820E-03    0.20024E+03
    0.13079E-03    0.20412E+03
    0.13343E-03    0.20809E+03
    0.13613E-03    0.21213E+03
    0.13888E-03    0.21625E+03
    0.14168E-03    0.22045E+03
    0.14454E-03    0.22473E+03
    0.14746E-03    0.22909E+03
    0.15044E-03    0.23354E+03
    0.15348E-03    0.23807E+03
    0.15658E-03    0.24269E+03
    0.15975E-03    0.24741E+03
    0.16297E-03    0.25221E+03
    0.16627E-03    0.25710E+03
    0.16962E-03    0.26209E+03
    0.17305E-03    0.26718E+03
    0.17655E-03    0.27237E+03
    0.18011E-03    0.27765E+03
    0.18375E-03    0.28304E+03
    0.18746E-03    0.28853E+03
    0.19125E-03    0.29413E+03
    0.19511E-03    0.29984E+03
    0.19906E-03    0.30565E+03
    0.20308E-03    0.31158E+03
    0.20718E-03    0.31763E+03
    0.21137E-03    0.32379E+03
    0.21564E-03    0.33007E+03
    0.21999E-03    0.33647E+03
    0.22444E-03    0.34299E+03
    0.22897E-03    0.34964E+03
    0.23359E-03    0.35642E+03
    0.23831E-03    0.36333E+03
    0.24313E-03    0.37037E+03
    0.24804E-03    0.37755E+03
    0.25305E-03    0.38487E+03
    0.25816E-03    0.39233E+03
    0.26338E-03    0.39993E+03
    0.26870E-03    0.40768E+03
    0.27413E-03    0.41557E+03
    0.27966E-03    0.42362E+03
    0.28531E-03    0.43183E+03
    0.29108E-03    0.44019E+03
    0.29696E-03    0.44871E+03
    0.30296E-03    0.45739E+03
    0.30908E-03    0.46625E+03
    0.31532E-03    0.47527E+03
    0.32169E-03    0.48446E+03
    0.32819E-03    0.49383E+03
    0.33482E-03    0.50339E+03
    0.34158E-03    0.51312E+03
    0.34848E-03    0.52304E+03
    0.35552E-03    0.53315E+03
    0.36270E-03    0.54345E+03
    0.37003E-03    0.55395E+03
    0.37751E-03    0.56465E+03
    0.38513E-03    0.57556E+03
    0.39291E-03    0.58667E+03
    0.40085E-03    0.59799E+03
    0.40895E-03    0.60953E+03
    0.41721E-03    0.62129E+03
    0.42564E-03    0.63327E+03
    0.43424E-03    0.64548E+03
    0.44301E-03    0.65792E+03
    0.45196E-03    0.67060E+03
    0.46109E-03    0.68351E+03
    0.47040E-03    0.69668E+03
    0.47991E-03    0.71009E+03
    0.48960E-03    0.72375E+03
    0.49949E-03    0.73767E+03
    0.50958E-03    0.75185E+03
    0.51988E-03    0.76630E+03
    0.53038E-03    0.78102E+03
    0.54109E-03    0.79602E+03
    0.55202E-03    0.81130E+03
    0.56317E-03    0.82686E+03
    0.57455E-03    0.84272E+03
    0.58616E-03    0.85887E+03
    0.59800E-03    0.87533E+03
    0.61008E-03    0.89208E+03
    0.62240E-03    0.90916E+03
    0.63498E-03    0.92654E+03
    0.64780E-03    0.94426E+03
    0.66089E-03    0.96229E+03
    0.67424E-03    0.98067E+03
    0.68786E-03    0.99938E+03
    0.70176E-03    0.10184E+04
    0.71593E-03    0.10378E+04
    0.73040E-03    0.10576E+04
    0.74515E-03    0.10777E+04
    0.76021E-03    0.10982E+04
    0.77556E-03    0.11191E+04
    0.79123E-03    0.11403E+04
    0.80721E-03    0.11620E+04
    0.82352E-03    0.11840E+04
    0.84016E-03    0.12064E+04
    0.85713E-03    0.12292E+04
    0.87444E-03    0.12525E+04
    0.89211E-03    0.12761E+04
    0.91013E-03    0.13002E+04
    0.92852E-03    0.13247E+04
    0.94727E-03    0.13497E+04
    0.96641E-03    0.13751E+04
    0.98593E-03    0.14009E+04
    0.10059E-02    0.14272E+04
    0.10262E-02    0.14540E+04
    0.10469E-02    0.14812E+04
    0.10680E-02    0.15089E+04
    0.10896E-02    0.15371E+04
    0.11116E-02    0.15658E+04
    0.11341E-02    0.15950E+04
    0.11570E-02    0.16247E+04
    0.11804E-02    0.16549E+04
    0.12042E-02    0.16856E+04
    0.12285E-02    0.17168E+04
    0.12534E-02    0.17486E+04
    0.12787E-02    0.17810E+04
    0.13045E-02    0.18138E+04
    0.13309E-02    0.18473E+04
    0.13578E-02    0.18812E+04
    0.13852E-02    0.19158E+04
    0.14132E-02    0.19509E+04
    0.14417E-02    0.19867E+04
    0.14708E-02    0.20230E+04
    0.15006E-02    0.20599E+04
    0.15309E-02    0.20974E+04
    0.15618E-02    0.21355E+04
    0.15933E-02    0.21742E+04
    0.16255E-02    0.22136E+04
    0.16584E-02    0.22536E+04
    0.16919E-02    0.22942E+04
    0.17260E-02    0.23355E+04
    0.17609E-02    0.23774E+04
    0.17965E-02    0.24200E+04
    0.18328E-02    0.24632E+04
    0.18698E-02    0.25071E+04
    0.19076E-02    0.25517E+04
    0.19461E-02    0.25970E+04
    0.19854E-02    0.26429E+04
    0.20255E-02    0.26896E+04
    0.20665E-02    0.27369E+04
    0.21082E-02    0.27849E+04
    0.21508E-02    0.28336E+04
    0.21942E-02    0.28831E+04
    0.22386E-02    0.29332E+04
    0.22838E-02    0.29841E+04
    0.23299E-02    0.30356E+04
    0.23770E-02    0.30879E+04
    0.24250E-02    0.31410E+04
    0.24740E-02    0.31947E+04
    0.25240E-02    0.32492E+04
    0.25750E-02    0.33044E+04
    0.26270E-02    0.33604E+04
    0.26800E-02    0.34170E+04
    0.27342E-02    0.34745E+04
    0.27894E-02    0.35326E+04
    0.28458E-02    0.35915E+04
    0.29033E-02    0.36511E+04
    0.29619E-02    0.37115E+04
    0.30217E-02    0.37725E+04
    0.30828E-02    0.38344E+04
    0.31451E-02    0.38969E+04
    0.32086E-02    0.39601E+04
    0.32734E-02    0.40241E+04
    0.33395E-02    0.40888E+04
    0.34070E-02    0.41542E+04
    0.34758E-02    0.42203E+04
    0.35460E-02    0.42871E+04
    0.36177E-02    0.43546E+04
    0.36908E-02    0.44227E+04
    0.37653E-02    0.44915E+04
    0.38414E-02    0.45610E+04
    0.39190E-02    0.46312E+04
    0.39982E-02    0.47019E+04
    0.40789E-02    0.47733E+04
    0.41613E-02    0.48454E+04
    0.42454E-02    0.49180E+04
    0.43312E-02    0.49912E+04
    0.44186E-02    0.50649E+04
    0.45079E-02    0.51393E+04
    0.45990E-02    0.52141E+04
    0.46919E-02    0.52895E+04
    0.47867E-02    0.53653E+04
    0.48834E-02    0.54416E+04
    0.49820E-02    0.55184E+04
    0.50827E-02    0.55956E+04
    0.51853E-02    0.56732E+04
    0.52901E-02    0.57512E+04
    0.53969E-02    0.58295E+04
    0.55060E-02    0.59081E+04
    0.56172E-02    0.59870E+04
    0.57307E-02    0.60662E+04
    0.58464E-02    0.61456E+04
    0.59645E-02    0.62252E+04
    0.60850E-02    0.63049E+04
    0.62080E-02    0.63848E+04
    0.63334E-02    0.64647E+04
    0.64613E-02    0.65446E+04
    0.65918E-02    0.66246E+04
    0.67250E-02    0.67045E+04
    0.68609E-02    0.67843E+04
    0.69995E-02    0.68639E+04
    0.71409E-02    0.69434E+04
    0.72851E-02    0.70226E+04
    0.74323E-02    0.71015E+04
    0.75824E-02    0.71801E+04
    0.77356E-02    0.72583E+04
    0.78919E-02    0.73360E+04
    0.80513E-02    0.74132E+04
    0.82139E-02    0.74898E+04
    0.83799E-02    0.75657E+04
    0.85492E-02    0.76410E+04
    0.87219E-02    0.77154E+04
    0.88981E-02    0.77891E+04
    0.90778E-02    0.78618E+04
    0.92612E-02    0.79335E+04
    0.94483E-02    0.80041E+04
    0.96392E-02    0.80736E+04
    0.98339E-02    0.81419E+04
    0.10033E-01    0.82089E+04
    0.10235E-01    0.82745E+04
    0.10442E-01    0.83386E+04
    0.10653E-01    0.84012E+04
    0.10868E-01    0.84621E+04
    0.11088E-01    0.85213E+04
    0.11312E-01    0.85787E+04
    0.11540E-01    0.86342E+04
    0.11773E-01    0.86877E+04
    0.12011E-01    0.87391E+04
    0.12254E-01    0.87883E+04
    0.12501E-01    0.88352E+04
    0.12754E-01    0.88797E+04
    0.13011E-01    0.89217E+04
    0.13274E-01    0.89611E+04
    0.13543E-01    0.89978E+04
    0.13816E-01    0.90318E+04
    0.14095E-01    0.90628E+04
    0.14380E-01    0.90909E+04
    0.14670E-01    0.91159E+04
    0.14967E-01    0.91377E+04
    0.15269E-01    0.91562E+04
    0.15578E-01    0.91713E+04
    0.15892E-01    0.91829E+04
    0.16213E-01    0.91910E+04
    0.16541E-01    0.91954E+04
    0.16875E-01    0.91960E+04
    0.17216E-01    0.91928E+04
    0.17564E-01    0.91857E+04
    0.17918E-01    0.91747E+04
    0.18280E-01    0.91595E+04
    0.18650E-01    0.91403E+04
    0.19027E-01    0.91168E+04
    0.19411E-01    0.90891E+04
    0.19803E-01    0.90572E+04
    0.20203E-01    0.90209E+04
    0.20611E-01    0.89803E+04
    0.21028E-01    0.89354E+04
    0.21452E-01    0.88861E+04
    0.21886E-01    0.88324E+04
    0.22328E-01    0.87744E+04
    0.22779E-01    0.87120E+04
    0.23239E-01    0.86454E+04
    0.23708E-01    0.85746E+04
    0.24187E-01    0.84996E+04
    0.24676E-01    0.84205E+04
    0.25175E-01    0.83374E+04
    0.25683E-01    0.82505E+04
    0.26202E-01    0.81599E+04
    0.26731E-01    0.80656E+04
    0.27271E-01    0.79680E+04
    0.27822E-01    0.78670E+04
    0.28384E-01    0.77631E+04
    0.28958E-01    0.76563E+04
    0.29543E-01    0.75468E+04
    0.30139E-01    0.74350E+04
    0.30748E-01    0.73211E+04
    0.31369E-01    0.72054E+04
    0.32003E-01    0.70882E+04
    0.32650E-01    0.69696E+04
    0.33309E-01    0.68502E+04
    0.33982E-01    0.67302E+04
    0.34669E-01    0.66098E+04
    0.35369E-01    0.64896E+04
    0.36083E-01    0.63697E+04
    0.36812E-01    0.62505E+04
    0.37556E-01    0.61322E+04
    0.38315E-01    0.60138E+04
    0.39089E-01    0.58969E+04
    0.39878E-01    0.57820E+04
    0.40684E-01    0.56694E+04
    0.41506E-01    0.55594E+04
    0.42344E-01    0.54525E+04
    0.43200E-01    0.53487E+04
    0.44072E-01    0.52485E+04
    0.44963E-01    0.51519E+04
    0.45871E-01    0.50590E+04
    0.46798E-01    0.49698E+04
    0.47743E-01    0.48845E+04
    0.48708E-01    0.48028E+04
    0.49691E-01    0.47247E+04
    0.50695E-01    0.46499E+04
    0.51719E-01    0.45783E+04
    0.52764E-01    0.45097E+04
    0.53830E-01    0.44437E+04
    0.54918E-01    0.43800E+04
    0.56027E-01    0.43184E+04
    0.57159E-01    0.42588E+04
    0.58313E-01    0.42014E+04
    0.59491E-01    0.41450E+04
    0.60693E-01    0.40963E+04
    0.61919E-01    0.40415E+04
    0.63170E-01    0.39862E+04
    0.64446E-01    0.39298E+04
    0.65748E-01    0.38718E+04
    0.67077E-01    0.38116E+04
    0.68432E-01    0.37487E+04
    0.69814E-01    0.36827E+04
    0.71224E-01    0.36130E+04
    0.72663E-01    0.35396E+04
    0.74131E-01    0.34621E+04
    0.75629E-01    0.33806E+04
    0.77156E-01    0.32953E+04
    0.78715E-01    0.32064E+04
    0.80305E-01    0.31143E+04
    0.81927E-01    0.30198E+04
    0.83582E-01    0.29234E+04
    0.85271E-01    0.28259E+04
    0.86993E-01    0.27282E+04
    0.88751E-01    0.26311E+04
    0.90544E-01    0.25355E+04
    0.92373E-01    0.24423E+04
    0.94239E-01    0.23523E+04
    0.96143E-01    0.22664E+04
    0.98085E-01    0.21854E+04
    0.10007E+00    0.21098E+04
    0.10209E+00    0.20403E+04
    0.10415E+00    0.19771E+04
    0.10625E+00    0.19202E+04
    0.10840E+00    0.18694E+04
    0.11059E+00    0.18243E+04
    0.11282E+00    0.17842E+04
    0.11510E+00    0.17482E+04
    0.11743E+00    0.17156E+04
    0.11980E+00    0.16851E+04
    0.12222E+00    0.16557E+04
    0.12469E+00    0.16261E+04
    0.12721E+00    0.15951E+04
    0.12978E+00    0.15614E+04
    0.13240E+00    0.15240E+04
    0.13508E+00    0.14824E+04
    0.13780E+00    0.14365E+04
    0.14059E+00    0.13868E+04
    0.14343E+00    0.13341E+04
    0.14633E+00    0.12797E+04
    0.14928E+00    0.12249E+04
    0.15230E+00    0.11709E+04
    0.15537E+00    0.11188E+04
    0.15851E+00    0.10698E+04
    0.16171E+00    0.10249E+04
    0.16498E+00    0.98485E+03
    0.16831E+00    0.95010E+03
    0.17171E+00    0.92056E+03
    0.17518E+00    0.89557E+03
    0.17872E+00    0.87399E+03
    0.18233E+00    0.85447E+03
    0.18602E+00    0.83564E+03
    0.18977E+00    0.81628E+03
    0.19361E+00    0.79534E+03
    0.19752E+00    0.77207E+03
    0.20151E+00    0.74612E+03
    0.20558E+00    0.71768E+03
    0.20973E+00    0.68747E+03
    0.21397E+00    0.65663E+03
    0.21829E+00    0.62641E+03
    0.22270E+00    0.59797E+03
    0.22720E+00    0.57223E+03
    0.23179E+00    0.54972E+03
    0.23647E+00    0.53049E+03
    0.24125E+00    0.51404E+03
    0.24612E+00    0.49947E+03
    0.25110E+00    0.48567E+03
    0.25617E+00    0.47161E+03
    0.26134E+00    0.45655E+03
    0.26662E+00    0.44017E+03
    0.27201E+00    0.42260E+03
    0.27750E+00    0.40436E+03
    0.28311E+00    0.38628E+03
    0.28883E+00    0.36921E+03
    0.29466E+00    0.35378E+03
    0.30062E+00    0.34016E+03
    0.30669E+00    0.32811E+03
    0.31288E+00    0.31715E+03
    0.31920E+00    0.30667E+03
    0.32565E+00    0.29605E+03
    0.33223E+00    0.28491E+03
    0.33894E+00    0.27332E+03
    0.34579E+00    0.26164E+03
    0.35278E+00    0.25033E+03
    0.35990E+00    0.23981E+03
    0.36717E+00    0.23025E+03
    0.37459E+00    0.22154E+03
    0.38216E+00    0.21338E+03
    0.38988E+00    0.20541E+03
    0.39775E+00    0.19739E+03
    0.40579E+00    0.18930E+03
    0.41399E+00    0.18131E+03
    0.42235E+00    0.17363E+03
    0.43088E+00    0.16645E+03
    0.43959E+00    0.15978E+03
    0.44847E+00    0.15349E+03
    0.45753E+00    0.14739E+03
    0.46677E+00    0.14139E+03
    0.47620E+00    0.13548E+03
    0.48582E+00    0.12976E+03
    0.49563E+00    0.12431E+03
    0.50564E+00    0.11917E+03
    0.51586E+00    0.11428E+03
    0.52628E+00    0.10957E+03
    0.53691E+00    0.10499E+03
    0.54776E+00    0.10054E+03
    0.55882E+00    0.96276E+02
    0.57011E+00    0.92210E+02
    0.58163E+00    0.88330E+02
    0.59338E+00    0.84605E+02
    0.60537E+00    0.81008E+02
    0.61760E+00    0.77543E+02
    0.63007E+00    0.74219E+02
    0.64280E+00    0.71042E+02
    0.65579E+00    0.67999E+02
    0.66903E+00    0.65074E+02
    0.68255E+00    0.62265E+02
    0.69634E+00    0.59568E+02
    0.71040E+00    0.56987E+02
    0.72475E+00    0.54513E+02
    0.73940E+00    0.52141E+02
    0.75433E+00    0.49866E+02
    0.76957E+00    0.47684E+02
    0.78512E+00    0.45596E+02
    0.80098E+00    0.43594E+02
    0.81716E+00    0.41674E+02
    0.83367E+00    0.39836E+02
    0.85051E+00    0.38076E+02
    0.86769E+00    0.36390E+02
    0.88522E+00    0.34775E+02
    0.90310E+00    0.33229E+02
    0.92134E+00    0.31748E+02
    0.93996E+00    0.30331E+02
    0.95894E+00    0.28975E+02
    0.97832E+00    0.27677E+02
    0.99808E+00    0.26434E+02
    0.10182E+01    0.25246E+02
    0.10388E+01    0.24108E+02
    0.10598E+01    0.23020E+02
    0.10812E+01    0.21979E+02
    0.11030E+01    0.20983E+02
    0.11253E+01    0.20031E+02
    0.11481E+01    0.19120E+02
    0.11713E+01    0.18249E+02
    0.11949E+01    0.17417E+02
    0.12191E+01    0.16621E+02
    0.12437E+01    0.15861E+02
    0.12688E+01    0.15134E+02
    0.12944E+01    0.14439E+02
    0.13206E+01    0.13775E+02
    0.13473E+01    0.13140E+02
    0.13745E+01    0.12534E+02
    0.14023E+01    0.11955E+02
    0.14306E+01    0.11401E+02
    0.14595E+01    0.10873E+02
    0.14890E+01    0.10368E+02
    0.15190E+01    0.98863E+01
    0.15497E+01    0.94259E+01
    0.15810E+01    0.89864E+01
    0.16130E+01    0.85668E+01
    0.16456E+01    0.81662E+01
    0.16788E+01    0.77839E+01
    0.17127E+01    0.74189E+01
    0.17473E+01    0.70705E+01
    0.17826E+01    0.67380E+01
    0.18186E+01    0.64208E+01
    0.18554E+01    0.61180E+01
    0.18928E+01    0.58292E+01
    0.19311E+01    0.55536E+01
    0.19701E+01    0.52907E+01
    0.20099E+01    0.50400E+01
    0.20505E+01    0.48008E+01
    0.20919E+01    0.45727E+01
    0.21342E+01    0.43551E+01
    0.21773E+01    0.41477E+01
    0.22213E+01    0.39498E+01
    0.22661E+01    0.37612E+01
    0.23119E+01    0.35814E+01
    0.23586E+01    0.34100E+01
    0.24063E+01    0.32465E+01
    0.24549E+01    0.30908E+01
    0.25045E+01    0.29423E+01
    0.25551E+01    0.28008E+01
    0.26067E+01    0.26660E+01
    0.26593E+01    0.25375E+01
    0.27131E+01    0.24151E+01
    0.27679E+01    0.22984E+01
    0.28238E+01    0.21873E+01
    0.28808E+01    0.20814E+01
    0.29390E+01    0.19805E+01
    0.29984E+01    0.18844E+01
    0.30590E+01    0.17929E+01
    0.31208E+01    0.17057E+01
    0.31838E+01    0.16227E+01
    0.32481E+01    0.15437E+01
    0.33137E+01    0.14684E+01
    0.33807E+01    0.13967E+01
    0.34490E+01    0.13285E+01
    0.35187E+01    0.12635E+01
    0.35897E+01    0.12017E+01
    0.36623E+01    0.11428E+01
    0.37362E+01    0.10867E+01
    0.38117E+01    0.10334E+01
    0.38887E+01    0.98259E+00
    0.39673E+01    0.93426E+00
    0.40474E+01    0.88826E+00
    0.41292E+01    0.84449E+00
    0.42126E+01    0.80283E+00
    0.42977E+01    0.76320E+00
    0.43845E+01    0.72549E+00
    0.44731E+01    0.68961E+00
    0.45634E+01    0.65547E+00
    0.46556E+01    0.62300E+00
    0.47497E+01    0.59211E+00
    0.48456E+01    0.56273E+00
    0.49435E+01    0.53478E+00
    0.50434E+01    0.50819E+00
    0.51453E+01    0.48291E+00
    0.52492E+01    0.45886E+00
    0.53553E+01    0.43600E+00
    0.54634E+01    0.41425E+00
    0.55738E+01    0.39358E+00
    0.56864E+01    0.37392E+00
    0.58013E+01    0.35522E+00
    0.59185E+01    0.33745E+00
    0.60380E+01    0.32056E+00
    0.61600E+01    0.30449E+00
    0.62844E+01    0.28922E+00
    0.64114E+01    0.27471E+00
    0.65409E+01    0.26091E+00
    0.66731E+01    0.24780E+00
    0.68079E+01    0.23534E+00
    0.69454E+01    0.22349E+00
    0.70857E+01    0.21223E+00
    0.72288E+01    0.20154E+00
    0.73749E+01    0.19137E+00
    0.75238E+01    0.18171E+00
    0.76758E+01    0.17253E+00
    0.78309E+01    0.16381E+00
    0.79891E+01    0.15552E+00
    0.81505E+01    0.14765E+00
    0.83151E+01    0.14017E+00
    0.84831E+01    0.13307E+00
    0.86545E+01    0.12632E+00
    0.88293E+01    0.11991E+00
    0.90077E+01    0.11382E+00
    0.91896E+01    0.10803E+00
    0.93753E+01    0.10254E+00
    0.95647E+01    0.97323E-01
    0.97579E+01    0.92367E-01
    0.99550E+01    0.87661E-01
    0.10156E+02    0.83192E-01
    0.10361E+02    0.78948E-01
    0.10571E+02    0.74918E-01
    0.10784E+02    0.71091E-01
    0.11002E+02    0.67458E-01
    0.11224E+02    0.64008E-01
    0.11451E+02    0.60733E-01
    0.11682E+02    0.57623E-01
    0.11918E+02    0.54671E-01
    0.12159E+02    0.51868E-01
    0.12405E+02    0.49208E-01
    0.12655E+02    0.46683E-01
    0.12911E+02    0.44285E-01
    0.13172E+02    0.42010E-01
    0.13438E+02    0.39850E-01
    0.13709E+02    0.37800E-01
    0.13986E+02    0.35855E-01
    0.14269E+02    0.34009E-01
    0.14557E+02    0.32256E-01
    0.14851E+02    0.30593E-01
    0.15151E+02    0.29015E-01
    0.15457E+02    0.27518E-01
    0.15769E+02    0.26097E-01
    0.16088E+02    0.24749E-01
    0.16413E+02    0.23469E-01
    0.16745E+02    0.22256E-01
    0.17083E+02    0.21104E-01
    0.17428E+02    0.20011E-01
    0.17780E+02    0.18975E-01
    0.18139E+02    0.17991E-01
    0.18506E+02    0.17058E-01
    0.18880E+02    0.16174E-01
    0.19261E+02    0.15334E-01
    0.19650E+02    0.14538E-01
    0.20047E+02    0.13782E-01
    0.20452E+02    0.13066E-01
    0.20865E+02    0.12386E-01
    0.21287E+02    0.11742E-01
    0.21717E+02    0.11131E-01
    0.22155E+02    0.10551E-01
    0.22603E+02    0.10001E-01
    0.23059E+02    0.94796E-02
    0.23525E+02    0.89851E-02
    0.24001E+02    0.85163E-02
    0.24485E+02    0.80716E-02
    0.24980E+02    0.76500E-02
    0.25485E+02    0.72502E-02
    0.26000E+02    0.68711E-02
    0.26525E+02    0.65117E-02
    0.27061E+02    0.61709E-02
    0.27607E+02    0.58478E-02
    0.28165E+02    0.55415E-02
    0.28734E+02    0.52511E-02
    0.29314E+02    0.49758E-02
    0.29907E+02    0.47148E-02
    0.30511E+02    0.44674E-02
    0.31127E+02    0.42329E-02
    0.31756E+02    0.40105E-02
    0.32397E+02    0.37998E-02
    0.33052E+02    0.36000E-02
    0.33720E+02    0.34107E-02
    0.34401E+02    0.32312E-02
    0.35096E+02    0.30611E-02
    0.35805E+02    0.28999E-02
    0.36528E+02    0.27471E-02
    0.37266E+02    0.26023E-02
    0.38019E+02    0.24651E-02
    0.38787E+02    0.23350E-02
    0.39570E+02    0.22118E-02
    0.40370E+02    0.20950E-02
    0.41185E+02    0.19843E-02
    0.42017E+02    0.18794E-02
    0.42866E+02    0.17800E-02
    0.43732E+02    0.16859E-02
    0.44615E+02    0.15967E-02
    0.45517E+02    0.15121E-02
    0.46436E+02    0.14320E-02
    0.47374E+02    0.13561E-02
    0.48331E+02    0.12842E-02
    0.49308E+02    0.12161E-02
    0.50304E+02    0.11516E-02
    0.51320E+02    0.10904E-02
    0.52357E+02    0.10325E-02
    0.53414E+02    0.97766E-03
    0.54493E+02    0.92568E-03
    0.55594E+02    0.87645E-03
    0.56717E+02    0.82981E-03
    0.57863E+02    0.78564E-03
    0.59032E+02    0.74379E-03
    0.60224E+02    0.70416E-03
    0.61441E+02    0.66662E-03
    0.62682E+02    0.63107E-03
    0.63949E+02    0.59739E-03
    0.65240E+02    0.56550E-03
    0.66558E+02    0.53529E-03
    0.67903E+02    0.50668E-03
    0.69275E+02    0.47959E-03
    0.70674E+02    0.45394E-03
    0.72102E+02    0.42964E-03
    0.73558E+02    0.40663E-03
    0.75044E+02    0.38485E-03
    0.76560E+02    0.36422E-03
    0.78107E+02    0.34468E-03
    0.79685E+02    0.32619E-03
    0.81294E+02    0.30867E-03
    0.82937E+02    0.29209E-03
    0.84612E+02    0.27639E-03
    0.86321E+02    0.26152E-03
    0.88065E+02    0.24745E-03
    0.89844E+02    0.23412E-03
    0.91659E+02    0.22151E-03
    0.93511E+02    0.20957E-03
    0.95400E+02    0.19826E-03
    0.97327E+02    0.18756E-03
    0.99293E+02    0.17743E-03
    0.10130E+03    0.16784E-03
    0.10335E+03    0.15876E-03
    0.10543E+03    0.15017E-03
    0.10756E+03    0.14204E-03
    0.10974E+03    0.13434E-03
    0.11195E+03    0.12705E-03
    0.11421E+03    0.12016E-03
    0.11652E+03    0.11363E-03
    0.11888E+03    0.10745E-03
    0.12128E+03    0.10161E-03
    0.12373E+03    0.96077E-04
    0.12623E+03    0.90842E-04
    0.12878E+03    0.85888E-04
    0.13138E+03    0.81200E-04
    0.13403E+03    0.76764E-04
    0.13674E+03    0.72567E-04
    0.13950E+03    0.68595E-04
    0.14232E+03    0.64838E-04
    0.14520E+03    0.61283E-04
