#           k/h    P           
    0.14232E+03    0.11292E-04
    0.14520E+03    0.10673E-04
    0.14813E+03    0.10087E-04
    0.15112E+03    0.95336E-05
    0.15417E+03    0.90096E-05
    0.15729E+03    0.85139E-05
    0.16047E+03    0.80451E-05
    0.16371E+03    0.76015E-05
    0.16701E+03    0.71819E-05
    0.17039E+03    0.67851E-05
    0.17383E+03    0.64097E-05
    0.17734E+03    0.60547E-05
    0.18092E+03    0.57189E-05
    0.18458E+03    0.54014E-05
    0.18831E+03    0.51011E-05
    0.19211E+03    0.48171E-05
    0.19599E+03    0.45486E-05
    0.19995E+03    0.42946E-05
    0.20399E+03    0.40546E-05
    0.20811E+03    0.38276E-05
    0.21232E+03    0.36130E-05
    0.21661E+03    0.34101E-05
    0.22098E+03    0.32183E-05
    0.22545E+03    0.30371E-05
    0.23000E+03    0.28657E-05
    0.23465E+03    0.27037E-05
    0.23939E+03    0.25507E-05
    0.24422E+03    0.24061E-05
    0.24916E+03    0.22694E-05
    0.25419E+03    0.21402E-05
    0.25932E+03    0.20182E-05
    0.26456E+03    0.19029E-05
    0.26991E+03    0.17940E-05
    0.27536E+03    0.16911E-05
    0.28092E+03    0.15939E-05
    0.28660E+03    0.15022E-05
    0.29239E+03    0.14155E-05
    0.29829E+03    0.13337E-05
    0.30432E+03    0.12564E-05
    0.31047E+03    0.11835E-05
    0.31674E+03    0.11146E-05
    0.32314E+03    0.10496E-05
    0.32967E+03    0.98825E-06
    0.33632E+03    0.93037E-06
    0.34312E+03    0.87575E-06
    0.35005E+03    0.82421E-06
    0.35712E+03    0.77560E-06
    0.36434E+03    0.72976E-06
    0.37170E+03    0.68652E-06
    0.37921E+03    0.64574E-06
    0.38687E+03    0.60731E-06
    0.39468E+03    0.57107E-06
    0.40265E+03    0.53693E-06
    0.41079E+03    0.50474E-06
    0.41909E+03    0.47442E-06
    0.42755E+03    0.44586E-06
    0.43619E+03    0.41896E-06
    0.44500E+03    0.39363E-06
    0.45399E+03    0.36977E-06
    0.46316E+03    0.34732E-06
    0.47252E+03    0.32619E-06
    0.48206E+03    0.30630E-06
    0.49180E+03    0.28759E-06
    0.50174E+03    0.26999E-06
