#           k/h    P           
    0.14813E+03    0.27376E-04
    0.15112E+03    0.25872E-04
    0.15417E+03    0.24450E-04
    0.15729E+03    0.23104E-04
    0.16047E+03    0.21831E-04
    0.16371E+03    0.20627E-04
    0.16701E+03    0.19487E-04
    0.17039E+03    0.18410E-04
    0.17383E+03    0.17391E-04
    0.17734E+03    0.16427E-04
    0.18092E+03    0.15516E-04
    0.18458E+03    0.14653E-04
    0.18831E+03    0.13838E-04
    0.19211E+03    0.13067E-04
    0.19599E+03    0.12338E-04
    0.19995E+03    0.11649E-04
    0.20399E+03    0.10997E-04
    0.20811E+03    0.10381E-04
    0.21232E+03    0.97988E-05
    0.21661E+03    0.92481E-05
    0.22098E+03    0.87276E-05
    0.22545E+03    0.82356E-05
    0.23000E+03    0.77705E-05
    0.23465E+03    0.73309E-05
    0.23939E+03    0.69155E-05
    0.24422E+03    0.65230E-05
    0.24916E+03    0.61520E-05
    0.25419E+03    0.58015E-05
    0.25932E+03    0.54703E-05
    0.26456E+03    0.51575E-05
    0.26991E+03    0.48620E-05
    0.27536E+03    0.45828E-05
    0.28092E+03    0.43191E-05
    0.28660E+03    0.40702E-05
    0.29239E+03    0.38350E-05
    0.29829E+03    0.36130E-05
    0.30432E+03    0.34033E-05
    0.31047E+03    0.32055E-05
    0.31674E+03    0.30186E-05
    0.32314E+03    0.28423E-05
    0.32967E+03    0.26759E-05
    0.33632E+03    0.25189E-05
    0.34312E+03    0.23708E-05
    0.35005E+03    0.22310E-05
    0.35712E+03    0.20992E-05
    0.36434E+03    0.19749E-05
    0.37170E+03    0.18576E-05
    0.37921E+03    0.17471E-05
    0.38687E+03    0.16429E-05
    0.39468E+03    0.15447E-05
    0.40265E+03    0.14521E-05
    0.41079E+03    0.13649E-05
    0.41909E+03    0.12827E-05
    0.42755E+03    0.12053E-05
    0.43619E+03    0.11324E-05
    0.44500E+03    0.10637E-05
    0.45399E+03    0.99912E-06
    0.46316E+03    0.93829E-06
    0.47252E+03    0.88105E-06
    0.48206E+03    0.82719E-06
    0.49180E+03    0.77652E-06
    0.50174E+03    0.72886E-06
