#           k/h    P           
    0.79328E-04    0.59538E+02
    0.80930E-04    0.60694E+02
    0.82565E-04    0.61874E+02
    0.84233E-04    0.63076E+02
    0.85935E-04    0.64301E+02
    0.87671E-04    0.65551E+02
    0.89442E-04    0.66824E+02
    0.91249E-04    0.68122E+02
    0.93092E-04    0.69446E+02
    0.94973E-04    0.70795E+02
    0.96891E-04    0.72170E+02
    0.98849E-04    0.73572E+02
    0.10085E-03    0.75002E+02
    0.10288E-03    0.76459E+02
    0.10496E-03    0.77944E+02
    0.10708E-03    0.79458E+02
    0.10924E-03    0.81001E+02
    0.11145E-03    0.82575E+02
    0.11370E-03    0.84179E+02
    0.11600E-03    0.85814E+02
    0.11834E-03    0.87481E+02
    0.12073E-03    0.89180E+02
    0.12317E-03    0.90912E+02
    0.12566E-03    0.92677E+02
    0.12820E-03    0.94477E+02
    0.13079E-03    0.96312E+02
    0.13343E-03    0.98183E+02
    0.13613E-03    0.10009E+03
    0.13888E-03    0.10203E+03
    0.14168E-03    0.10401E+03
    0.14454E-03    0.10603E+03
    0.14746E-03    0.10809E+03
    0.15044E-03    0.11019E+03
    0.15348E-03    0.11233E+03
    0.15658E-03    0.11451E+03
    0.15975E-03    0.11674E+03
    0.16297E-03    0.11900E+03
    0.16627E-03    0.12131E+03
    0.16962E-03    0.12367E+03
    0.17305E-03    0.12607E+03
    0.17655E-03    0.12851E+03
    0.18011E-03    0.13101E+03
    0.18375E-03    0.13355E+03
    0.18746E-03    0.13614E+03
    0.19125E-03    0.13878E+03
    0.19511E-03    0.14148E+03
    0.19906E-03    0.14422E+03
    0.20308E-03    0.14702E+03
    0.20718E-03    0.14987E+03
    0.21137E-03    0.15278E+03
    0.21564E-03    0.15574E+03
    0.21999E-03    0.15876E+03
    0.22444E-03    0.16184E+03
    0.22897E-03    0.16498E+03
    0.23359E-03    0.16818E+03
    0.23831E-03    0.17144E+03
    0.24313E-03    0.17477E+03
    0.24804E-03    0.17815E+03
    0.25305E-03    0.18161E+03
    0.25816E-03    0.18513E+03
    0.26338E-03    0.18872E+03
    0.26870E-03    0.19237E+03
    0.27413E-03    0.19610E+03
    0.27966E-03    0.19990E+03
    0.28531E-03    0.20377E+03
    0.29108E-03    0.20772E+03
    0.29696E-03    0.21174E+03
    0.30296E-03    0.21584E+03
    0.30908E-03    0.22002E+03
    0.31532E-03    0.22428E+03
    0.32169E-03    0.22862E+03
    0.32819E-03    0.23304E+03
    0.33482E-03    0.23755E+03
    0.34158E-03    0.24215E+03
    0.34848E-03    0.24683E+03
    0.35552E-03    0.25160E+03
    0.36270E-03    0.25647E+03
    0.37003E-03    0.26142E+03
    0.37751E-03    0.26648E+03
    0.38513E-03    0.27162E+03
    0.39291E-03    0.27687E+03
    0.40085E-03    0.28222E+03
    0.40895E-03    0.28767E+03
    0.41721E-03    0.29322E+03
    0.42564E-03    0.29888E+03
    0.43424E-03    0.30464E+03
    0.44301E-03    0.31052E+03
    0.45196E-03    0.31650E+03
    0.46109E-03    0.32260E+03
    0.47040E-03    0.32882E+03
    0.47991E-03    0.33515E+03
    0.48960E-03    0.34161E+03
    0.49949E-03    0.34818E+03
    0.50958E-03    0.35488E+03
    0.51988E-03    0.36171E+03
    0.53038E-03    0.36866E+03
    0.54109E-03    0.37574E+03
    0.55202E-03    0.38296E+03
    0.56317E-03    0.39031E+03
    0.57455E-03    0.39781E+03
    0.58616E-03    0.40544E+03
    0.59800E-03    0.41321E+03
    0.61008E-03    0.42113E+03
    0.62240E-03    0.42919E+03
    0.63498E-03    0.43741E+03
    0.64780E-03    0.44578E+03
    0.66089E-03    0.45430E+03
    0.67424E-03    0.46298E+03
    0.68786E-03    0.47183E+03
    0.70176E-03    0.48083E+03
    0.71593E-03    0.49000E+03
    0.73040E-03    0.49934E+03
    0.74515E-03    0.50885E+03
    0.76021E-03    0.51854E+03
    0.77556E-03    0.52840E+03
    0.79123E-03    0.53844E+03
    0.80721E-03    0.54866E+03
    0.82352E-03    0.55907E+03
    0.84016E-03    0.56967E+03
    0.85713E-03    0.58046E+03
    0.87444E-03    0.59145E+03
    0.89211E-03    0.60263E+03
    0.91013E-03    0.61401E+03
    0.92852E-03    0.62560E+03
    0.94727E-03    0.63739E+03
    0.96641E-03    0.64939E+03
    0.98593E-03    0.66161E+03
    0.10059E-02    0.67404E+03
    0.10262E-02    0.68669E+03
    0.10469E-02    0.69956E+03
    0.10680E-02    0.71266E+03
    0.10896E-02    0.72599E+03
    0.11116E-02    0.73955E+03
    0.11341E-02    0.75335E+03
    0.11570E-02    0.76738E+03
    0.11804E-02    0.78166E+03
    0.12042E-02    0.79618E+03
    0.12285E-02    0.81095E+03
    0.12534E-02    0.82598E+03
    0.12787E-02    0.84126E+03
    0.13045E-02    0.85680E+03
    0.13309E-02    0.87260E+03
    0.13578E-02    0.88866E+03
    0.13852E-02    0.90500E+03
    0.14132E-02    0.92160E+03
    0.14417E-02    0.93848E+03
    0.14708E-02    0.95564E+03
    0.15006E-02    0.97309E+03
    0.15309E-02    0.99081E+03
    0.15618E-02    0.10088E+04
    0.15933E-02    0.10271E+04
    0.16255E-02    0.10457E+04
    0.16584E-02    0.10646E+04
    0.16919E-02    0.10838E+04
    0.17260E-02    0.11033E+04
    0.17609E-02    0.11232E+04
    0.17965E-02    0.11433E+04
    0.18328E-02    0.11637E+04
    0.18698E-02    0.11845E+04
    0.19076E-02    0.12055E+04
    0.19461E-02    0.12269E+04
    0.19854E-02    0.12486E+04
    0.20255E-02    0.12707E+04
    0.20665E-02    0.12930E+04
    0.21082E-02    0.13157E+04
    0.21508E-02    0.13387E+04
    0.21942E-02    0.13621E+04
    0.22386E-02    0.13858E+04
    0.22838E-02    0.14098E+04
    0.23299E-02    0.14342E+04
    0.23770E-02    0.14589E+04
    0.24250E-02    0.14840E+04
    0.24740E-02    0.15094E+04
    0.25240E-02    0.15351E+04
    0.25750E-02    0.15612E+04
    0.26270E-02    0.15877E+04
    0.26800E-02    0.16145E+04
    0.27342E-02    0.16416E+04
    0.27894E-02    0.16691E+04
    0.28458E-02    0.16969E+04
    0.29033E-02    0.17251E+04
    0.29619E-02    0.17536E+04
    0.30217E-02    0.17824E+04
    0.30828E-02    0.18116E+04
    0.31451E-02    0.18412E+04
    0.32086E-02    0.18711E+04
    0.32734E-02    0.19013E+04
    0.33395E-02    0.19319E+04
    0.34070E-02    0.19628E+04
    0.34758E-02    0.19940E+04
    0.35460E-02    0.20256E+04
    0.36177E-02    0.20575E+04
    0.36908E-02    0.20897E+04
    0.37653E-02    0.21222E+04
    0.38414E-02    0.21550E+04
    0.39190E-02    0.21882E+04
    0.39982E-02    0.22216E+04
    0.40789E-02    0.22554E+04
    0.41613E-02    0.22894E+04
    0.42454E-02    0.23237E+04
    0.43312E-02    0.23583E+04
    0.44186E-02    0.23931E+04
    0.45079E-02    0.24283E+04
    0.45990E-02    0.24636E+04
    0.46919E-02    0.24992E+04
    0.47867E-02    0.25351E+04
    0.48834E-02    0.25711E+04
    0.49820E-02    0.26074E+04
    0.50827E-02    0.26439E+04
    0.51853E-02    0.26806E+04
    0.52901E-02    0.27174E+04
    0.53969E-02    0.27544E+04
    0.55060E-02    0.27916E+04
    0.56172E-02    0.28289E+04
    0.57307E-02    0.28663E+04
    0.58464E-02    0.29038E+04
    0.59645E-02    0.29414E+04
    0.60850E-02    0.29791E+04
    0.62080E-02    0.30168E+04
    0.63334E-02    0.30546E+04
    0.64613E-02    0.30923E+04
    0.65918E-02    0.31301E+04
    0.67250E-02    0.31679E+04
    0.68609E-02    0.32056E+04
    0.69995E-02    0.32432E+04
    0.71409E-02    0.32808E+04
    0.72851E-02    0.33182E+04
    0.74323E-02    0.33555E+04
    0.75824E-02    0.33926E+04
    0.77356E-02    0.34296E+04
    0.78919E-02    0.34663E+04
    0.80513E-02    0.35027E+04
    0.82139E-02    0.35389E+04
    0.83799E-02    0.35748E+04
    0.85492E-02    0.36104E+04
    0.87219E-02    0.36456E+04
    0.88981E-02    0.36804E+04
    0.90778E-02    0.37147E+04
    0.92612E-02    0.37486E+04
    0.94483E-02    0.37820E+04
    0.96392E-02    0.38148E+04
    0.98339E-02    0.38471E+04
    0.10033E-01    0.38787E+04
    0.10235E-01    0.39097E+04
    0.10442E-01    0.39400E+04
    0.10653E-01    0.39696E+04
    0.10868E-01    0.39984E+04
    0.11088E-01    0.40264E+04
    0.11312E-01    0.40535E+04
    0.11540E-01    0.40797E+04
    0.11773E-01    0.41050E+04
    0.12011E-01    0.41293E+04
    0.12254E-01    0.41525E+04
    0.12501E-01    0.41747E+04
    0.12754E-01    0.41957E+04
    0.13011E-01    0.42155E+04
    0.13274E-01    0.42342E+04
    0.13543E-01    0.42515E+04
    0.13816E-01    0.42676E+04
    0.14095E-01    0.42822E+04
    0.14380E-01    0.42955E+04
    0.14670E-01    0.43073E+04
    0.14967E-01    0.43176E+04
    0.15269E-01    0.43263E+04
    0.15578E-01    0.43335E+04
    0.15892E-01    0.43390E+04
    0.16213E-01    0.43428E+04
    0.16541E-01    0.43449E+04
    0.16875E-01    0.43452E+04
    0.17216E-01    0.43437E+04
    0.17564E-01    0.43403E+04
    0.17918E-01    0.43351E+04
    0.18280E-01    0.43279E+04
    0.18650E-01    0.43188E+04
    0.19027E-01    0.43078E+04
    0.19411E-01    0.42947E+04
    0.19803E-01    0.42796E+04
    0.20203E-01    0.42624E+04
    0.20611E-01    0.42433E+04
    0.21028E-01    0.42220E+04
    0.21452E-01    0.41987E+04
    0.21886E-01    0.41734E+04
    0.22328E-01    0.41459E+04
    0.22779E-01    0.41165E+04
    0.23239E-01    0.40850E+04
    0.23708E-01    0.40515E+04
    0.24187E-01    0.40161E+04
    0.24676E-01    0.39787E+04
    0.25175E-01    0.39395E+04
    0.25683E-01    0.38984E+04
    0.26202E-01    0.38556E+04
    0.26731E-01    0.38111E+04
    0.27271E-01    0.37649E+04
    0.27822E-01    0.37172E+04
    0.28384E-01    0.36681E+04
    0.28958E-01    0.36176E+04
    0.29543E-01    0.35659E+04
    0.30139E-01    0.35131E+04
    0.30748E-01    0.34593E+04
    0.31369E-01    0.34046E+04
    0.32003E-01    0.33492E+04
    0.32650E-01    0.32932E+04
    0.33309E-01    0.32368E+04
    0.33982E-01    0.31800E+04
    0.34669E-01    0.31232E+04
    0.35369E-01    0.30664E+04
    0.36083E-01    0.30097E+04
    0.36812E-01    0.29534E+04
    0.37556E-01    0.28975E+04
    0.38315E-01    0.28416E+04
    0.39089E-01    0.27863E+04
    0.39878E-01    0.27320E+04
    0.40684E-01    0.26788E+04
    0.41506E-01    0.26269E+04
    0.42344E-01    0.25763E+04
    0.43200E-01    0.25273E+04
    0.44072E-01    0.24799E+04
    0.44963E-01    0.24343E+04
    0.45871E-01    0.23904E+04
    0.46798E-01    0.23483E+04
    0.47743E-01    0.23079E+04
    0.48708E-01    0.22694E+04
    0.49691E-01    0.22324E+04
    0.50695E-01    0.21971E+04
    0.51719E-01    0.21633E+04
    0.52764E-01    0.21309E+04
    0.53830E-01    0.20997E+04
    0.54918E-01    0.20696E+04
    0.56027E-01    0.20405E+04
    0.57159E-01    0.20123E+04
    0.58313E-01    0.19852E+04
    0.59491E-01    0.19586E+04
    0.60693E-01    0.19355E+04
    0.61919E-01    0.19096E+04
    0.63170E-01    0.18835E+04
    0.64446E-01    0.18568E+04
    0.65748E-01    0.18294E+04
    0.67077E-01    0.18010E+04
    0.68432E-01    0.17713E+04
    0.69814E-01    0.17401E+04
    0.71224E-01    0.17072E+04
    0.72663E-01    0.16725E+04
    0.74131E-01    0.16359E+04
    0.75629E-01    0.15974E+04
    0.77156E-01    0.15570E+04
    0.78715E-01    0.15150E+04
    0.80305E-01    0.14715E+04
    0.81927E-01    0.14269E+04
    0.83582E-01    0.13813E+04
    0.85271E-01    0.13353E+04
    0.86993E-01    0.12891E+04
    0.88751E-01    0.12432E+04
    0.90544E-01    0.11980E+04
    0.92373E-01    0.11540E+04
    0.94239E-01    0.11115E+04
    0.96143E-01    0.10709E+04
    0.98085E-01    0.10326E+04
    0.10007E+00    0.99692E+03
    0.10209E+00    0.96407E+03
    0.10415E+00    0.93419E+03
    0.10625E+00    0.90730E+03
    0.10840E+00    0.88330E+03
    0.11059E+00    0.86198E+03
    0.11282E+00    0.84302E+03
    0.11510E+00    0.82606E+03
    0.11743E+00    0.81063E+03
    0.11980E+00    0.79624E+03
    0.12222E+00    0.78235E+03
    0.12469E+00    0.76836E+03
    0.12721E+00    0.75368E+03
    0.12978E+00    0.73775E+03
    0.13240E+00    0.72011E+03
    0.13508E+00    0.70046E+03
    0.13780E+00    0.67878E+03
    0.14059E+00    0.65528E+03
    0.14343E+00    0.63039E+03
    0.14633E+00    0.60469E+03
    0.14928E+00    0.57878E+03
    0.15230E+00    0.55325E+03
    0.15537E+00    0.52865E+03
    0.15851E+00    0.50550E+03
    0.16171E+00    0.48428E+03
    0.16498E+00    0.46535E+03
    0.16831E+00    0.44893E+03
    0.17171E+00    0.43497E+03
    0.17518E+00    0.42316E+03
    0.17872E+00    0.41297E+03
    0.18233E+00    0.40374E+03
    0.18602E+00    0.39485E+03
    0.18977E+00    0.38570E+03
    0.19361E+00    0.37580E+03
    0.19752E+00    0.36481E+03
    0.20151E+00    0.35255E+03
    0.20558E+00    0.33911E+03
    0.20973E+00    0.32484E+03
    0.21397E+00    0.31026E+03
    0.21829E+00    0.29598E+03
    0.22270E+00    0.28254E+03
    0.22720E+00    0.27038E+03
    0.23179E+00    0.25975E+03
    0.23647E+00    0.25066E+03
    0.24125E+00    0.24289E+03
    0.24612E+00    0.23600E+03
    0.25110E+00    0.22948E+03
    0.25617E+00    0.22284E+03
    0.26134E+00    0.21572E+03
    0.26662E+00    0.20798E+03
    0.27201E+00    0.19968E+03
    0.27750E+00    0.19106E+03
    0.28311E+00    0.18252E+03
    0.28883E+00    0.17445E+03
    0.29466E+00    0.16716E+03
    0.30062E+00    0.16073E+03
    0.30669E+00    0.15504E+03
    0.31288E+00    0.14986E+03
    0.31920E+00    0.14491E+03
    0.32565E+00    0.13989E+03
    0.33223E+00    0.13462E+03
    0.33894E+00    0.12914E+03
    0.34579E+00    0.12363E+03
    0.35278E+00    0.11828E+03
    0.35990E+00    0.11331E+03
    0.36717E+00    0.10879E+03
    0.37459E+00    0.10468E+03
    0.38216E+00    0.10082E+03
    0.38988E+00    0.97057E+02
    0.39775E+00    0.93270E+02
    0.40579E+00    0.89446E+02
    0.41399E+00    0.85668E+02
    0.42235E+00    0.82043E+02
    0.43088E+00    0.78647E+02
    0.43959E+00    0.75495E+02
    0.44847E+00    0.72523E+02
    0.45753E+00    0.69642E+02
    0.46677E+00    0.66808E+02
    0.47620E+00    0.64016E+02
    0.48582E+00    0.61311E+02
    0.49563E+00    0.58739E+02
    0.50564E+00    0.56307E+02
    0.51586E+00    0.53999E+02
    0.52628E+00    0.51773E+02
    0.53691E+00    0.49608E+02
    0.54776E+00    0.47508E+02
    0.55882E+00    0.45491E+02
    0.57011E+00    0.43570E+02
    0.58163E+00    0.41736E+02
    0.59338E+00    0.39977E+02
    0.60537E+00    0.38277E+02
    0.61760E+00    0.36639E+02
    0.63007E+00    0.35069E+02
    0.64280E+00    0.33568E+02
    0.65579E+00    0.32130E+02
    0.66903E+00    0.30748E+02
    0.68255E+00    0.29421E+02
    0.69634E+00    0.28146E+02
    0.71040E+00    0.26927E+02
    0.72475E+00    0.25758E+02
    0.73940E+00    0.24637E+02
    0.75433E+00    0.23562E+02
    0.76957E+00    0.22531E+02
    0.78512E+00    0.21544E+02
    0.80098E+00    0.20598E+02
    0.81716E+00    0.19691E+02
    0.83367E+00    0.18823E+02
    0.85051E+00    0.17991E+02
    0.86769E+00    0.17194E+02
    0.88522E+00    0.16431E+02
    0.90310E+00    0.15701E+02
    0.92134E+00    0.15001E+02
    0.93996E+00    0.14332E+02
    0.95894E+00    0.13691E+02
    0.97832E+00    0.13077E+02
    0.99808E+00    0.12490E+02
    0.10182E+01    0.11929E+02
    0.10388E+01    0.11391E+02
    0.10598E+01    0.10877E+02
    0.10812E+01    0.10385E+02
    0.11030E+01    0.99147E+01
    0.11253E+01    0.94647E+01
    0.11481E+01    0.90344E+01
    0.11713E+01    0.86229E+01
    0.11949E+01    0.82296E+01
    0.12191E+01    0.78536E+01
    0.12437E+01    0.74942E+01
    0.12688E+01    0.71507E+01
    0.12944E+01    0.68224E+01
    0.13206E+01    0.65087E+01
    0.13473E+01    0.62088E+01
    0.13745E+01    0.59224E+01
    0.14023E+01    0.56487E+01
    0.14306E+01    0.53872E+01
    0.14595E+01    0.51375E+01
    0.14890E+01    0.48991E+01
    0.15190E+01    0.46713E+01
    0.15497E+01    0.44538E+01
    0.15810E+01    0.42461E+01
    0.16130E+01    0.40479E+01
    0.16456E+01    0.38586E+01
    0.16788E+01    0.36779E+01
    0.17127E+01    0.35055E+01
    0.17473E+01    0.33409E+01
    0.17826E+01    0.31838E+01
    0.18186E+01    0.30338E+01
    0.18554E+01    0.28908E+01
    0.18928E+01    0.27543E+01
    0.19311E+01    0.26241E+01
    0.19701E+01    0.24999E+01
    0.20099E+01    0.23814E+01
    0.20505E+01    0.22684E+01
    0.20919E+01    0.21606E+01
    0.21342E+01    0.20578E+01
    0.21773E+01    0.19598E+01
    0.22213E+01    0.18663E+01
    0.22661E+01    0.17772E+01
    0.23119E+01    0.16922E+01
    0.23586E+01    0.16112E+01
    0.24063E+01    0.15340E+01
    0.24549E+01    0.14604E+01
    0.25045E+01    0.13903E+01
    0.25551E+01    0.13234E+01
    0.26067E+01    0.12597E+01
    0.26593E+01    0.11990E+01
    0.27131E+01    0.11411E+01
    0.27679E+01    0.10860E+01
    0.28238E+01    0.10335E+01
    0.28808E+01    0.98346E+00
    0.29390E+01    0.93580E+00
    0.29984E+01    0.89040E+00
    0.30590E+01    0.84716E+00
    0.31208E+01    0.80598E+00
    0.31838E+01    0.76676E+00
    0.32481E+01    0.72941E+00
    0.33137E+01    0.69384E+00
    0.33807E+01    0.65997E+00
    0.34490E+01    0.62772E+00
    0.35187E+01    0.59702E+00
    0.35897E+01    0.56779E+00
    0.36623E+01    0.53997E+00
    0.37362E+01    0.51348E+00
    0.38117E+01    0.48827E+00
    0.38887E+01    0.46428E+00
    0.39673E+01    0.44144E+00
    0.40474E+01    0.41971E+00
    0.41292E+01    0.39902E+00
    0.42126E+01    0.37934E+00
    0.42977E+01    0.36062E+00
    0.43845E+01    0.34280E+00
    0.44731E+01    0.32584E+00
    0.45634E+01    0.30972E+00
    0.46556E+01    0.29437E+00
    0.47497E+01    0.27978E+00
    0.48456E+01    0.26589E+00
    0.49435E+01    0.25269E+00
    0.50434E+01    0.24012E+00
    0.51453E+01    0.22818E+00
    0.52492E+01    0.21682E+00
    0.53553E+01    0.20601E+00
    0.54634E+01    0.19574E+00
    0.55738E+01    0.18597E+00
    0.56864E+01    0.17668E+00
    0.58013E+01    0.16785E+00
    0.59185E+01    0.15945E+00
    0.60380E+01    0.15146E+00
    0.61600E+01    0.14388E+00
    0.62844E+01    0.13666E+00
    0.64114E+01    0.12980E+00
    0.65409E+01    0.12328E+00
    0.66731E+01    0.11709E+00
    0.68079E+01    0.11120E+00
    0.69454E+01    0.10560E+00
    0.70857E+01    0.10028E+00
    0.72288E+01    0.95227E-01
    0.73749E+01    0.90424E-01
    0.75238E+01    0.85859E-01
    0.76758E+01    0.81522E-01
    0.78309E+01    0.77402E-01
    0.79891E+01    0.73487E-01
    0.81505E+01    0.69767E-01
    0.83151E+01    0.66233E-01
    0.84831E+01    0.62876E-01
    0.86545E+01    0.59687E-01
    0.88293E+01    0.56658E-01
    0.90077E+01    0.53780E-01
    0.91896E+01    0.51047E-01
    0.93753E+01    0.48451E-01
    0.95647E+01    0.45986E-01
    0.97579E+01    0.43644E-01
    0.99550E+01    0.41420E-01
    0.10156E+02    0.39309E-01
    0.10361E+02    0.37303E-01
    0.10571E+02    0.35399E-01
    0.10784E+02    0.33591E-01
    0.11002E+02    0.31874E-01
    0.11224E+02    0.30244E-01
    0.11451E+02    0.28697E-01
    0.11682E+02    0.27227E-01
    0.11918E+02    0.25832E-01
    0.12159E+02    0.24508E-01
    0.12405E+02    0.23251E-01
    0.12655E+02    0.22058E-01
    0.12911E+02    0.20925E-01
    0.13172E+02    0.19850E-01
    0.13438E+02    0.18830E-01
    0.13709E+02    0.17861E-01
    0.13986E+02    0.16942E-01
    0.14269E+02    0.16069E-01
    0.14557E+02    0.15241E-01
    0.14851E+02    0.14456E-01
    0.15151E+02    0.13710E-01
    0.15457E+02    0.13002E-01
    0.15769E+02    0.12331E-01
    0.16088E+02    0.11694E-01
    0.16413E+02    0.11090E-01
    0.16745E+02    0.10516E-01
    0.17083E+02    0.99718E-02
    0.17428E+02    0.94556E-02
    0.17780E+02    0.89658E-02
    0.18139E+02    0.85011E-02
    0.18506E+02    0.80603E-02
    0.18880E+02    0.76421E-02
    0.19261E+02    0.72455E-02
    0.19650E+02    0.68692E-02
    0.20047E+02    0.65123E-02
    0.20452E+02    0.61738E-02
    0.20865E+02    0.58527E-02
    0.21287E+02    0.55481E-02
    0.21717E+02    0.52593E-02
    0.22155E+02    0.49854E-02
    0.22603E+02    0.47256E-02
    0.23059E+02    0.44792E-02
    0.23525E+02    0.42456E-02
    0.24001E+02    0.40240E-02
    0.24485E+02    0.38139E-02
    0.24980E+02    0.36147E-02
    0.25485E+02    0.34258E-02
    0.26000E+02    0.32467E-02
    0.26525E+02    0.30769E-02
    0.27061E+02    0.29158E-02
    0.27607E+02    0.27632E-02
    0.28165E+02    0.26184E-02
    0.28734E+02    0.24812E-02
    0.29314E+02    0.23511E-02
    0.29907E+02    0.22278E-02
    0.30511E+02    0.21109E-02
    0.31127E+02    0.20001E-02
    0.31756E+02    0.18950E-02
    0.32397E+02    0.17955E-02
    0.33052E+02    0.17011E-02
    0.33720E+02    0.16116E-02
    0.34401E+02    0.15268E-02
    0.35096E+02    0.14464E-02
    0.35805E+02    0.13702E-02
    0.36528E+02    0.12981E-02
    0.37266E+02    0.12296E-02
    0.38019E+02    0.11648E-02
    0.38787E+02    0.11033E-02
    0.39570E+02    0.10451E-02
    0.40370E+02    0.98991E-03
    0.41185E+02    0.93762E-03
    0.42017E+02    0.88806E-03
    0.42866E+02    0.84111E-03
    0.43732E+02    0.79661E-03
    0.44615E+02    0.75445E-03
    0.45517E+02    0.71451E-03
    0.46436E+02    0.67666E-03
    0.47374E+02    0.64080E-03
    0.48331E+02    0.60683E-03
    0.49308E+02    0.57464E-03
    0.50304E+02    0.54415E-03
    0.51320E+02    0.51526E-03
    0.52357E+02    0.48789E-03
    0.53414E+02    0.46197E-03
    0.54493E+02    0.43741E-03
    0.55594E+02    0.41415E-03
    0.56717E+02    0.39211E-03
    0.57863E+02    0.37124E-03
    0.59032E+02    0.35147E-03
    0.60224E+02    0.33274E-03
    0.61441E+02    0.31500E-03
    0.62682E+02    0.29820E-03
    0.63949E+02    0.28229E-03
    0.65240E+02    0.26722E-03
    0.66558E+02    0.25294E-03
    0.67903E+02    0.23943E-03
    0.69275E+02    0.22663E-03
    0.70674E+02    0.21450E-03
    0.72102E+02    0.20302E-03
    0.73558E+02    0.19215E-03
    0.75044E+02    0.18186E-03
    0.76560E+02    0.17211E-03
    0.78107E+02    0.16288E-03
    0.79685E+02    0.15414E-03
    0.81294E+02    0.14586E-03
    0.82937E+02    0.13803E-03
    0.84612E+02    0.13061E-03
    0.86321E+02    0.12358E-03
    0.88065E+02    0.11693E-03
    0.89844E+02    0.11064E-03
    0.91659E+02    0.10468E-03
    0.93511E+02    0.99035E-04
    0.95400E+02    0.93693E-04
    0.97327E+02    0.88636E-04
    0.99293E+02    0.83849E-04
    0.10130E+03    0.79317E-04
    0.10335E+03    0.75028E-04
    0.10543E+03    0.70968E-04
    0.10756E+03    0.67125E-04
    0.10974E+03    0.63487E-04
    0.11195E+03    0.60044E-04
    0.11421E+03    0.56786E-04
    0.11652E+03    0.53702E-04
    0.11888E+03    0.50783E-04
    0.12128E+03    0.48021E-04
    0.12373E+03    0.45407E-04
    0.12623E+03    0.42933E-04
    0.12878E+03    0.40592E-04
    0.13138E+03    0.38377E-04
    0.13403E+03    0.36281E-04
    0.13674E+03    0.34298E-04
    0.13950E+03    0.32421E-04
    0.14232E+03    0.30645E-04
    0.14520E+03    0.28965E-04
