#           k/h    P           
    0.18746E-03    0.11333E+00
    0.19125E-03    0.11553E+00
    0.19511E-03    0.11778E+00
    0.19906E-03    0.12007E+00
    0.20308E-03    0.12240E+00
    0.20718E-03    0.12478E+00
    0.21137E-03    0.12720E+00
    0.21564E-03    0.12967E+00
    0.21999E-03    0.13219E+00
    0.22444E-03    0.13476E+00
    0.22897E-03    0.13737E+00
    0.23359E-03    0.14004E+00
    0.23831E-03    0.14276E+00
    0.24313E-03    0.14554E+00
    0.24804E-03    0.14836E+00
    0.25305E-03    0.15124E+00
    0.25816E-03    0.15418E+00
    0.26338E-03    0.15718E+00
    0.26870E-03    0.16023E+00
    0.27413E-03    0.16334E+00
    0.27966E-03    0.16651E+00
    0.28531E-03    0.16975E+00
    0.29108E-03    0.17304E+00
    0.29696E-03    0.17640E+00
    0.30296E-03    0.17983E+00
    0.30908E-03    0.18332E+00
    0.31532E-03    0.18688E+00
    0.32169E-03    0.19051E+00
    0.32819E-03    0.19420E+00
    0.33482E-03    0.19797E+00
    0.34158E-03    0.20182E+00
    0.34848E-03    0.20574E+00
    0.35552E-03    0.20973E+00
    0.36270E-03    0.21380E+00
    0.37003E-03    0.21795E+00
    0.37751E-03    0.22218E+00
    0.38513E-03    0.22649E+00
    0.39291E-03    0.23089E+00
    0.40085E-03    0.23537E+00
    0.40895E-03    0.23993E+00
    0.41721E-03    0.24459E+00
    0.42564E-03    0.24933E+00
    0.43424E-03    0.25417E+00
    0.44301E-03    0.25910E+00
    0.45196E-03    0.26413E+00
    0.46109E-03    0.26925E+00
    0.47040E-03    0.27447E+00
    0.47991E-03    0.27979E+00
    0.48960E-03    0.28522E+00
    0.49949E-03    0.29075E+00
    0.50958E-03    0.29638E+00
    0.51988E-03    0.30213E+00
    0.53038E-03    0.30798E+00
    0.54109E-03    0.31395E+00
    0.55202E-03    0.32003E+00
    0.56317E-03    0.32623E+00
    0.57455E-03    0.33255E+00
    0.58616E-03    0.33900E+00
    0.59800E-03    0.34556E+00
    0.61008E-03    0.35225E+00
    0.62240E-03    0.35907E+00
    0.63498E-03    0.36602E+00
    0.64780E-03    0.37311E+00
    0.66089E-03    0.38033E+00
    0.67424E-03    0.38769E+00
    0.68786E-03    0.39519E+00
    0.70176E-03    0.40283E+00
    0.71593E-03    0.41062E+00
    0.73040E-03    0.41856E+00
    0.74515E-03    0.42665E+00
    0.76021E-03    0.43489E+00
    0.77556E-03    0.44330E+00
    0.79123E-03    0.45186E+00
    0.80721E-03    0.46059E+00
    0.82352E-03    0.46948E+00
    0.84016E-03    0.47854E+00
    0.85713E-03    0.48777E+00
    0.87444E-03    0.49718E+00
    0.89211E-03    0.50677E+00
    0.91013E-03    0.51654E+00
    0.92852E-03    0.52649E+00
    0.94727E-03    0.53664E+00
    0.96641E-03    0.54697E+00
    0.98593E-03    0.55750E+00
    0.10059E-02    0.56823E+00
    0.10262E-02    0.57916E+00
    0.10469E-02    0.59030E+00
    0.10680E-02    0.60164E+00
    0.10896E-02    0.61320E+00
    0.11116E-02    0.62498E+00
    0.11341E-02    0.63697E+00
    0.11570E-02    0.64919E+00
    0.11804E-02    0.66164E+00
    0.12042E-02    0.67432E+00
    0.12285E-02    0.68723E+00
    0.12534E-02    0.70038E+00
    0.12787E-02    0.71378E+00
    0.13045E-02    0.72742E+00
    0.13309E-02    0.74132E+00
    0.13578E-02    0.75547E+00
    0.13852E-02    0.76988E+00
    0.14132E-02    0.78456E+00
    0.14417E-02    0.79950E+00
    0.14708E-02    0.81471E+00
    0.15006E-02    0.83021E+00
    0.15309E-02    0.84598E+00
    0.15618E-02    0.86203E+00
    0.15933E-02    0.87838E+00
    0.16255E-02    0.89502E+00
    0.16584E-02    0.91196E+00
    0.16919E-02    0.92919E+00
    0.17260E-02    0.94674E+00
    0.17609E-02    0.96459E+00
    0.17965E-02    0.98276E+00
    0.18328E-02    0.10013E+01
    0.18698E-02    0.10201E+01
    0.19076E-02    0.10392E+01
    0.19461E-02    0.10587E+01
    0.19854E-02    0.10785E+01
    0.20255E-02    0.10986E+01
    0.20665E-02    0.11191E+01
    0.21082E-02    0.11399E+01
    0.21508E-02    0.11611E+01
    0.21942E-02    0.11827E+01
    0.22386E-02    0.12046E+01
    0.22838E-02    0.12268E+01
    0.23299E-02    0.12495E+01
    0.23770E-02    0.12725E+01
    0.24250E-02    0.12958E+01
    0.24740E-02    0.13196E+01
    0.25240E-02    0.13437E+01
    0.25750E-02    0.13682E+01
    0.26270E-02    0.13931E+01
    0.26800E-02    0.14184E+01
    0.27342E-02    0.14440E+01
    0.27894E-02    0.14701E+01
    0.28458E-02    0.14965E+01
    0.29033E-02    0.15234E+01
    0.29619E-02    0.15506E+01
    0.30217E-02    0.15782E+01
    0.30828E-02    0.16062E+01
    0.31451E-02    0.16346E+01
    0.32086E-02    0.16635E+01
    0.32734E-02    0.16927E+01
    0.33395E-02    0.17223E+01
    0.34070E-02    0.17522E+01
    0.34758E-02    0.17826E+01
    0.35460E-02    0.18134E+01
    0.36177E-02    0.18445E+01
    0.36908E-02    0.18761E+01
    0.37653E-02    0.19080E+01
    0.38414E-02    0.19402E+01
    0.39190E-02    0.19729E+01
    0.39982E-02    0.20059E+01
    0.40789E-02    0.20393E+01
    0.41613E-02    0.20730E+01
    0.42454E-02    0.21070E+01
    0.43312E-02    0.21414E+01
    0.44186E-02    0.21762E+01
    0.45079E-02    0.22112E+01
    0.45990E-02    0.22465E+01
    0.46919E-02    0.22822E+01
    0.47867E-02    0.23181E+01
    0.48834E-02    0.23543E+01
    0.49820E-02    0.23908E+01
    0.50827E-02    0.24275E+01
    0.51853E-02    0.24644E+01
    0.52901E-02    0.25015E+01
    0.53969E-02    0.25389E+01
    0.55060E-02    0.25764E+01
    0.56172E-02    0.26141E+01
    0.57307E-02    0.26519E+01
    0.58464E-02    0.26899E+01
    0.59645E-02    0.27279E+01
    0.60850E-02    0.27661E+01
    0.62080E-02    0.28043E+01
    0.63334E-02    0.28425E+01
    0.64613E-02    0.28808E+01
    0.65918E-02    0.29191E+01
    0.67250E-02    0.29573E+01
    0.68609E-02    0.29955E+01
    0.69995E-02    0.30336E+01
    0.71409E-02    0.30716E+01
    0.72851E-02    0.31095E+01
    0.74323E-02    0.31472E+01
    0.75824E-02    0.31847E+01
    0.77356E-02    0.32221E+01
    0.78919E-02    0.32591E+01
    0.80513E-02    0.32959E+01
    0.82139E-02    0.33324E+01
    0.83799E-02    0.33686E+01
    0.85492E-02    0.34044E+01
    0.87219E-02    0.34398E+01
    0.88981E-02    0.34748E+01
    0.90778E-02    0.35094E+01
    0.92612E-02    0.35434E+01
    0.94483E-02    0.35769E+01
    0.96392E-02    0.36099E+01
    0.98339E-02    0.36423E+01
    0.10033E-01    0.36741E+01
    0.10235E-01    0.37052E+01
    0.10442E-01    0.37357E+01
    0.10653E-01    0.37654E+01
    0.10868E-01    0.37943E+01
    0.11088E-01    0.38224E+01
    0.11312E-01    0.38497E+01
    0.11540E-01    0.38761E+01
    0.11773E-01    0.39016E+01
    0.12011E-01    0.39261E+01
    0.12254E-01    0.39496E+01
    0.12501E-01    0.39721E+01
    0.12754E-01    0.39934E+01
    0.13011E-01    0.40136E+01
    0.13274E-01    0.40327E+01
    0.13543E-01    0.40505E+01
    0.13816E-01    0.40670E+01
    0.14095E-01    0.40821E+01
    0.14380E-01    0.40960E+01
    0.14670E-01    0.41083E+01
    0.14967E-01    0.41193E+01
    0.15269E-01    0.41287E+01
    0.15578E-01    0.41365E+01
    0.15892E-01    0.41428E+01
    0.16213E-01    0.41474E+01
    0.16541E-01    0.41503E+01
    0.16875E-01    0.41515E+01
    0.17216E-01    0.41509E+01
    0.17564E-01    0.41485E+01
    0.17918E-01    0.41443E+01
    0.18280E-01    0.41382E+01
    0.18650E-01    0.41302E+01
    0.19027E-01    0.41203E+01
    0.19411E-01    0.41085E+01
    0.19803E-01    0.40947E+01
    0.20203E-01    0.40790E+01
    0.20611E-01    0.40613E+01
    0.21028E-01    0.40415E+01
    0.21452E-01    0.40198E+01
    0.21886E-01    0.39961E+01
    0.22328E-01    0.39704E+01
    0.22779E-01    0.39427E+01
    0.23239E-01    0.39131E+01
    0.23708E-01    0.38815E+01
    0.24187E-01    0.38480E+01
    0.24676E-01    0.38127E+01
    0.25175E-01    0.37755E+01
    0.25683E-01    0.37366E+01
    0.26202E-01    0.36959E+01
    0.26731E-01    0.36536E+01
    0.27271E-01    0.36098E+01
    0.27822E-01    0.35644E+01
    0.28384E-01    0.35177E+01
    0.28958E-01    0.34696E+01
    0.29543E-01    0.34204E+01
    0.30139E-01    0.33700E+01
    0.30748E-01    0.33187E+01
    0.31369E-01    0.32665E+01
    0.32003E-01    0.32136E+01
    0.32650E-01    0.31602E+01
    0.33309E-01    0.31063E+01
    0.33982E-01    0.30521E+01
    0.34669E-01    0.29977E+01
    0.35369E-01    0.29434E+01
    0.36083E-01    0.28892E+01
    0.36812E-01    0.28353E+01
    0.37556E-01    0.27818E+01
    0.38315E-01    0.27283E+01
    0.39089E-01    0.26754E+01
    0.39878E-01    0.26234E+01
    0.40684E-01    0.25725E+01
    0.41506E-01    0.25227E+01
    0.42344E-01    0.24743E+01
    0.43200E-01    0.24274E+01
    0.44072E-01    0.23819E+01
    0.44963E-01    0.23382E+01
    0.45871E-01    0.22960E+01
    0.46798E-01    0.22556E+01
    0.47743E-01    0.22169E+01
    0.48708E-01    0.21799E+01
    0.49691E-01    0.21444E+01
    0.50695E-01    0.21105E+01
    0.51719E-01    0.20780E+01
    0.52764E-01    0.20468E+01
    0.53830E-01    0.20169E+01
    0.54918E-01    0.19880E+01
    0.56027E-01    0.19601E+01
    0.57159E-01    0.19330E+01
    0.58313E-01    0.19070E+01
    0.59491E-01    0.18814E+01
    0.60693E-01    0.18592E+01
    0.61919E-01    0.18343E+01
    0.63170E-01    0.18092E+01
    0.64446E-01    0.17836E+01
    0.65748E-01    0.17573E+01
    0.67077E-01    0.17300E+01
    0.68432E-01    0.17015E+01
    0.69814E-01    0.16715E+01
    0.71224E-01    0.16399E+01
    0.72663E-01    0.16066E+01
    0.74131E-01    0.15715E+01
    0.75629E-01    0.15346E+01
    0.77156E-01    0.14959E+01
    0.78715E-01    0.14556E+01
    0.80305E-01    0.14139E+01
    0.81927E-01    0.13710E+01
    0.83582E-01    0.13274E+01
    0.85271E-01    0.12832E+01
    0.86993E-01    0.12389E+01
    0.88751E-01    0.11948E+01
    0.90544E-01    0.11514E+01
    0.92373E-01    0.11091E+01
    0.94239E-01    0.10683E+01
    0.96143E-01    0.10293E+01
    0.98085E-01    0.99255E+00
    0.10007E+00    0.95827E+00
    0.10209E+00    0.92671E+00
    0.10415E+00    0.89799E+00
    0.10625E+00    0.87213E+00
    0.10840E+00    0.84904E+00
    0.11059E+00    0.82853E+00
    0.11282E+00    0.81028E+00
    0.11510E+00    0.79394E+00
    0.11743E+00    0.77908E+00
    0.11980E+00    0.76522E+00
    0.12222E+00    0.75183E+00
    0.12469E+00    0.73836E+00
    0.12721E+00    0.72423E+00
    0.12978E+00    0.70890E+00
    0.13240E+00    0.69195E+00
    0.13508E+00    0.67308E+00
    0.13780E+00    0.65227E+00
    0.14059E+00    0.62972E+00
    0.14343E+00    0.60584E+00
    0.14633E+00    0.58117E+00
    0.14928E+00    0.55630E+00
    0.15230E+00    0.53179E+00
    0.15537E+00    0.50817E+00
    0.15851E+00    0.48593E+00
    0.16171E+00    0.46554E+00
    0.16498E+00    0.44735E+00
    0.16831E+00    0.43157E+00
    0.17171E+00    0.41813E+00
    0.17518E+00    0.40676E+00
    0.17872E+00    0.39694E+00
    0.18233E+00    0.38805E+00
    0.18602E+00    0.37949E+00
    0.18977E+00    0.37068E+00
    0.19361E+00    0.36117E+00
    0.19752E+00    0.35060E+00
    0.20151E+00    0.33883E+00
    0.20558E+00    0.32592E+00
    0.20973E+00    0.31222E+00
    0.21397E+00    0.29822E+00
    0.21829E+00    0.28451E+00
    0.22270E+00    0.27160E+00
    0.22720E+00    0.25992E+00
    0.23179E+00    0.24969E+00
    0.23647E+00    0.24095E+00
    0.24125E+00    0.23347E+00
    0.24612E+00    0.22685E+00
    0.25110E+00    0.22057E+00
    0.25617E+00    0.21418E+00
    0.26134E+00    0.20734E+00
    0.26662E+00    0.19990E+00
    0.27201E+00    0.19193E+00
    0.27750E+00    0.18365E+00
    0.28311E+00    0.17544E+00
    0.28883E+00    0.16770E+00
    0.29466E+00    0.16069E+00
    0.30062E+00    0.15450E+00
    0.30669E+00    0.14903E+00
    0.31288E+00    0.14405E+00
    0.31920E+00    0.13928E+00
    0.32565E+00    0.13446E+00
    0.33223E+00    0.12940E+00
    0.33894E+00    0.12413E+00
    0.34579E+00    0.11883E+00
    0.35278E+00    0.11370E+00
    0.35990E+00    0.10892E+00
    0.36717E+00    0.10458E+00
    0.37459E+00    0.10062E+00
    0.38216E+00    0.96912E-01
    0.38988E+00    0.93293E-01
    0.39775E+00    0.89653E-01
    0.40579E+00    0.85978E-01
    0.41399E+00    0.82348E-01
    0.42235E+00    0.78864E-01
    0.43088E+00    0.75599E-01
    0.43959E+00    0.72569E-01
    0.44847E+00    0.69712E-01
    0.45753E+00    0.66942E-01
    0.46677E+00    0.64218E-01
    0.47620E+00    0.61535E-01
    0.48582E+00    0.58935E-01
    0.49563E+00    0.56462E-01
    0.50564E+00    0.54125E-01
    0.51586E+00    0.51906E-01
    0.52628E+00    0.49766E-01
    0.53691E+00    0.47686E-01
    0.54776E+00    0.45667E-01
    0.55882E+00    0.43728E-01
    0.57011E+00    0.41881E-01
    0.58163E+00    0.40119E-01
    0.59338E+00    0.38427E-01
    0.60537E+00    0.36794E-01
    0.61760E+00    0.35220E-01
    0.63007E+00    0.33710E-01
    0.64280E+00    0.32267E-01
    0.65579E+00    0.30885E-01
    0.66903E+00    0.29557E-01
    0.68255E+00    0.28281E-01
    0.69634E+00    0.27055E-01
    0.71040E+00    0.25883E-01
    0.72475E+00    0.24760E-01
    0.73940E+00    0.23682E-01
    0.75433E+00    0.22649E-01
    0.76957E+00    0.21658E-01
    0.78512E+00    0.20709E-01
    0.80098E+00    0.19800E-01
    0.81716E+00    0.18928E-01
    0.83367E+00    0.18094E-01
    0.85051E+00    0.17294E-01
    0.86769E+00    0.16528E-01
    0.88522E+00    0.15795E-01
    0.90310E+00    0.15092E-01
    0.92134E+00    0.14420E-01
    0.93996E+00    0.13776E-01
    0.95894E+00    0.13160E-01
    0.97832E+00    0.12571E-01
    0.99808E+00    0.12007E-01
    0.10182E+01    0.11467E-01
    0.10388E+01    0.10950E-01
    0.10598E+01    0.10456E-01
    0.10812E+01    0.99829E-02
    0.11030E+01    0.95306E-02
    0.11253E+01    0.90980E-02
    0.11481E+01    0.86844E-02
    0.11713E+01    0.82889E-02
    0.11949E+01    0.79108E-02
    0.12191E+01    0.75494E-02
    0.12437E+01    0.72039E-02
    0.12688E+01    0.68737E-02
    0.12944E+01    0.65581E-02
    0.13206E+01    0.62565E-02
    0.13473E+01    0.59683E-02
    0.13745E+01    0.56930E-02
    0.14023E+01    0.54299E-02
    0.14306E+01    0.51786E-02
    0.14595E+01    0.49385E-02
    0.14890E+01    0.47093E-02
    0.15190E+01    0.44904E-02
    0.15497E+01    0.42813E-02
    0.15810E+01    0.40817E-02
    0.16130E+01    0.38911E-02
    0.16456E+01    0.37091E-02
    0.16788E+01    0.35355E-02
    0.17127E+01    0.33697E-02
    0.17473E+01    0.32115E-02
    0.17826E+01    0.30605E-02
    0.18186E+01    0.29163E-02
    0.18554E+01    0.27788E-02
    0.18928E+01    0.26476E-02
    0.19311E+01    0.25225E-02
    0.19701E+01    0.24031E-02
    0.20099E+01    0.22892E-02
    0.20505E+01    0.21805E-02
    0.20919E+01    0.20769E-02
    0.21342E+01    0.19781E-02
    0.21773E+01    0.18839E-02
    0.22213E+01    0.17940E-02
    0.22661E+01    0.17084E-02
    0.23119E+01    0.16267E-02
    0.23586E+01    0.15488E-02
    0.24063E+01    0.14746E-02
    0.24549E+01    0.14039E-02
    0.25045E+01    0.13364E-02
    0.25551E+01    0.12722E-02
    0.26067E+01    0.12109E-02
    0.26593E+01    0.11526E-02
    0.27131E+01    0.10969E-02
    0.27679E+01    0.10440E-02
    0.28238E+01    0.99348E-03
    0.28808E+01    0.94538E-03
    0.29390E+01    0.89957E-03
    0.29984E+01    0.85592E-03
    0.30590E+01    0.81436E-03
    0.31208E+01    0.77477E-03
    0.31838E+01    0.73707E-03
    0.32481E+01    0.70116E-03
    0.33137E+01    0.66697E-03
    0.33807E+01    0.63442E-03
    0.34490E+01    0.60342E-03
    0.35187E+01    0.57391E-03
    0.35897E+01    0.54581E-03
    0.36623E+01    0.51906E-03
    0.37362E+01    0.49360E-03
    0.38117E+01    0.46937E-03
    0.38887E+01    0.44630E-03
    0.39673E+01    0.42435E-03
    0.40474E+01    0.40346E-03
    0.41292E+01    0.38358E-03
    0.42126E+01    0.36466E-03
    0.42977E+01    0.34666E-03
    0.43845E+01    0.32953E-03
    0.44731E+01    0.31323E-03
    0.45634E+01    0.29773E-03
    0.46556E+01    0.28298E-03
    0.47497E+01    0.26895E-03
    0.48456E+01    0.25560E-03
    0.49435E+01    0.24290E-03
    0.50434E+01    0.23083E-03
    0.51453E+01    0.21935E-03
    0.52492E+01    0.20842E-03
    0.53553E+01    0.19804E-03
    0.54634E+01    0.18816E-03
    0.55738E+01    0.17877E-03
    0.56864E+01    0.16984E-03
    0.58013E+01    0.16135E-03
    0.59185E+01    0.15328E-03
    0.60380E+01    0.14560E-03
    0.61600E+01    0.13831E-03
    0.62844E+01    0.13137E-03
    0.64114E+01    0.12478E-03
    0.65409E+01    0.11851E-03
    0.66731E+01    0.11256E-03
    0.68079E+01    0.10690E-03
    0.69454E+01    0.10152E-03
    0.70857E+01    0.96403E-04
    0.72288E+01    0.91544E-04
    0.73749E+01    0.86926E-04
    0.75238E+01    0.82539E-04
    0.76758E+01    0.78369E-04
    0.78309E+01    0.74408E-04
    0.79891E+01    0.70645E-04
    0.81505E+01    0.67069E-04
    0.83151E+01    0.63672E-04
    0.84831E+01    0.60445E-04
    0.86545E+01    0.57379E-04
    0.88293E+01    0.54467E-04
    0.90077E+01    0.51701E-04
    0.91896E+01    0.49074E-04
    0.93753E+01    0.46578E-04
    0.95647E+01    0.44208E-04
    0.97579E+01    0.41958E-04
    0.99550E+01    0.39820E-04
    0.10156E+02    0.37790E-04
    0.10361E+02    0.35862E-04
    0.10571E+02    0.34032E-04
    0.10784E+02    0.32294E-04
    0.11002E+02    0.30643E-04
    0.11224E+02    0.29076E-04
    0.11451E+02    0.27589E-04
    0.11682E+02    0.26176E-04
    0.11918E+02    0.24835E-04
    0.12159E+02    0.23562E-04
    0.12405E+02    0.22354E-04
    0.12655E+02    0.21207E-04
    0.12911E+02    0.20118E-04
    0.13172E+02    0.19084E-04
    0.13438E+02    0.18103E-04
    0.13709E+02    0.17172E-04
    0.13986E+02    0.16289E-04
    0.14269E+02    0.15450E-04
    0.14557E+02    0.14654E-04
    0.14851E+02    0.13899E-04
    0.15151E+02    0.13182E-04
    0.15457E+02    0.12502E-04
    0.15769E+02    0.11856E-04
    0.16088E+02    0.11244E-04
    0.16413E+02    0.10663E-04
    0.16745E+02    0.10111E-04
    0.17083E+02    0.95881E-05
    0.17428E+02    0.90918E-05
    0.17780E+02    0.86210E-05
    0.18139E+02    0.81743E-05
    0.18506E+02    0.77505E-05
    0.18880E+02    0.73485E-05
    0.19261E+02    0.69672E-05
    0.19650E+02    0.66054E-05
    0.20047E+02    0.62623E-05
    0.20452E+02    0.59369E-05
    0.20865E+02    0.56282E-05
    0.21287E+02    0.53354E-05
    0.21717E+02    0.50577E-05
    0.22155E+02    0.47944E-05
    0.22603E+02    0.45446E-05
    0.23059E+02    0.43078E-05
    0.23525E+02    0.40831E-05
    0.24001E+02    0.38701E-05
    0.24485E+02    0.36682E-05
    0.24980E+02    0.34766E-05
    0.25485E+02    0.32950E-05
    0.26000E+02    0.31228E-05
    0.26525E+02    0.29595E-05
    0.27061E+02    0.28047E-05
    0.27607E+02    0.26579E-05
    0.28165E+02    0.25188E-05
    0.28734E+02    0.23869E-05
    0.29314E+02    0.22618E-05
    0.29907E+02    0.21432E-05
    0.30511E+02    0.20308E-05
    0.31127E+02    0.19243E-05
    0.31756E+02    0.18232E-05
    0.32397E+02    0.17275E-05
    0.33052E+02    0.16367E-05
    0.33720E+02    0.15507E-05
    0.34401E+02    0.14692E-05
    0.35096E+02    0.13919E-05
    0.35805E+02    0.13187E-05
    0.36528E+02    0.12492E-05
    0.37266E+02    0.11834E-05
    0.38019E+02    0.11211E-05
    0.38787E+02    0.10620E-05
    0.39570E+02    0.10060E-05
    0.40370E+02    0.95293E-06
    0.41185E+02    0.90264E-06
    0.42017E+02    0.85498E-06
    0.42866E+02    0.80983E-06
    0.43732E+02    0.76704E-06
    0.44615E+02    0.72649E-06
    0.45517E+02    0.68808E-06
    0.46436E+02    0.65168E-06
    0.47374E+02    0.61719E-06
    0.48331E+02    0.58451E-06
    0.49308E+02    0.55356E-06
    0.50304E+02    0.52423E-06
    0.51320E+02    0.49644E-06
    0.52357E+02    0.47012E-06
    0.53414E+02    0.44518E-06
    0.54493E+02    0.42156E-06
    0.55594E+02    0.39918E-06
    0.56717E+02    0.37798E-06
    0.57863E+02    0.35790E-06
    0.59032E+02    0.33887E-06
    0.60224E+02    0.32086E-06
    0.61441E+02    0.30379E-06
    0.62682E+02    0.28763E-06
    0.63949E+02    0.27232E-06
    0.65240E+02    0.25782E-06
    0.66558E+02    0.24408E-06
    0.67903E+02    0.23107E-06
    0.69275E+02    0.21875E-06
    0.70674E+02    0.20709E-06
    0.72102E+02    0.19604E-06
    0.73558E+02    0.18557E-06
    0.75044E+02    0.17567E-06
    0.76560E+02    0.16628E-06
    0.78107E+02    0.15740E-06
    0.79685E+02    0.14898E-06
    0.81294E+02    0.14101E-06
    0.82937E+02    0.13347E-06
    0.84612E+02    0.12633E-06
    0.86321E+02    0.11956E-06
    0.88065E+02    0.11316E-06
    0.89844E+02    0.10709E-06
    0.91659E+02    0.10135E-06
    0.93511E+02    0.95916E-07
    0.95400E+02    0.90769E-07
    0.97327E+02    0.85898E-07
    0.99293E+02    0.81285E-07
    0.10130E+03    0.76918E-07
    0.10335E+03    0.72784E-07
    0.10543E+03    0.68870E-07
    0.10756E+03    0.65165E-07
    0.10974E+03    0.61658E-07
    0.11195E+03    0.58339E-07
    0.11421E+03    0.55196E-07
    0.11652E+03    0.52222E-07
    0.11888E+03    0.49406E-07
    0.12128E+03    0.46741E-07
    0.12373E+03    0.44219E-07
    0.12623E+03    0.41831E-07
    0.12878E+03    0.39572E-07
    0.13138E+03    0.37433E-07
    0.13403E+03    0.35409E-07
    0.13674E+03    0.33493E-07
    0.13950E+03    0.31680E-07
    0.14232E+03    0.29965E-07
    0.14520E+03    0.28341E-07
