#           k/h    P           
    0.14520E+03    0.98480E-04
    0.14813E+03    0.93075E-04
    0.15112E+03    0.87961E-04
    0.15417E+03    0.83123E-04
    0.15729E+03    0.78546E-04
    0.16047E+03    0.74216E-04
    0.16371E+03    0.70121E-04
    0.16701E+03    0.66247E-04
    0.17039E+03    0.62583E-04
    0.17383E+03    0.59117E-04
    0.17734E+03    0.55840E-04
    0.18092E+03    0.52740E-04
    0.18458E+03    0.49808E-04
    0.18831E+03    0.47036E-04
    0.19211E+03    0.44414E-04
    0.19599E+03    0.41935E-04
    0.19995E+03    0.39591E-04
    0.20399E+03    0.37375E-04
    0.20811E+03    0.35280E-04
    0.21232E+03    0.33299E-04
    0.21661E+03    0.31427E-04
    0.22098E+03    0.29657E-04
    0.22545E+03    0.27984E-04
    0.23000E+03    0.26402E-04
    0.23465E+03    0.24908E-04
    0.23939E+03    0.23495E-04
    0.24422E+03    0.22161E-04
    0.24916E+03    0.20899E-04
    0.25419E+03    0.19708E-04
    0.25932E+03    0.18582E-04
    0.26456E+03    0.17518E-04
    0.26991E+03    0.16514E-04
    0.27536E+03    0.15565E-04
    0.28092E+03    0.14668E-04
    0.28660E+03    0.13822E-04
    0.29239E+03    0.13022E-04
    0.29829E+03    0.12268E-04
    0.30432E+03    0.11555E-04
    0.31047E+03    0.10883E-04
    0.31674E+03    0.10248E-04
    0.32314E+03    0.96483E-05
    0.32967E+03    0.90828E-05
    0.33632E+03    0.85492E-05
    0.34312E+03    0.80458E-05
    0.35005E+03    0.75708E-05
    0.35712E+03    0.71228E-05
    0.36434E+03    0.67004E-05
    0.37170E+03    0.63020E-05
    0.37921E+03    0.59264E-05
    0.38687E+03    0.55724E-05
    0.39468E+03    0.52387E-05
    0.40265E+03    0.49242E-05
    0.41079E+03    0.46279E-05
    0.41909E+03    0.43488E-05
    0.42755E+03    0.40859E-05
    0.43619E+03    0.38383E-05
    0.44500E+03    0.36051E-05
    0.45399E+03    0.33857E-05
    0.46316E+03    0.31791E-05
    0.47252E+03    0.29848E-05
    0.48206E+03    0.28019E-05
    0.49180E+03    0.26299E-05
    0.50174E+03    0.24681E-05
