#           k/h    P           
    0.76217E-04    0.32709E+02
    0.77757E-04    0.33345E+02
    0.79328E-04    0.33993E+02
    0.80930E-04    0.34653E+02
    0.82565E-04    0.35327E+02
    0.84233E-04    0.36013E+02
    0.85935E-04    0.36713E+02
    0.87671E-04    0.37426E+02
    0.89442E-04    0.38153E+02
    0.91249E-04    0.38894E+02
    0.93092E-04    0.39650E+02
    0.94973E-04    0.40420E+02
    0.96891E-04    0.41206E+02
    0.98849E-04    0.42006E+02
    0.10085E-03    0.42822E+02
    0.10288E-03    0.43654E+02
    0.10496E-03    0.44502E+02
    0.10708E-03    0.45367E+02
    0.10924E-03    0.46248E+02
    0.11145E-03    0.47146E+02
    0.11370E-03    0.48062E+02
    0.11600E-03    0.48996E+02
    0.11834E-03    0.49947E+02
    0.12073E-03    0.50917E+02
    0.12317E-03    0.51906E+02
    0.12566E-03    0.52915E+02
    0.12820E-03    0.53942E+02
    0.13079E-03    0.54990E+02
    0.13343E-03    0.56058E+02
    0.13613E-03    0.57147E+02
    0.13888E-03    0.58256E+02
    0.14168E-03    0.59388E+02
    0.14454E-03    0.60541E+02
    0.14746E-03    0.61717E+02
    0.15044E-03    0.62915E+02
    0.15348E-03    0.64137E+02
    0.15658E-03    0.65382E+02
    0.15975E-03    0.66651E+02
    0.16297E-03    0.67945E+02
    0.16627E-03    0.69264E+02
    0.16962E-03    0.70609E+02
    0.17305E-03    0.71980E+02
    0.17655E-03    0.73377E+02
    0.18011E-03    0.74801E+02
    0.18375E-03    0.76253E+02
    0.18746E-03    0.77733E+02
    0.19125E-03    0.79242E+02
    0.19511E-03    0.80780E+02
    0.19906E-03    0.82347E+02
    0.20308E-03    0.83945E+02
    0.20718E-03    0.85574E+02
    0.21137E-03    0.87234E+02
    0.21564E-03    0.88926E+02
    0.21999E-03    0.90651E+02
    0.22444E-03    0.92410E+02
    0.22897E-03    0.94202E+02
    0.23359E-03    0.96029E+02
    0.23831E-03    0.97891E+02
    0.24313E-03    0.99790E+02
    0.24804E-03    0.10172E+03
    0.25305E-03    0.10370E+03
    0.25816E-03    0.10571E+03
    0.26338E-03    0.10776E+03
    0.26870E-03    0.10984E+03
    0.27413E-03    0.11197E+03
    0.27966E-03    0.11414E+03
    0.28531E-03    0.11635E+03
    0.29108E-03    0.11861E+03
    0.29696E-03    0.12091E+03
    0.30296E-03    0.12325E+03
    0.30908E-03    0.12563E+03
    0.31532E-03    0.12807E+03
    0.32169E-03    0.13055E+03
    0.32819E-03    0.13307E+03
    0.33482E-03    0.13565E+03
    0.34158E-03    0.13827E+03
    0.34848E-03    0.14095E+03
    0.35552E-03    0.14367E+03
    0.36270E-03    0.14645E+03
    0.37003E-03    0.14928E+03
    0.37751E-03    0.15217E+03
    0.38513E-03    0.15511E+03
    0.39291E-03    0.15811E+03
    0.40085E-03    0.16116E+03
    0.40895E-03    0.16428E+03
    0.41721E-03    0.16745E+03
    0.42564E-03    0.17068E+03
    0.43424E-03    0.17398E+03
    0.44301E-03    0.17733E+03
    0.45196E-03    0.18075E+03
    0.46109E-03    0.18424E+03
    0.47040E-03    0.18779E+03
    0.47991E-03    0.19141E+03
    0.48960E-03    0.19510E+03
    0.49949E-03    0.19885E+03
    0.50958E-03    0.20268E+03
    0.51988E-03    0.20658E+03
    0.53038E-03    0.21056E+03
    0.54109E-03    0.21460E+03
    0.55202E-03    0.21873E+03
    0.56317E-03    0.22293E+03
    0.57455E-03    0.22721E+03
    0.58616E-03    0.23157E+03
    0.59800E-03    0.23602E+03
    0.61008E-03    0.24054E+03
    0.62240E-03    0.24515E+03
    0.63498E-03    0.24985E+03
    0.64780E-03    0.25464E+03
    0.66089E-03    0.25951E+03
    0.67424E-03    0.26447E+03
    0.68786E-03    0.26953E+03
    0.70176E-03    0.27468E+03
    0.71593E-03    0.27992E+03
    0.73040E-03    0.28526E+03
    0.74515E-03    0.29070E+03
    0.76021E-03    0.29623E+03
    0.77556E-03    0.30187E+03
    0.79123E-03    0.30762E+03
    0.80721E-03    0.31346E+03
    0.82352E-03    0.31942E+03
    0.84016E-03    0.32548E+03
    0.85713E-03    0.33165E+03
    0.87444E-03    0.33793E+03
    0.89211E-03    0.34433E+03
    0.91013E-03    0.35084E+03
    0.92852E-03    0.35746E+03
    0.94727E-03    0.36421E+03
    0.96641E-03    0.37107E+03
    0.98593E-03    0.37806E+03
    0.10059E-02    0.38517E+03
    0.10262E-02    0.39241E+03
    0.10469E-02    0.39977E+03
    0.10680E-02    0.40727E+03
    0.10896E-02    0.41489E+03
    0.11116E-02    0.42265E+03
    0.11341E-02    0.43054E+03
    0.11570E-02    0.43857E+03
    0.11804E-02    0.44674E+03
    0.12042E-02    0.45505E+03
    0.12285E-02    0.46350E+03
    0.12534E-02    0.47209E+03
    0.12787E-02    0.48083E+03
    0.13045E-02    0.48972E+03
    0.13309E-02    0.49876E+03
    0.13578E-02    0.50795E+03
    0.13852E-02    0.51730E+03
    0.14132E-02    0.52680E+03
    0.14417E-02    0.53645E+03
    0.14708E-02    0.54627E+03
    0.15006E-02    0.55625E+03
    0.15309E-02    0.56639E+03
    0.15618E-02    0.57669E+03
    0.15933E-02    0.58716E+03
    0.16255E-02    0.59780E+03
    0.16584E-02    0.60861E+03
    0.16919E-02    0.61959E+03
    0.17260E-02    0.63075E+03
    0.17609E-02    0.64208E+03
    0.17965E-02    0.65359E+03
    0.18328E-02    0.66528E+03
    0.18698E-02    0.67714E+03
    0.19076E-02    0.68919E+03
    0.19461E-02    0.70142E+03
    0.19854E-02    0.71384E+03
    0.20255E-02    0.72644E+03
    0.20665E-02    0.73923E+03
    0.21082E-02    0.75221E+03
    0.21508E-02    0.76538E+03
    0.21942E-02    0.77874E+03
    0.22386E-02    0.79229E+03
    0.22838E-02    0.80604E+03
    0.23299E-02    0.81998E+03
    0.23770E-02    0.83412E+03
    0.24250E-02    0.84845E+03
    0.24740E-02    0.86297E+03
    0.25240E-02    0.87770E+03
    0.25750E-02    0.89262E+03
    0.26270E-02    0.90774E+03
    0.26800E-02    0.92306E+03
    0.27342E-02    0.93857E+03
    0.27894E-02    0.95429E+03
    0.28458E-02    0.97020E+03
    0.29033E-02    0.98631E+03
    0.29619E-02    0.10026E+04
    0.30217E-02    0.10191E+04
    0.30828E-02    0.10358E+04
    0.31451E-02    0.10527E+04
    0.32086E-02    0.10698E+04
    0.32734E-02    0.10871E+04
    0.33395E-02    0.11046E+04
    0.34070E-02    0.11223E+04
    0.34758E-02    0.11401E+04
    0.35460E-02    0.11582E+04
    0.36177E-02    0.11764E+04
    0.36908E-02    0.11948E+04
    0.37653E-02    0.12134E+04
    0.38414E-02    0.12322E+04
    0.39190E-02    0.12512E+04
    0.39982E-02    0.12703E+04
    0.40789E-02    0.12896E+04
    0.41613E-02    0.13090E+04
    0.42454E-02    0.13287E+04
    0.43312E-02    0.13484E+04
    0.44186E-02    0.13684E+04
    0.45079E-02    0.13884E+04
    0.45990E-02    0.14087E+04
    0.46919E-02    0.14290E+04
    0.47867E-02    0.14495E+04
    0.48834E-02    0.14702E+04
    0.49820E-02    0.14909E+04
    0.50827E-02    0.15118E+04
    0.51853E-02    0.15327E+04
    0.52901E-02    0.15538E+04
    0.53969E-02    0.15750E+04
    0.55060E-02    0.15962E+04
    0.56172E-02    0.16175E+04
    0.57307E-02    0.16389E+04
    0.58464E-02    0.16604E+04
    0.59645E-02    0.16819E+04
    0.60850E-02    0.17034E+04
    0.62080E-02    0.17250E+04
    0.63334E-02    0.17466E+04
    0.64613E-02    0.17682E+04
    0.65918E-02    0.17898E+04
    0.67250E-02    0.18114E+04
    0.68609E-02    0.18329E+04
    0.69995E-02    0.18545E+04
    0.71409E-02    0.18759E+04
    0.72851E-02    0.18973E+04
    0.74323E-02    0.19187E+04
    0.75824E-02    0.19399E+04
    0.77356E-02    0.19610E+04
    0.78919E-02    0.19820E+04
    0.80513E-02    0.20029E+04
    0.82139E-02    0.20236E+04
    0.83799E-02    0.20441E+04
    0.85492E-02    0.20644E+04
    0.87219E-02    0.20845E+04
    0.88981E-02    0.21044E+04
    0.90778E-02    0.21241E+04
    0.92612E-02    0.21435E+04
    0.94483E-02    0.21625E+04
    0.96392E-02    0.21813E+04
    0.98339E-02    0.21998E+04
    0.10033E-01    0.22179E+04
    0.10235E-01    0.22356E+04
    0.10442E-01    0.22529E+04
    0.10653E-01    0.22698E+04
    0.10868E-01    0.22863E+04
    0.11088E-01    0.23023E+04
    0.11312E-01    0.23178E+04
    0.11540E-01    0.23328E+04
    0.11773E-01    0.23473E+04
    0.12011E-01    0.23611E+04
    0.12254E-01    0.23744E+04
    0.12501E-01    0.23871E+04
    0.12754E-01    0.23991E+04
    0.13011E-01    0.24105E+04
    0.13274E-01    0.24211E+04
    0.13543E-01    0.24311E+04
    0.13816E-01    0.24402E+04
    0.14095E-01    0.24486E+04
    0.14380E-01    0.24562E+04
    0.14670E-01    0.24630E+04
    0.14967E-01    0.24688E+04
    0.15269E-01    0.24738E+04
    0.15578E-01    0.24779E+04
    0.15892E-01    0.24811E+04
    0.16213E-01    0.24832E+04
    0.16541E-01    0.24844E+04
    0.16875E-01    0.24846E+04
    0.17216E-01    0.24837E+04
    0.17564E-01    0.24818E+04
    0.17918E-01    0.24788E+04
    0.18280E-01    0.24747E+04
    0.18650E-01    0.24695E+04
    0.19027E-01    0.24632E+04
    0.19411E-01    0.24557E+04
    0.19803E-01    0.24471E+04
    0.20203E-01    0.24373E+04
    0.20611E-01    0.24263E+04
    0.21028E-01    0.24142E+04
    0.21452E-01    0.24009E+04
    0.21886E-01    0.23864E+04
    0.22328E-01    0.23707E+04
    0.22779E-01    0.23538E+04
    0.23239E-01    0.23358E+04
    0.23708E-01    0.23167E+04
    0.24187E-01    0.22964E+04
    0.24676E-01    0.22751E+04
    0.25175E-01    0.22526E+04
    0.25683E-01    0.22292E+04
    0.26202E-01    0.22047E+04
    0.26731E-01    0.21792E+04
    0.27271E-01    0.21528E+04
    0.27822E-01    0.21255E+04
    0.28384E-01    0.20975E+04
    0.28958E-01    0.20686E+04
    0.29543E-01    0.20390E+04
    0.30139E-01    0.20088E+04
    0.30748E-01    0.19781E+04
    0.31369E-01    0.19468E+04
    0.32003E-01    0.19151E+04
    0.32650E-01    0.18831E+04
    0.33309E-01    0.18508E+04
    0.33982E-01    0.18184E+04
    0.34669E-01    0.17859E+04
    0.35369E-01    0.17534E+04
    0.36083E-01    0.17210E+04
    0.36812E-01    0.16888E+04
    0.37556E-01    0.16568E+04
    0.38315E-01    0.16248E+04
    0.39089E-01    0.15933E+04
    0.39878E-01    0.15622E+04
    0.40684E-01    0.15318E+04
    0.41506E-01    0.15021E+04
    0.42344E-01    0.14732E+04
    0.43200E-01    0.14451E+04
    0.44072E-01    0.14181E+04
    0.44963E-01    0.13919E+04
    0.45871E-01    0.13668E+04
    0.46798E-01    0.13428E+04
    0.47743E-01    0.13197E+04
    0.48708E-01    0.12976E+04
    0.49691E-01    0.12765E+04
    0.50695E-01    0.12563E+04
    0.51719E-01    0.12370E+04
    0.52764E-01    0.12184E+04
    0.53830E-01    0.12006E+04
    0.54918E-01    0.11834E+04
    0.56027E-01    0.11668E+04
    0.57159E-01    0.11507E+04
    0.58313E-01    0.11351E+04
    0.59491E-01    0.11199E+04
    0.60693E-01    0.11067E+04
    0.61919E-01    0.10919E+04
    0.63170E-01    0.10770E+04
    0.64446E-01    0.10618E+04
    0.65748E-01    0.10461E+04
    0.67077E-01    0.10298E+04
    0.68432E-01    0.10128E+04
    0.69814E-01    0.99499E+03
    0.71224E-01    0.97619E+03
    0.72663E-01    0.95634E+03
    0.74131E-01    0.93541E+03
    0.75629E-01    0.91339E+03
    0.77156E-01    0.89033E+03
    0.78715E-01    0.86631E+03
    0.80305E-01    0.84144E+03
    0.81927E-01    0.81590E+03
    0.83582E-01    0.78985E+03
    0.85271E-01    0.76352E+03
    0.86993E-01    0.73712E+03
    0.88751E-01    0.71088E+03
    0.90544E-01    0.68505E+03
    0.92373E-01    0.65986E+03
    0.94239E-01    0.63555E+03
    0.96143E-01    0.61234E+03
    0.98085E-01    0.59045E+03
    0.10007E+00    0.57005E+03
    0.10209E+00    0.55127E+03
    0.10415E+00    0.53418E+03
    0.10625E+00    0.51880E+03
    0.10840E+00    0.50508E+03
    0.11059E+00    0.49289E+03
    0.11282E+00    0.48205E+03
    0.11510E+00    0.47235E+03
    0.11743E+00    0.46353E+03
    0.11980E+00    0.45530E+03
    0.12222E+00    0.44735E+03
    0.12469E+00    0.43936E+03
    0.12721E+00    0.43096E+03
    0.12978E+00    0.42185E+03
    0.13240E+00    0.41176E+03
    0.13508E+00    0.40053E+03
    0.13780E+00    0.38813E+03
    0.14059E+00    0.37469E+03
    0.14343E+00    0.36046E+03
    0.14633E+00    0.34577E+03
    0.14928E+00    0.33095E+03
    0.15230E+00    0.31635E+03
    0.15537E+00    0.30229E+03
    0.15851E+00    0.28905E+03
    0.16171E+00    0.27691E+03
    0.16498E+00    0.26609E+03
    0.16831E+00    0.25670E+03
    0.17171E+00    0.24872E+03
    0.17518E+00    0.24197E+03
    0.17872E+00    0.23614E+03
    0.18233E+00    0.23086E+03
    0.18602E+00    0.22578E+03
    0.18977E+00    0.22054E+03
    0.19361E+00    0.21489E+03
    0.19752E+00    0.20860E+03
    0.20151E+00    0.20159E+03
    0.20558E+00    0.19391E+03
    0.20973E+00    0.18574E+03
    0.21397E+00    0.17741E+03
    0.21829E+00    0.16924E+03
    0.22270E+00    0.16156E+03
    0.22720E+00    0.15461E+03
    0.23179E+00    0.14853E+03
    0.23647E+00    0.14333E+03
    0.24125E+00    0.13889E+03
    0.24612E+00    0.13495E+03
    0.25110E+00    0.13122E+03
    0.25617E+00    0.12742E+03
    0.26134E+00    0.12335E+03
    0.26662E+00    0.11893E+03
    0.27201E+00    0.11418E+03
    0.27750E+00    0.10925E+03
    0.28311E+00    0.10437E+03
    0.28883E+00    0.99755E+02
    0.29466E+00    0.95585E+02
    0.30062E+00    0.91905E+02
    0.30669E+00    0.88651E+02
    0.31288E+00    0.85690E+02
    0.31920E+00    0.82858E+02
    0.32565E+00    0.79988E+02
    0.33223E+00    0.76979E+02
    0.33894E+00    0.73846E+02
    0.34579E+00    0.70690E+02
    0.35278E+00    0.67636E+02
    0.35990E+00    0.64792E+02
    0.36717E+00    0.62209E+02
    0.37459E+00    0.59857E+02
    0.38216E+00    0.57651E+02
    0.38988E+00    0.55498E+02
    0.39775E+00    0.53332E+02
    0.40579E+00    0.51146E+02
    0.41399E+00    0.48986E+02
    0.42235E+00    0.46913E+02
    0.43088E+00    0.44971E+02
    0.43959E+00    0.43169E+02
    0.44847E+00    0.41469E+02
    0.45753E+00    0.39822E+02
    0.46677E+00    0.38202E+02
    0.47620E+00    0.36605E+02
    0.48582E+00    0.35058E+02
    0.49563E+00    0.33587E+02
    0.50564E+00    0.32197E+02
    0.51586E+00    0.30877E+02
    0.52628E+00    0.29604E+02
    0.53691E+00    0.28367E+02
    0.54776E+00    0.27165E+02
    0.55882E+00    0.26012E+02
    0.57011E+00    0.24914E+02
    0.58163E+00    0.23865E+02
    0.59338E+00    0.22859E+02
    0.60537E+00    0.21887E+02
    0.61760E+00    0.20951E+02
    0.63007E+00    0.20053E+02
    0.64280E+00    0.19194E+02
    0.65579E+00    0.18372E+02
    0.66903E+00    0.17582E+02
    0.68255E+00    0.16823E+02
    0.69634E+00    0.16094E+02
    0.71040E+00    0.15397E+02
    0.72475E+00    0.14729E+02
    0.73940E+00    0.14088E+02
    0.75433E+00    0.13473E+02
    0.76957E+00    0.12884E+02
    0.78512E+00    0.12319E+02
    0.80098E+00    0.11778E+02
    0.81716E+00    0.11260E+02
    0.83367E+00    0.10763E+02
    0.85051E+00    0.10288E+02
    0.86769E+00    0.98319E+01
    0.88522E+00    0.93955E+01
    0.90310E+00    0.89778E+01
    0.92134E+00    0.85779E+01
    0.93996E+00    0.81950E+01
    0.95894E+00    0.78285E+01
    0.97832E+00    0.74778E+01
    0.99808E+00    0.71422E+01
    0.10182E+01    0.68210E+01
    0.10388E+01    0.65137E+01
    0.10598E+01    0.62197E+01
    0.10812E+01    0.59383E+01
    0.11030E+01    0.56693E+01
    0.11253E+01    0.54120E+01
    0.11481E+01    0.51659E+01
    0.11713E+01    0.49307E+01
    0.11949E+01    0.47058E+01
    0.12191E+01    0.44908E+01
    0.12437E+01    0.42853E+01
    0.12688E+01    0.40889E+01
    0.12944E+01    0.39011E+01
    0.13206E+01    0.37217E+01
    0.13473E+01    0.35503E+01
    0.13745E+01    0.33865E+01
    0.14023E+01    0.32300E+01
    0.14306E+01    0.30805E+01
    0.14595E+01    0.29377E+01
    0.14890E+01    0.28013E+01
    0.15190E+01    0.26711E+01
    0.15497E+01    0.25467E+01
    0.15810E+01    0.24280E+01
    0.16130E+01    0.23146E+01
    0.16456E+01    0.22064E+01
    0.16788E+01    0.21031E+01
    0.17127E+01    0.20045E+01
    0.17473E+01    0.19103E+01
    0.17826E+01    0.18205E+01
    0.18186E+01    0.17348E+01
    0.18554E+01    0.16530E+01
    0.18928E+01    0.15749E+01
    0.19311E+01    0.15005E+01
    0.19701E+01    0.14295E+01
    0.20099E+01    0.13617E+01
    0.20505E+01    0.12971E+01
    0.20919E+01    0.12355E+01
    0.21342E+01    0.11767E+01
    0.21773E+01    0.11206E+01
    0.22213E+01    0.10672E+01
    0.22661E+01    0.10162E+01
    0.23119E+01    0.96764E+00
    0.23586E+01    0.92132E+00
    0.24063E+01    0.87716E+00
    0.24549E+01    0.83508E+00
    0.25045E+01    0.79497E+00
    0.25551E+01    0.75674E+00
    0.26067E+01    0.72031E+00
    0.26593E+01    0.68559E+00
    0.27131E+01    0.65251E+00
    0.27679E+01    0.62099E+00
    0.28238E+01    0.59096E+00
    0.28808E+01    0.56235E+00
    0.29390E+01    0.53510E+00
    0.29984E+01    0.50914E+00
    0.30590E+01    0.48442E+00
    0.31208E+01    0.46087E+00
    0.31838E+01    0.43844E+00
    0.32481E+01    0.41708E+00
    0.33137E+01    0.39674E+00
    0.33807E+01    0.37738E+00
    0.34490E+01    0.35894E+00
    0.35187E+01    0.34138E+00
    0.35897E+01    0.32467E+00
    0.36623E+01    0.30876E+00
    0.37362E+01    0.29362E+00
    0.38117E+01    0.27920E+00
    0.38887E+01    0.26548E+00
    0.39673E+01    0.25242E+00
    0.40474E+01    0.23999E+00
    0.41292E+01    0.22817E+00
    0.42126E+01    0.21691E+00
    0.42977E+01    0.20620E+00
    0.43845E+01    0.19601E+00
    0.44731E+01    0.18632E+00
    0.45634E+01    0.17710E+00
    0.46556E+01    0.16833E+00
    0.47497E+01    0.15998E+00
    0.48456E+01    0.15204E+00
    0.49435E+01    0.14449E+00
    0.50434E+01    0.13731E+00
    0.51453E+01    0.13047E+00
    0.52492E+01    0.12398E+00
    0.53553E+01    0.11780E+00
    0.54634E+01    0.11192E+00
    0.55738E+01    0.10634E+00
    0.56864E+01    0.10103E+00
    0.58013E+01    0.95976E-01
    0.59185E+01    0.91174E-01
    0.60380E+01    0.86609E-01
    0.61600E+01    0.82269E-01
    0.62844E+01    0.78144E-01
    0.64114E+01    0.74222E-01
    0.65409E+01    0.70495E-01
    0.66731E+01    0.66952E-01
    0.68079E+01    0.63584E-01
    0.69454E+01    0.60384E-01
    0.70857E+01    0.57342E-01
    0.72288E+01    0.54452E-01
    0.73749E+01    0.51705E-01
    0.75238E+01    0.49095E-01
    0.76758E+01    0.46615E-01
    0.78309E+01    0.44259E-01
    0.79891E+01    0.42020E-01
    0.81505E+01    0.39893E-01
    0.83151E+01    0.37873E-01
    0.84831E+01    0.35953E-01
    0.86545E+01    0.34130E-01
    0.88293E+01    0.32397E-01
    0.90077E+01    0.30752E-01
    0.91896E+01    0.29189E-01
    0.93753E+01    0.27705E-01
    0.95647E+01    0.26295E-01
    0.97579E+01    0.24956E-01
    0.99550E+01    0.23685E-01
    0.10156E+02    0.22477E-01
    0.10361E+02    0.21331E-01
    0.10571E+02    0.20242E-01
    0.10784E+02    0.19208E-01
    0.11002E+02    0.18226E-01
    0.11224E+02    0.17294E-01
    0.11451E+02    0.16409E-01
    0.11682E+02    0.15569E-01
    0.11918E+02    0.14771E-01
    0.12159E+02    0.14014E-01
    0.12405E+02    0.13295E-01
    0.12655E+02    0.12613E-01
    0.12911E+02    0.11965E-01
    0.13172E+02    0.11350E-01
    0.13438E+02    0.10767E-01
    0.13709E+02    0.10213E-01
    0.13986E+02    0.96875E-02
    0.14269E+02    0.91886E-02
    0.14557E+02    0.87152E-02
    0.14851E+02    0.82659E-02
    0.15151E+02    0.78396E-02
    0.15457E+02    0.74350E-02
    0.15769E+02    0.70511E-02
    0.16088E+02    0.66868E-02
    0.16413E+02    0.63411E-02
    0.16745E+02    0.60132E-02
    0.17083E+02    0.57020E-02
    0.17428E+02    0.54068E-02
    0.17780E+02    0.51267E-02
    0.18139E+02    0.48610E-02
    0.18506E+02    0.46090E-02
    0.18880E+02    0.43699E-02
    0.19261E+02    0.41431E-02
    0.19650E+02    0.39279E-02
    0.20047E+02    0.37238E-02
    0.20452E+02    0.35302E-02
    0.20865E+02    0.33466E-02
    0.21287E+02    0.31725E-02
    0.21717E+02    0.30073E-02
    0.22155E+02    0.28507E-02
    0.22603E+02    0.27022E-02
    0.23059E+02    0.25613E-02
    0.23525E+02    0.24277E-02
    0.24001E+02    0.23010E-02
    0.24485E+02    0.21809E-02
    0.24980E+02    0.20669E-02
    0.25485E+02    0.19589E-02
    0.26000E+02    0.18565E-02
    0.26525E+02    0.17594E-02
    0.27061E+02    0.16673E-02
    0.27607E+02    0.15800E-02
    0.28165E+02    0.14973E-02
    0.28734E+02    0.14188E-02
    0.29314E+02    0.13444E-02
    0.29907E+02    0.12739E-02
    0.30511E+02    0.12071E-02
    0.31127E+02    0.11437E-02
    0.31756E+02    0.10836E-02
    0.32397E+02    0.10267E-02
    0.33052E+02    0.97270E-03
    0.33720E+02    0.92154E-03
    0.34401E+02    0.87305E-03
    0.35096E+02    0.82710E-03
    0.35805E+02    0.78354E-03
    0.36528E+02    0.74226E-03
    0.37266E+02    0.70313E-03
    0.38019E+02    0.66605E-03
    0.38787E+02    0.63091E-03
    0.39570E+02    0.59761E-03
    0.40370E+02    0.56606E-03
    0.41185E+02    0.53615E-03
    0.42017E+02    0.50782E-03
    0.42866E+02    0.48097E-03
    0.43732E+02    0.45552E-03
    0.44615E+02    0.43142E-03
    0.45517E+02    0.40858E-03
    0.46436E+02    0.38693E-03
    0.47374E+02    0.36643E-03
    0.48331E+02    0.34700E-03
    0.49308E+02    0.32860E-03
    0.50304E+02    0.31116E-03
    0.51320E+02    0.29464E-03
    0.52357E+02    0.27899E-03
    0.53414E+02    0.26417E-03
    0.54493E+02    0.25013E-03
    0.55594E+02    0.23682E-03
    0.56717E+02    0.22422E-03
    0.57863E+02    0.21229E-03
    0.59032E+02    0.20098E-03
    0.60224E+02    0.19027E-03
    0.61441E+02    0.18013E-03
    0.62682E+02    0.17052E-03
    0.63949E+02    0.16142E-03
    0.65240E+02    0.15281E-03
    0.66558E+02    0.14465E-03
    0.67903E+02    0.13692E-03
    0.69275E+02    0.12960E-03
    0.70674E+02    0.12266E-03
    0.72102E+02    0.11610E-03
    0.73558E+02    0.10988E-03
    0.75044E+02    0.10400E-03
    0.76560E+02    0.98423E-04
    0.78107E+02    0.93144E-04
    0.79685E+02    0.88147E-04
    0.81294E+02    0.83414E-04
    0.82937E+02    0.78934E-04
    0.84612E+02    0.74691E-04
    0.86321E+02    0.70675E-04
    0.88065E+02    0.66872E-04
    0.89844E+02    0.63272E-04
    0.91659E+02    0.59863E-04
    0.93511E+02    0.56637E-04
    0.95400E+02    0.53582E-04
    0.97327E+02    0.50690E-04
    0.99293E+02    0.47953E-04
    0.10130E+03    0.45361E-04
    0.10335E+03    0.42909E-04
    0.10543E+03    0.40587E-04
    0.10756E+03    0.38389E-04
    0.10974E+03    0.36309E-04
    0.11195E+03    0.34340E-04
    0.11421E+03    0.32477E-04
    0.11652E+03    0.30713E-04
    0.11888E+03    0.29044E-04
    0.12128E+03    0.27465E-04
    0.12373E+03    0.25970E-04
    0.12623E+03    0.24555E-04
    0.12878E+03    0.23217E-04
    0.13138E+03    0.21950E-04
    0.13403E+03    0.20751E-04
    0.13674E+03    0.19617E-04
    0.13950E+03    0.18544E-04
    0.14232E+03    0.17528E-04
    0.14520E+03    0.16568E-04
