1.073600000000000021e-05 2.965024184999992940e+01
1.095299999999999999e-05 3.022592609999992419e+01
1.117400000000000008e-05 3.081362462999993568e+01
1.139999999999999927e-05 3.141233624999995300e+01
1.163000000000000046e-05 3.202306214999998701e+01
1.186500000000000075e-05 3.264580232999992404e+01
1.210500000000000015e-05 3.327955559999998059e+01
1.234899999999999984e-05 3.392632433999995101e+01
1.259900000000000084e-05 3.458610854999994899e+01
1.285300000000000044e-05 3.525790703999996367e+01
1.311299999999999964e-05 3.594372218999990309e+01
1.337799999999999965e-05 3.664155161999985921e+01
1.364800000000000045e-05 3.735439889999986462e+01
1.392399999999999916e-05 3.808026164999989760e+01
1.420500000000000037e-05 3.882014105999985532e+01
1.449199999999999948e-05 3.957403712999996515e+01
1.478499999999999990e-05 4.034395223999990776e+01
1.508299999999999942e-05 4.112788400999977512e+01
1.538799999999999904e-05 4.192683362999991914e+01
1.569899999999999996e-05 4.274180228999989595e+01
1.601600000000000048e-05 4.357178879999992205e+01
1.633999999999999941e-05 4.441879553999979180e+01
1.667000000000000133e-05 4.528182131999972171e+01
1.700599999999999947e-05 4.616186732999995002e+01
1.735000000000000160e-05 4.705893356999990829e+01
1.769999999999999994e-05 4.797402122999960739e+01
1.805799999999999888e-05 4.890612911999983226e+01
1.842299999999999962e-05 4.985725961999992251e+01
1.879499999999999877e-05 5.082541034999985641e+01
1.917499999999999852e-05 5.181358488000000762e+01
1.956200000000000007e-05 5.282078201999979683e+01
1.995699999999999883e-05 5.384700177000013355e+01
2.036000000000000158e-05 5.489324531999977808e+01
2.077200000000000034e-05 5.596051385999999184e+01
2.119100000000000091e-05 5.704780619999974078e+01
2.161900000000000087e-05 5.815612352999983159e+01
2.205600000000000025e-05 5.928646703999993406e+01
2.250199999999999903e-05 6.043883673000004819e+01
2.295599999999999841e-05 6.161323259999994661e+01
2.341999999999999938e-05 6.281065583999975388e+01
2.389299999999999977e-05 6.403110644999969736e+01
2.437599999999999836e-05 6.527558561999990161e+01
2.486799999999999975e-05 6.654409334999991188e+01
2.537100000000000154e-05 6.783763082999962535e+01
2.588299999999999935e-05 6.915619805999972414e+01
