8.899641366532215839e-03 2.091771709735576951e+04 1.300000000000000000e+01
1.507912288335236557e-02 2.477473579545454413e+04 3.300000000000000000e+01
2.144790238028840279e-02 2.411566537282436548e+04 7.900000000000000000e+01
2.783660839001337803e-02 2.140385637019230853e+04 1.170000000000000000e+02
3.435099897224728333e-02 1.817579655106707287e+04 2.050000000000000000e+02
4.047886852888350762e-02 1.554129378324468053e+04 2.350000000000000000e+02
4.676716823161133213e-02 1.357307959381351611e+04 3.690000000000000000e+02
5.308225183095997834e-02 1.224084858996102776e+04 4.330000000000000000e+02
5.945362628270418198e-02 1.130702369791666752e+04 5.850000000000000000e+02
6.576224888327897311e-02 1.053836683944679680e+04 6.790000000000000000e+02
7.196633099849814030e-02 9.730119410891375082e+03 8.130000000000000000e+02
7.827861083643085360e-02 8.795937513880076949e+03 9.850000000000000000e+02
8.470399068733039383e-02 7.786862485471259788e+03 1.183000000000000000e+03
9.096854837087310630e-02 6.852503351017656314e+03 1.269000000000000000e+03
9.720789911631415314e-02 6.059895837569128162e+03 1.537000000000000000e+03
1.034763067582125246e-01 5.449364964978448370e+03 1.653000000000000000e+03
1.097576477722859295e-01 5.021125378585869839e+03 1.963000000000000000e+03
1.160543097296395099e-01 4.727901785714285325e+03 2.121000000000000000e+03
1.223669711375355018e-01 4.504425367030473353e+03 2.413000000000000000e+03
1.286817294313966353e-01 4.288586448944497533e+03 2.635000000000000000e+03
1.349500825432468076e-01 4.038120146718586966e+03 2.877000000000000000e+03
1.411949598984825194e-01 3.744383806242480659e+03 3.169000000000000000e+03
1.475133603331979515e-01 3.425848040108399346e+03 3.507000000000000000e+03
1.537865113128315253e-01 3.122340105845064500e+03 3.685000000000000000e+03
1.600657585574513098e-01 2.856426805819984111e+03 4.165000000000000000e+03
1.663991183124232387e-01 2.645040644979705576e+03 4.377000000000000000e+03
1.727195676550437875e-01 2.490550721761151635e+03 4.855000000000000000e+03
1.789765243151531793e-01 2.378131400110078630e+03 4.929000000000000000e+03
1.852353737358977681e-01 2.286369799424106532e+03 5.581000000000000000e+03
1.914806840710078228e-01 2.196546208223966460e+03 5.679000000000000000e+03
1.977889912499052050e-01 2.095886078860672114e+03 6.385000000000000000e+03
2.040937762760341168e-01 1.981750645968598519e+03 6.553000000000000000e+03
2.103939340553785675e-01 1.858908153011924242e+03 7.125000000000000000e+03
2.166909768415070381e-01 1.737122460127741306e+03 7.447000000000000000e+03
2.229700342773534294e-01 1.626590617231469423e+03 7.929000000000000000e+03
2.292620082907971812e-01 1.532532872206748380e+03 8.353000000000000000e+03
2.355141554174260132e-01 1.456814252387152692e+03 8.775000000000000000e+03
2.417910667859329010e-01 1.396337976951111614e+03 9.313000000000000000e+03
2.480856600621526575e-01 1.345453467022632594e+03 9.841000000000000000e+03
2.543492296933776986e-01 1.297670736551495338e+03 1.019100000000000000e+04
2.606334330713551140e-01 1.248193648582053129e+03 1.089700000000000000e+04
2.669257423685943431e-01 1.195382473736249722e+03 1.130100000000000000e+04
2.732423402688111680e-01 1.139588419359488626e+03 1.202500000000000000e+04
2.795529764247268734e-01 1.083416895557100588e+03 1.242300000000000000e+04
2.858366371208178047e-01 1.030412786269460639e+03 1.302100000000000000e+04
2.920876345653135586e-01 9.827808163111799331e+02 1.340500000000000000e+04
2.983449910233763047e-01 9.412153862675859273e+02 1.424700000000000000e+04
3.046382692007175153e-01 9.050709801033935946e+02 1.471300000000000000e+04
3.109279206077096291e-01 8.732583171542291893e+02 1.548900000000000000e+04
3.172168249548444341e-01 8.440663367689558072e+02 1.591300000000000000e+04
3.235187638557397438e-01 8.155983417067343453e+02 1.687900000000000000e+04
3.298168281540781455e-01 7.868557990171838128e+02 1.719300000000000000e+04
3.361176499784954697e-01 7.575401881964266977e+02 1.815700000000000000e+04
3.423700432242688940e-01 7.284093297742771256e+02 1.833900000000000000e+04
3.486478282721584554e-01 7.000593444671420684e+02 1.957300000000000000e+04
3.549411678217364030e-01 6.732369874185487788e+02 1.994100000000000000e+04
3.611917028618862324e-01 6.486873755568049091e+02 2.062900000000000000e+04
3.674767166795864792e-01 6.265525888573790780e+02 2.165500000000000000e+04
3.737647869486350194e-01 6.063572889904270369e+02 2.211300000000000000e+04
3.800654123961629827e-01 5.873473828040758917e+02 2.318500000000000000e+04
3.863539965316843960e-01 5.693249553187686161e+02 2.366700000000000000e+04
3.926140268183350712e-01 5.517969456040470959e+02 2.438500000000000000e+04
3.989264585714052402e-01 5.343257560138864619e+02 2.574900000000000000e+04
4.052073321741767042e-01 5.171444950211478044e+02 2.567500000000000000e+04
4.114916561031216058e-01 5.004692996003269627e+02 2.740900000000000000e+04
4.177814351677177074e-01 4.843865403783471493e+02 2.740500000000000000e+04
4.240400734774502078e-01 4.691805841973487645e+02 2.871700000000000000e+04
4.303425767158289839e-01 4.549488917432457242e+02 2.959500000000000000e+04
4.366358654408017403e-01 4.414164748168071242e+02 3.030100000000000000e+04
4.428996297022272377e-01 4.288757373408363947e+02 3.110100000000000000e+04
4.491634546846772214e-01 4.168588365171767691e+02 3.202300000000000000e+04
4.554414216830138806e-01 4.052266379874417339e+02 3.297700000000000000e+04
4.617634586244367401e-01 3.939115382739914821e+02 3.444900000000000000e+04
4.680644339618229011e-01 3.828497829848548690e+02 3.454900000000000000e+04
4.743485343043289393e-01 3.722015421677934910e+02 3.611100000000000000e+04
4.806356229933411717e-01 3.618307127003755568e+02 3.654100000000000000e+04
4.869019348941476255e-01 3.519032170121527088e+02 3.771700000000000000e+04
4.931697216584374210e-01 3.424156646289942501e+02 3.861900000000000000e+04
4.994506893203705666e-01 3.332860809670120830e+02 3.966100000000000000e+04
5.057159170899795386e-01 3.246666776746720871e+02 4.054500000000000000e+04
5.119924112995831722e-01 3.163036419742688850e+02 4.181500000000000000e+04
5.183126200344251311e-01 3.082836876570991649e+02 4.312500000000000000e+04
5.246089766776097507e-01 3.004682345113590145e+02 4.368100000000000000e+04
5.308757393302815375e-01 2.930270000479047212e+02 4.462900000000000000e+04
5.371573631137898097e-01 2.856972956434912589e+02 4.622700000000000000e+04
5.434579693678205370e-01 2.786741987110193008e+02 4.690900000000000000e+04
5.497430800183124022e-01 2.717892744395409750e+02 4.823700000000000000e+04
5.559937532006536953e-01 2.652794153032788813e+02 4.858300000000000000e+04
5.622854803132901758e-01 2.588567695072366632e+02 5.099700000000000000e+04
5.686011663807025718e-01 2.527311109830116038e+02 5.139700000000000000e+04
5.748804726504169738e-01 2.467964277685525474e+02 5.248900000000000000e+04
5.811550348899043872e-01 2.410976916041946936e+02 5.378700000000000000e+04
5.874394618980551819e-01 2.355725111822168287e+02 5.491300000000000000e+04
5.937176309436124066e-01 2.301863721294209881e+02 5.597700000000000000e+04
5.999972067258815267e-01 2.250174387147075095e+02 5.741500000000000000e+04
6.062679241142834297e-01 2.199286662541038027e+02 5.810500000000000000e+04
6.125469718145756248e-01 2.151033416781597793e+02 6.003300000000000000e+04
6.188477867230408602e-01 2.103049581124922724e+02 6.094900000000000000e+04
6.251310732428440042e-01 2.057600696261229700e+02 6.223500000000000000e+04
6.314027615222762568e-01 2.013002773117733568e+02 6.322900000000000000e+04
6.377003718199972804e-01 1.969723484780247986e+02 6.513300000000000000e+04
6.439857930550499931e-01 1.928230106065162488e+02 6.570700000000000000e+04
6.502685530156656624e-01 1.887196129340847222e+02 6.756100000000000000e+04
6.565586246988928121e-01 1.848221546992499782e+02 6.850500000000000000e+04
6.628369424596141091e-01 1.809604745818536458e+02 6.994300000000000000e+04
6.691185559465481214e-01 1.772481756845734537e+02 7.109700000000000000e+04
6.754070310799917820e-01 1.736391582939593263e+02 7.302100000000000000e+04
6.816835621456999172e-01 1.700781081965387216e+02 7.331700000000000000e+04
6.879592682977492268e-01 1.667117635915426490e+02 7.579900000000000000e+04
6.942344479254694001e-01 1.633700748078848619e+02 7.602100000000000000e+04
7.005175563849601605e-01 1.601418030132752790e+02 7.875300000000000000e+04
7.068125114371639484e-01 1.570375549036982932e+02 7.929100000000000000e+04
7.131019140896182051e-01 1.539478614112265120e+02 8.112900000000000000e+04
7.193918372712783116e-01 1.510135062591785697e+02 8.244100000000000000e+04
7.256833943957551325e-01 1.481270282351254650e+02 8.394900000000000000e+04
7.319652850879165840e-01 1.452833001767636745e+02 8.512300000000000000e+04
7.382508135613710110e-01 1.425851754538273326e+02 8.692900000000000000e+04
7.445266028199800656e-01 1.399056130312025346e+02 8.778900000000000000e+04
7.507871253111656484e-01 1.372973428092442418e+02 8.962300000000000000e+04
7.570758611164480900e-01 1.347942364768770176e+02 9.134100000000000000e+04
7.633641360200108528e-01 1.322937126784597126e+02 9.284500000000000000e+04
7.696463136717470732e-01 1.298823610132438660e+02 9.408700000000000000e+04
7.759395055689795040e-01 1.275545596684979159e+02 9.633300000000000000e+04
7.822329304664709104e-01 1.252273891071502021e+02 9.724900000000000000e+04
7.885315090900385515e-01 1.230035974471106925e+02 9.950100000000000000e+04
7.947896741918292207e-01 1.208681779379267454e+02 9.928300000000000000e+04
8.010491271689893500e-01 1.187331736932472808e+02 1.025370000000000000e+05
8.073364249441802309e-01 1.166777865748282608e+02 1.034770000000000000e+05
8.136229646920474234e-01 1.146828129594475314e+02 1.057510000000000000e+05
8.199153172706454829e-01 1.126862223157515075e+02 1.068690000000000000e+05
8.261952811458017631e-01 1.107711427505526700e+02 1.086970000000000000e+05
8.324897258535074451e-01 1.089143667170098411e+02 1.105770000000000000e+05
8.387959526007869870e-01 1.070541142786546374e+02 1.125550000000000000e+05
8.450634854070663282e-01 1.052617366106014458e+02 1.125930000000000000e+05
8.513283072836113075e-01 1.035423832177181396e+02 1.155730000000000000e+05
8.576198447667759961e-01 1.018159487208375396e+02 1.172830000000000000e+05
8.639058656535316683e-01 1.001238720079061437e+02 1.185810000000000000e+05
8.701838914466027974e-01 9.851852375962647557e+01 1.206250000000000000e+05
8.764641314096036639e-01 9.691685088405546367e+01 1.219350000000000000e+05
8.827504037439891649e-01 9.532605442661407835e+01 1.244410000000000000e+05
8.890332963462141969e-01 9.382355932789472774e+01 1.255170000000000000e+05
8.953084452997464027e-01 9.234004930364588404e+01 1.273570000000000000e+05
9.015956726019704881e-01 9.085432763650494792e+01 1.298950000000000000e+05
9.078833512098413161e-01 8.943656384140190596e+01 1.307010000000000000e+05
9.141744272906558999e-01 8.806377193875263742e+01 1.339210000000000000e+05
9.204630999074844278e-01 8.669150475752729790e+01 1.341870000000000000e+05
9.267434610459841515e-01 8.534313077435976425e+01 1.371250000000000000e+05
9.330324406249552727e-01 8.406255125735128786e+01 1.384570000000000000e+05
9.393266003063709402e-01 8.278602769513446447e+01 1.409370000000000000e+05
9.455975031471062220e-01 8.151532884379327015e+01 1.413670000000000000e+05
9.518660226057367169e-01 8.030228296363490870e+01 1.443810000000000000e+05
9.581413475697029281e-01 7.911959776578819969e+01 1.455490000000000000e+05
9.644351135439162004e-01 7.793343721320364637e+01 1.491390000000000000e+05
9.707355840191599361e-01 7.675934351428448110e+01 1.496410000000000000e+05
9.770081029620610868e-01 7.565325035307526491e+01 1.518250000000000000e+05
9.832823530967786940e-01 7.455484021497014169e+01 1.534530000000000000e+05
9.895569905468067917e-01 7.345636233704587426e+01 1.558870000000000000e+05
9.958456514499454126e-01 7.238485497404411717e+01 1.581210000000000000e+05
1.002136232779608838e+00 7.135986423854592431e+01 1.598410000000000000e+05
1.008404851598815100e+00 7.033905711348414513e+01 1.611750000000000000e+05
1.014694174576919794e+00 6.931535601241940014e+01 1.646770000000000000e+05
1.020992581151014100e+00 6.833880167129142080e+01 1.660570000000000000e+05
1.027274002250675000e+00 6.739781411537187239e+01 1.677030000000000000e+05
1.033559203584765163e+00 6.645626001871251276e+01 1.702690000000000000e+05
1.039847580169829699e+00 6.551627350331855837e+01 1.722570000000000000e+05
1.046126998403850594e+00 6.462473346826874376e+01 1.736530000000000000e+05
1.052403458101502931e+00 6.375331940528719343e+01 1.766190000000000000e+05
1.058680726296697738e+00 6.288179311924454851e+01 1.775650000000000000e+05
1.064964357561877906e+00 6.201192505809105171e+01 1.812850000000000000e+05
1.071256798566221358e+00 6.118381528354878185e+01 1.825470000000000000e+05
1.077544071354557431e+00 6.037193992391505759e+01 1.849930000000000000e+05
1.083824845094000233e+00 5.956090351534187732e+01 1.867770000000000000e+05
1.090108045700157291e+00 5.875124626429821717e+01 1.890730000000000000e+05
1.096389688798609985e+00 5.798177751087466447e+01 1.914910000000000000e+05
1.102681157973254944e+00 5.722813105551827562e+01 1.938450000000000000e+05
1.108963073020351908e+00 5.647562909909890294e+01 1.951810000000000000e+05
1.115225453612966655e+00 5.572569290196395286e+01 1.973190000000000000e+05
1.121502150378710372e+00 5.500661329218056750e+01 2.002330000000000000e+05
1.127792598432213689e+00 5.430909867001265923e+01 2.030370000000000000e+05
1.134089574740247297e+00 5.361085994941720401e+01 2.048710000000000000e+05
1.140364073342102547e+00 5.291511398950950706e+01 2.062210000000000000e+05
1.146639207245351288e+00 5.223711543863343110e+01 2.095290000000000000e+05
1.152942436437851992e+00 5.158749018392756369e+01 2.125450000000000000e+05
1.159228931282626940e+00 5.094017657091149687e+01 2.132070000000000000e+05
1.165508749916801978e+00 5.029355036600355078e+01 2.165770000000000000e+05
1.171793104463751956e+00 4.965287123256048574e+01 2.181930000000000000e+05
1.178087463769067478e+00 4.904911010338791044e+01 2.221510000000000000e+05
1.184367680775410436e+00 4.845289426192395155e+01 2.216410000000000000e+05
1.190634666438431077e+00 4.785793448513440751e+01 2.261730000000000000e+05
1.196912235146298853e+00 4.726202822639734791e+01 2.269810000000000000e+05
1.203201604007285042e+00 4.668965124142906831e+01 2.319030000000000000e+05
1.209486869999778058e+00 4.613771382358572737e+01 2.314930000000000000e+05
1.215763929540806032e+00 4.558649689169595831e+01 2.360410000000000000e+05
1.222049780172183464e+00 4.503450780192418534e+01 2.372310000000000000e+05
1.228340637371898136e+00 4.448692392250877248e+01 2.409250000000000000e+05
1.234633015923105148e+00 4.396831258343864590e+01 2.427690000000000000e+05
1.240902278141391646e+00 4.345646937204293181e+01 2.437570000000000000e+05
1.247174864338172373e+00 4.294435463381304174e+01 2.479830000000000000e+05
1.253465485011332481e+00 4.243076742408593560e+01 2.502730000000000000e+05
1.259749980798759106e+00 4.193056367203773505e+01 2.523730000000000000e+05
1.266032170905827758e+00 4.145423648788845838e+01 2.554470000000000000e+05
1.272316320759243613e+00 4.097826923344409522e+01 2.570890000000000000e+05
1.278604180880545282e+00 4.050202081843020352e+01 2.612370000000000000e+05
1.284886614385056358e+00 4.002624596665875600e+01 2.616670000000000000e+05
1.291175450242393996e+00 3.956965858667267355e+01 2.668890000000000000e+05
1.297465753684127421e+00 3.912863003007210949e+01 2.670490000000000000e+05
1.303741854869400862e+00 3.868859704685758061e+01 2.705770000000000000e+05
1.310017351600176516e+00 3.824860673476424466e+01 2.726430000000000000e+05
1.316301474270663796e+00 3.780850558300366515e+01 2.762050000000000000e+05
1.322586786137195158e+00 3.739023392900094933e+01 2.781690000000000000e+05
1.328865520948248502e+00 3.698419669641841523e+01 2.808190000000000000e+05
1.335144831823233069e+00 3.657812242921610846e+01 2.836290000000000000e+05
1.341440542598177910e+00 3.617098752066477374e+01 2.877370000000000000e+05
1.347730895708934895e+00 3.576461475437258031e+01 2.882290000000000000e+05
1.354001621712590531e+00 3.537906700494576029e+01 2.915190000000000000e+05
1.360282639593320075e+00 3.500360483643912346e+01 2.946970000000000000e+05
1.366565714589564218e+00 3.462801963545436479e+01 2.968170000000000000e+05
1.372851534424878173e+00 3.425227042605131800e+01 3.007390000000000000e+05
1.379135407129832958e+00 3.387665909831433453e+01 3.019210000000000000e+05
1.385409599148118120e+00 3.351635399629416412e+01 3.054570000000000000e+05
1.391698675215097714e+00 3.316796955970558969e+01 3.088390000000000000e+05
1.397984478543130127e+00 3.281976661028951270e+01 3.106410000000000000e+05
1.404267912261491391e+00 3.247169491875400382e+01 3.144850000000000000e+05
1.410554812563175942e+00 3.212343111288095798e+01 3.161130000000000000e+05
1.416837860492211609e+00 3.178328748191885467e+01 3.202750000000000000e+05
1.423118207853388384e+00 3.146008674786924431e+01 3.211090000000000000e+05
1.429397832052551998e+00 3.113748320665389002e+01 3.261210000000000000e+05
1.435686950784322180e+00 3.081439195400073316e+01 3.277270000000000000e+05
1.441977152768831871e+00 3.049124502866453312e+01 3.318210000000000000e+05
1.448253698195793193e+00 3.017085680489514488e+01 3.324970000000000000e+05
1.454532379242246209e+00 2.986799134517877619e+01 3.373530000000000000e+05
1.460819348021602515e+00 2.956874459033868874e+01 3.395590000000000000e+05
1.467110398447264430e+00 2.926930354380004928e+01 3.433090000000000000e+05
1.473392938716745260e+00 2.897026757234063155e+01 3.447570000000000000e+05
1.479669997165725226e+00 2.867149253266812536e+01 3.487030000000000000e+05
1.485956181246867347e+00 2.838127472819583375e+01 3.512610000000000000e+05
1.492233645368827855e+00 2.810377879377381305e+01 3.540610000000000000e+05
1.498502502070437004e+00 2.782673532697978658e+01 3.561150000000000000e+05
1.504785781106828813e+00 2.754905440620131429e+01 3.616690000000000000e+05
1.511076018870604054e+00 2.727106603593365719e+01 3.628930000000000000e+05
1.517361672018678886e+00 2.699421739558373545e+01 3.671010000000000000e+05
1.523648603665754386e+00 2.673366284396042758e+01 3.694390000000000000e+05
1.529938073783499997e+00 2.647899789814549720e+01 3.732570000000000000e+05
1.536230209894147603e+00 2.622422492665106120e+01 3.759490000000000000e+05
1.542510753688646874e+00 2.596992133982151429e+01 3.780430000000000000e+05
1.548783993959166105e+00 2.571591354178960387e+01 3.811170000000000000e+05
1.555073106620426415e+00 2.546381015273221493e+01 3.864490000000000000e+05
1.561357360437646280e+00 2.522606256221227028e+01 3.863970000000000000e+05
1.567629155977046107e+00 2.499098906102904394e+01 3.913150000000000000e+05
1.573913727838968546e+00 2.475543671755736952e+01 3.943050000000000000e+05
1.580203583051146721e+00 2.451968626187263922e+01 3.980770000000000000e+05
1.586485424495109431e+00 2.428423621856080672e+01 3.999190000000000000e+05
